restaurant,content,date,useful
"McDonald's","what can i say? it's an excellent mcdonalds. i got some mcnuggets -- wonderful!! would definitely recommend to a friend","1/22/2023",0
"McDonald's","I think this location must have changed management recently. I live nearby and have been coming to this location for the past 8 years. It USED TO BE GOOD. The staff was friendly, the drive-thru moved quickly & the food came out hot & fresh.  

Beginning in Oct or Nov 2022, this location has REALLY gone downhill. The last few times I drove through, the employees all seem like they are in training, and the food is more on par with Jack in the Box. i.e. The fries are limp & cool, the burgers are room temperature and seem like they have been sitting a while. I'm very disappointed this close to home location I may not return to.","12/11/2022",0
"McDonald's","Slow service and dirty dining area.

I was at the hospital across the street and decided to grab something different from the hospital food and usual dining spots nearby.

I ordered through the app thinking the food and coffee would be ready by the time I arrived. However, that was not the case at all.

You have to let them know you're inside through the app. Once there, they supposedly have the order ready to hand it to you.

My coffee was already on the hand-off bar but not the food. It was with several other drinks that were just sitting there and I had no idea.

It took nearly 10 minutes once I arrived before my order number was called out. The order was incomplete and had to ask and tell the staff member about the missing hashbrown and coffee. She then pointed out to a coffee sitting there. During this conversation, another customer cut in to ask about her food. 

The other customer was already inside when I arrived so she had been waiting even longer. 

Anyways, I wanted to eat there but every table was dirty and the smell wasn't quite clean as it smelled of cigar smoke? and damp cloths. Their hand sanitizer was broken and I did not want to enter their restroom. 

I was very weary of the food  because of this. I went back to the hospital and threw it in the nearest trash bin. I just could not eat after seeing the conditions inside the restaurant.

I ended up purchasing cafeteria food instead.","9/24/2021",0
"McDonald's","One star is generous. I didn't expect top tier customer service at 12:00 am but I did not expect piss poor customer service either. After having to repeat our order, no joke, 6 times for it to still be wrong. After informing the employee we are missing items with the drive thru window barley open, the employee screamed across the kitchen,  TELL HER TO GET HER ORDERS RIGHT and had the worst attitude ever towards us, then turned the missing items from our order as if it was our problem. I can assure you after repeating our order 6 times, I didn't forget what we did order. Leaving a review more so to shine light on poor customer service and attitudes, food always gone slap!","3/11/2022",0
"McDonald's","This places is 0/3 and I will not be coming back.  First time the front lady yelled at me saying I am wrong and that she did give me a large soda when the cup clearly said small.  Second time I went to get some work done at 2 pm and they had locked the doors to get inside (no way this is for Covid right?).  Third time they gave me the wrong sauces and sizes in the drive thru.  Terrible","6/19/2022",0
"McDonald's","lady yelled at me. Cashier named Juan was rude and got order wrong. Don't come to this mcdonald's. Burger King would be better than this one.","5/17/2022",0
"McDonald's","This location is in a high pedestrian area downtown next to multiple major hospitals. Deciding to treat the nursing staff to breakfast, I placed a 20 item order the app and walked the 1/4 block. The options given when paid were pickup or delivery. After payment it gave the options for Curb or DriveThru. I choose Curb and it immediately changed to DriveThru. I walked to the first window where the Mgr. looked at me clearly not happy and with a flick of his pin pointed to the second window, another man was being served on foot. I waited as now an impromptu meeting/argument the Mgr now at the 2nd window and opens it and begins the rant to scold the handicap man and myself, said we needed cars. We were lucky he was serving us. I kindly tried to explain that the app had forced drivethru. Again he with a flick of his pen directed to me repeated that we needed a car, then asked if we had cars. He told us to go to the front door then made the handicap man walk back to the drive thru. The Mgr. name is Ace. I was here 2 days prior in the morning and was impressed with the two managers an African American man and Hispanic woman. The store was slammed and they had everyone on a upbeat cadence. I would say that Ace should take lesson however as he said I'm not trying to be rude severely times, clearly it's just his natural character to be rude and offensive. I definitely wasn't lucky to be served by him or have to witness him abusing his authority with the minority women or getting his jolly's on picking on a handicapped man, who actually offered to pay again, as he couldn't remember if he had paid. Ace again yelled at him this time to leave as if he were a pigeon causing a nuance. Hopefully Ace will find a better suited job and one he can be happy at, instead of venomous. Possibly away from the public and certainly not in a leading capacity. I hope the Store Manager can rid this bad apple pie and be successful with the others that have the same mission.","4/10/2022",0
"McDonald's","Never had issues with this McDonald's until recently (2/5/21). Placed mobile order for 40 nuggets (20 original + 20 spicy), medium fries & strawberry banana smoothie. Got through drive-thru gave them my code. Pull up - they hand me my smoothie and told me to park in front. Five cars later & 15 minutes goes by my food finally arrives! What I received... 30 spicy nuggets and a medium fries! Where's the other 10?! Wasn't that complicated of an order to get wrong. Goes back through drive thru. Promptly ignored. Calls store goes unanswered. Goes home. Gets on McDonalds website to act like a Karen and complain - today (2/25/21) received a complimentary gift card for a free meal. You're want $15 an hour and can't get a fool proof order correct or count! Pfft. Never again.","2/25/2021",0
"McDonald's","I ordered a couple breakfast meals w hash browns. They told me to pull around to the front of the restaurant and they'd bring my food out. Ten minutes later, I pulled back into the drive thru and they said it'll be ready at the window. Ten minutes later, my food finally comes out. I couldn't check my order in the car because I was now running late to work. When I got to work, there were two missing hash browns and I got a chicken sandwich instead of the sausage biscuit I ordered. Mind you, it was not busy at all. Three cars tops at most. I get this is McDonald's and therefore we have very low standards for them, but this was beyond unacceptable. What should've taken maybe 3 min, took 20 min and it was an incorrect order. And when I respectfully  told the guy who works there about my waiting for 20 min, he just rolled his eyes the entire time.","5/15/2022",0
"McDonald's","bad service ! rude employees & managers . literally if your order is wrong they do not care and won't try to help you .","9/28/2022",0
"McDonald's","I ordered the 4c, which is a spicy chicken sandwich. Not only was it not spicy there was only one bites worth of mayo on it. The bottom half of the patty was hard and I was unable to bite through. Definitely the worst chicken sandwich I've ever had in my life. The fries were barely warm. I came at 12:30 PM so you would think at least something would be fresh.?","11/28/2021",0
"McDonald's","I had two separate delivery drivers go here, switching multiple times and nobody seems to be able to return from this black hole of a mcdonalds. I cancelled, even if waiting 2 hours for mcdonalds was worth it (its not) it would be ruined by time i got it. Horrible.","2/1/2021",1
"McDonald's","Instead of lying and telling people their system is down, this location should just go ahead and close their doors after hours and fire their night shift employees. I have actually lost count of how many times I've been turned away between 2am and 5am. They claim their  system is down every single time, which is a lie. Take it from someone who worked at McDonald's... this location will treat you like you are bothering them. God forbid you offer them your money. Stay away.","4/23/2021",0
"McDonald's","Never seen a McDonald's that runs out of Coke. All they had was Sprite and everything else. All the sodas taste like shit as I took a quick sip and took my drink back. To management learn how to thoroughly clean and brinks your soda machine.

Here is a link to help you:
youtube.com/results?sear…

Overcooked fries and hamburger buns. It would help if people spoke and understood english!","3/24/2019",0
"McDonald's","Orange juice was hot, my McMuffin was burnt black, and they charged me for an apple pie only to tell me they were out, at the pick up window.","6/27/2020",0
"McDonald's","Go inside or your order will never be right..pushback from mgt and staff if complaints.
Busy site with good interior, easy access. Rotating supervision, product unavailability.","10/22/2018",0
"McDonald's","I ordered 2 strawberry pies but was told they only had one.  Came home to find that they served me a pie that someone already took a bite out of.  Called and asked to speak to a manager when Amber  answered the phone.  She asked me if I had ate it and told me to bring it back and she would swap it out.  I am concerned about the quality of food at this location.","12/19/2017",1
"McDonald's","Specifically asked for my order fresh. The oil used looked as though it was days old! Hardly ever changed. Had to drive back through but still received the same nasty old food. Do not go to this place! They do not care about quality","8/18/2020",0
"McDonald's","Just because McDonald's in general already have bad reviews for their customer service and products and I wanted to add to their low ratings compared to other quality fast food places. This location has terrible customer service. They are rude, unprofessional, and look like they are miserable there. I only went to McDonalds because it was the only close food spot. Now I know to not come again. I'd rather be served by monkeys than those people. Even the manager was miserable and on her phone with a crappy attitude.","5/25/2019",0
"McDonald's","I like the remodel and I've had good service at this location for the last year while working at Bayor. Food is good and usually pretty fast. I recommend this location.
My only complaint is that they send large trucks into the small waiting spaces which are hard to  back out of, especially at lunch. And when they tell you to park at the front, it's a driving area with only space for 1 vehicle. This should be closed if it's going to be a waiting spot for your food. I had people honking at me to move so I had to park and go in to get my food, which defeats the purpose of the drive through.","4/18/2017",1
"McDonald's","This morning (5/18)  I ordered a sausage and cheese biscuit with a hashbrown. I have ordered this many times at my home store, so I was rather surprised when my order total was 6.69.  When I approached the drive thru window, I kindly asked the employee about the price of my sausage and cheese biscuit. The woman working the first window snapped at me Its always been that way. I then assumed they had charged me for a sausage, egg, and cheese biscuit instead of what I ordered. When I tried to explain to the employee that my order was wrong, she would only repeat your total is 6.69 As someone who has worked in the service industry for many years, I am well aware that everyone makes mistakes and occasionally has bad days, but I can honestly say I have never, ever received such hostile treatment from anyone in the restaurant business. I have never felt the need to alert an employer to the actions of a single employee, but this woman's condescending attitude, unfriendly demeanor, and blatant belligerence caused me to leave the store extremely frustrated and sad that ANYONE would have that little respect for other human beings. I enjoy McDonald's breakfast, but the interaction I had with this employee has ensured I will not be returning here unless I am looking for someone to ruin my morning.","5/18/2021",0
"McDonald's","The cashier girl had her air pods and kept asking me to repeat my order I'm like take them out duh !!! 
Got my order wrong , but it was cool got a Big Mac instead but it smelt bad like must and I chunked it . I wouldn't eat there . Reminds me of eating at a soup kitchen","3/6/2019",0
"McDonald's","Waited for 18 minutes in the drive through and no one ever responded to us while we were waiting. Tried calling them and they answered, when I asked if they were going to be taking orders, they hung up on me. Absolutely the worst!","8/8/2019",0
"McDonald's","These workers are paid and trained liars I specifically asked the young lady at the window if they had any fresh apple pies, she paused came back says yes !!! I buy 2 .... now that I'm home this apple pie Is older than Ronald  McDonald himself!!! LIVID","9/23/2018",1
"McDonald's","I waited 30 minutes for them to finish cooking my chicken tenders when I revived it they were warm but the fries that came with it were stale. A tender even has white spots?!?!? I'm pretty sure that isn't normal. I will never return here","6/2/2019",0
"McDonald's","Food was as expected. Reasonably priced. Facility was out of this world cool. Automated waiter system upon entry. Place order and pay there or at cashier. Clean environmental, friendly staff.","3/1/2018",2
"McDonald's","Worst McDonald's ever! Food was cold! Order messed up! Waited 30 minutes and still didn't get the right order. While waiting watched a fight almost break out, 2 meth heads trip, and the police haul someone off on the corner. Smh","11/3/2018",0
"McDonald's","I went Thur the drive thru and the lady that was handing the food out was rushing us and rude I was dealing with my kids fussing and I heard her tell her co worker  what's her problem?  with an attitude first of all whatever happens in the customers vehicle is none of her business secondly she needs to check herself and watch how she speaks to customers on top of that she didn't give us our salad I had to drive back she was rude the whole one handing the drinks out shoved them at me like if I was fussing at her when I was never rude to her... McDonald's correct your drive thru employee please","6/4/2019",0
"McDonald's","Why did I just find a hair-tie with brown hair in my bag of food. I understand that you pay for what you get. It is in no way my hair-tie. I have black and blue hair and my sister is a blonde. This is absolutely the worst McDonald's I've ever received service from, the service overall was mediocre. Please, do better.","1/4/2020",0
"McDonald's","Possibly the worst McDonalds I've visited. Waited in line over 20 mins to over just to be handed the wrong order. Attempting to take the order back to the register was an additional hassle. The young man behind the counter was alone during a rush. In which he dropped the cash register. Bummer. At this point an additional wait followed. Actually just handed someone my order. I will wrap this up saying that I've now been in line for 27 mins for the second time. I guess things can only get better.","12/5/2018",0
"McDonald's","Best. Mcdonalds. Ever. The welcoming staff was really nice, the establishment is spotless and the food was great! On top of that, Ivan really helped me out by letting me run across the street to handle some business at Baylor hospital after my meal without the fear of being towed. This restaurant is the gold standard of fast food!","10/5/2018",0
"McDonald's","They have recently remodeled and it's lovely as far as McDonald's go. Service is great as well, employees are polite and my order is always right.","4/26/2017",1
"McDonald's","This McDonald's in particular is garbage. Simply because of the parking situation. Me and my wife took time to go into the McDonald's and have breakfast. She went to her doctors appointment and I shorty followed. Wasn't gone 25 minuets came back and our car was gone. As I was coming out another car was getting his car towed and he had a bag of McDonald's food with him! I told him to get in his car they couldn't tow his car with him in it. Another gentleman ran up and asked if there was a problem to the tow truck driver. There's a guy there all the time undercover to report cars to get towed!!! McDonald's doesn't call them in he does. And his company gets paid every time that happens that's a bit predatory. I went in to talk to the manager and he informed me I was pretty much SOL. I will be reporting both business to the BBB. I have attached a photo of the very kind gentleman that makes money hand over fist for his tow company, I sure hope he gets a promotion soon!!!","3/1/2018",0
"McDonald's","Reading the recent reviews of other McDonald's lead me to realize I should review my neighborhood McD's.  This review will mostly be based on costumer service.  I come to this location maybe once a month or so, but more for drinks or ice cream, and sometimes breakfast, but that's about it.  Their coffee is good, the iced coffee is good (and cheap), and the hot fudge sundaes are good too.  In this past year and a half, on every single one of my visits (through the drive-through) I have had the friendliest service.  Everyone smiles, everyone is happy, everyone says thank you, and they all want me to come back again.  I'm not sure what they put in the water at this McD's, but they need to pass it out to everyone, because there are some happy folks working at this place.  ;)","8/18/2009",6
"McDonald's","This is the absolute best experience I've ever had at Mcdonalds. We have eaten here two days in a row while a family member is in the hospital across the road. Even though they have been busy both times the store is spotless!!! The customer service is just amazing. Everyone is so friendly! I would highly recommend this place.","6/14/2017",0
"McDonald's","Food is very fresh. There are 2 drive-thru lanes but they move terribly slowly.  Employees are always very polite and pleasant.","9/10/2017",0
"McDonald's","We stopped at this McDonalds on our way home-My daughter just had a baby at Baylor and it was like 5:50am and we were tired.  On the mike the guy was joking and playing a lot in the drive thru and he was repeating Everything we said like are you sure that's what you want attitude--when we got our order, 1st no receipt.  2. The order was messed up- We ordered 2 McGriddle's, 1 Mc Griddle with egg and cheese, 2 hashbrowns and 1 cup of coffee--We had to pull to the front because the coffee was not ready and then when he brought out the order he took the sack and drove off thinking all is there.

Upon getting almost to the freeway, reaching in the bag- there's only 1 Mc Griddle with egg and cheese, 1 hashbrown and no sugar or napkins at all.

This is very disappointing because the order was like $16.19 and we didn't turn around aftering being at the hospital for over 10 hours.  Make sure if you go that early in the morning, check your order/sack before you leave.  Nice area but bad service.","9/8/2018",0
"McDonald's","Was in the hood and thought I'd drop by for a quick bite... OMG it's loud and chaos but I guess they make it work. Wowza!","3/13/2017",0
"McDonald's","This is the 2nd time in a row that my order has been wrong!!  Both times, the cashier window confirms my order, then when I go to the pickup window, I get home and it's not even close. Today I got someone else's order, so there's somebody out there with my order.  I hope a manger sees this.  Worry less about speed, and come up with a process to make sure the orders going out of the pickup window is correct.  Whenever I ask for no onions at this location there's a 50/50 shot that they get it right.  It's always on my receipt, but there nobody checking details.  Attention to detail!!!","10/13/2017",0
"McDonald's","Super friendly cashier named Kimberly makes each visit here so pleasant. Always good food and service!
Drive thru always moves smoothly. Come here often because it's close to work and home. Get approached by the usual homeless person but that is all too common throughout Dallas.","12/12/2014",0
"McDonald's","I found myself lost in the aroma of the sizzling sausage and fluffy pancakes. The combination of maple syrup and hot sausage created a symphony of flavor in my mouth. Truly an out of body experience.","7/30/2017",0
"McDonald's","!!!!!!BEWARE THIEVES WORK HERE!!!
If I could give this location 0 stars I would. This has to be the WORST McDonald's location that I have EVER been to! Go through the drive-thru and normally someone would say thank you for choosing blah blah blah but not at this location!They are so unique you have to scream your order (because they can never hear you) at least 3/4 times just for them to hear you.. And Not to mention how rude they are once they repeat your order. 

But I had a young African American girl take my payment at the first window on Sunday the 17th of June, and when I handed her my payment it took awhile to get my card back and then when she does hand back my card she has got her phone in her other hand! My instant feeling was she took pictures of my credit card and was going to go online shopping later that evening! so when I confronted her about it I was demanding to see her photo gallery to prove she didn't take a picture of my credit card. But when she pulls up here photos, age just kept showing me her Instagram galley. So at this point, I got a manager involved and the manager just looks at me like I'm stupid and she points to the cameras above the first window. And she was refusing to listen to me nor did not want to help me. So I eventually was fed up with both of them and they REFUSED to give out their corporate information! So I went ahead and contacted corporate about its employee is stealing peoples credit card information through the drive-thru.

I have gotten to the point I no longer want to visit another location EVERRRR again!!","6/19/2018",0
"McDonald's","Fast, friendly service and same old McDonald's food. Convenient walk to Baylor hospital.","6/13/2016",0
"McDonald's","Why do your workers have long, ghetto fake nails? I don't want that in my food. Also, don't cut me off in the middle of my order to tell me my total. And don't roll your eyes at me and hand me back my card without even looking at me and then closing the window. Never had such rude service.","7/8/2018",0
"McDonald's","Two Sausage and Egg McMuffins. Two very burnt almost unedible muffins each time, a month apart. 

Get your shit together! Why would you serve a blackened muffin?","10/24/2015",0
"McDonald's","Worst location I have ever been to. They messed up my mobile order twice in a row. First time I was picking up in the drive thru,  got my receipt from the first window then rolled up to the second window to have them tell me they didn't have my order. I told them I just got the correct receipt from the girl at the first window. The manager came up and grabbed the receipt and told me to pull up and wait. I waited about 15 minutes for my food. No apologies no thanks for waiting nothing. Just handed me my food and walked off. I tried again tonight, again picking up in the drive thru. Pulled up to the first window as instructed and they couldn't find my order. I showed them the app and that the store and everything was correct. They still couldn't find it. I was able to cancel the order and then gave him what it was. The manager said I couldn't order at the window and that I  had to drive back around to order. I just left.","6/11/2019",0
"McDonald's","I'll go to this location over the Fair Park one any day! Have gone many times, but most recently went on a night where the manager was training someone new. They were both very courteous, and I got my food in record time.","2/7/2018",0
"McDonald's","Gosh, where's the management in this place? For over a month they had two wobbly tables in this joint that wasn't repaired in a timely fashion. Even had signs on the tables for people not to sit at. The signs disappeared and people were forced to sit at them when the place was 
filled with customers. Had someone spilled their hot coffee BECAUSE of the wobble they would have had real trouble winning the lawsuit. Good management takes care of the smallest of details. That's WHY Disney is so successful.
Now as I'm typing this the damn shake machine sounds like it's ready to die. What an annoying noise. Again, WHERE's someone to FIX this damn noise in a timely fashion?
It will probably last until Halloween when some McWitch will fly in on a broom to FINALLY fix it!
Yep, it's ALL about taking CARE of the smallest of details.","5/25/2016",0
"McDonald's","Seriously, I've waited so long I think I got a yeast infection. which means I can bake a bun faster before they can make a sandwich. Seriously, when you got a hankering for some fries, go buy some potato seeds, plant it, harvest it, water digg out those potatoes, skin em, Fri them, oh go buy a deep fryer, get your hair.did, salt, and you have fries before you get these fucking McDonalds fries. Seriously, screw this McDonalds. No, really do that, because they would last forever. A lot longer than my boyfriend, at least. Not like that Spanish guy  I met in the bathroom earlier tonight. He said he would call, I'm still waiting, if you're out there,  Alejandro, please call, I'm pregnant.","10/25/2013",1
"McDonald's","I hate this McDonalds with a thousand white hot stars.  They have screwed up my order or served poor quality food every time.  So often that I drive out of my way to avoid them.  In an act of desperation and forgiveness I tried them again.  I ordered a large Sweet Tea.  I did not realize I needed to specify ICED.  I just took a huge swallow of HOT sweet tea.  Yes, the two cubes should have been an indication, but I was thirsty.   Grrr!","12/6/2013",1
"McDonald's","Seems like new management, and for the worst. Food is worse than it should be, and everytime I ask for breakfast late night they say it will be a bit of a wait or they are not doing breakfast cause they are short handed.","9/20/2013",0
"McDonald's","Close to campus and they have food. Good enough for me! Gets super packed during lunch so be prepared to wait.","2/18/2013",0
"Whataburger","This Whataburger location has great food but there are MANY employees with horrible attitudes that should not ever be allowed to wait on the general public. It's a shame they have allowed this type of individuals to represent the Whataburger name.","9/19/2022",0
"Whataburger","Horrible location lines are always long but they also move extremely slow especially in the morning when ppl are on their way to work. The dining room doors are also locked in the morning even when they are supposed to be open. Lunch time they move slow found a wood chip in my burger once shouldn't have came back after that. Will be calling corporate to let them know of their inconvenience to their customers.","10/21/2022",0
"Whataburger","Without exaggeration it took an hour to get through the drive through line. Incompetent employees who gave me a cold patty melt with the cheese definitely not melted. If I could give 0 stars I would. In a word service was pathetic","12/17/2022",0
"Whataburger","I tried the breakfast burger... not sure how a burger can be bland yet overly salty at the same time but this burger did it!

I'll just stick to the regular menu from now on.","1/4/2022",1
"Whataburger","The slowest service ever. I ordered online and it still took over 20 mins. The entire restaurant was so unclean. Not sure what the team was doing.","10/22/2022",0
"Whataburger","Lines are horrible and whoever the girl was at 7:00pm on 11/2 has a horrible attitude. Whataburger is a great chain and after reading the reviews-they should just shut this location down. Doesn't seem like the drive thru lady wants to be here, and the cooks must not because I've been in line for 30 minutes. Read the reviews before visiting!!","11/2/2022",0
"Whataburger","I'm really sad to write this. I love Whataburger and can no longer get it where I live. So on a recent trip to Texas, we popped into this location. What a disaster! The place was filthy! And the customer service was really really bad. Thankfully the food was just like I remember it, but that's not enough to get this review up.","11/28/2021",0
"Whataburger","Wish I could give it zero stars. Waited over 30 minutes for a meal that never came. When asked for update they said meal was given to someone else. They said they were remaking it now. Waited a few more minutes, still nothing. Asked again for update, said they were working on it. I said forget it, give our food to a homeless man. Out $16 and all we got was a lemonade. 
A lady came in while we were waiting saying she's been waiting over 40 minutes in parking lot for food and demanded her money back. Several people were complaining about how long it was taking for their food. On my way out I started telling people to turn around and go eat somewhere else.
This is very unacceptable. How can a restaurant run so poorly?","7/9/2021",2
"Whataburger","This place esta basura. Don't even think about it or even stop. Move on. Took me 30mins to get an order and was told we don't serve no breakfast right now. It was 2am and they were too busy I was told. Bad management, rude employees.","11/29/2021",1
"Whataburger","Oh crusty dusty cracked lip Boi told me flat out No when I asked for ketchup and was dead ass. Also waiting in line is like getting the Covid shot at fair park. If you trying to eat bring some snacks while you are in the drive thru cause you gonna come here for lunch and not eat till dinner.They be telling you why don't you just eat your sandwich cold.","3/20/2021",1
"Whataburger","This location doesn't even deserve 1 star!!!  They have the most illiterate non caring employees!!! I've only gone here because my son loves whataburger and its closest to my house. They have the worst attitudes including the management!!! Went tonight and not one dang thing was made right except my drink and it barely had ice in it...fries were cold and hard. And I don't know how it literally took each car nearly 15 minutes to get an order I was stuck in line for 45 minutes...not going back after this","1/6/2022",0
"Whataburger","I won't be back here, the owners seriously need to see what's going on at this location (secret shopper). A tall guy was at the counter and took my order. He then proceeded to wipe down tables and not help anyone else. Then he started handing out ketchup and plastic ware and didn't wash his hands. They forgot my gravy but I expected nothing less since everyone waited 20 mins for their food. I understand it's busy but when you see staff walk that slow and make it clear they could care less about their job. The employees need to find a new one if they can't do what the job requires. ((TO THE EMPLOYEES))
WHEN YOU GET FOOD FROM OTHER ESTABLISHMENTS, I hope they won't treat you how y'all made everyone feel/felt in these reviews. Ill be doing that survey on the receipt with detail concern.","8/1/2021",1
"Whataburger","I always have a problem at this location. 
They are so slow and inconsiderate. I've been waiting at the menu sign for 20 minutes now and no one has said anything. Not even a sorry we will be right with you. Atleast acknowledge your customers! Poor service here.","8/22/2021",1
"Whataburger","Third time ordering, third time my order was wrong. We good, I can't with y'all anymore. I asked for extra do they confused it with no.","8/23/2021",1
"Whataburger","Can't go hear if you're in a rush ! Always a 30 + minute wait in line and the almost always get your for wrong!!! Really miserable that we barely have a Whataburger near us and the everyone is such a crappy worker that they can't even get a simple order correct","10/16/2021",0
"Whataburger","Slowest drive thru ever. I could have a birthday waiting in that line. Four cars in front of me and the line wouldn't move for several minutes. I'm glad I have a jeep so I can skip over the curb to get out of that ridiculous line","12/3/2021",1
"Whataburger","Employees talking to one another cursing out loud and when we walked in to dine it took 30 mins to get our order and when we received it the fries weren't even fresh they were cold while the whole time employees in the kitchen stood around looking in the lobby. Dont dine it at this location it takes forever and is given to you in a to go bag even though it was ordered dine in 0 Stars if I could.","3/26/2022",0
"Whataburger","If ya wana wait 20 minutes or more for some fast food this is the place to go. Wait a waste of my time.","5/20/2021",1
"Whataburger","THIS PLACE IS SLOW AS GETS 
I'm writing this as I wait for one sandwich 
Slow slow slow slow slow slow slow slow slow slow","9/17/2021",0
"Whataburger","The worst Whatabuger ever. The management has no clue. Your better off going to Quickstop across the street for a slice of pizza or hot dog. Plus they have ices....they should close this place ASAP!","4/9/2021",3
"Whataburger","I can't even understand the person taking orders and operating the window. No wonder she can't take orders right","5/9/2021",1
"Whataburger","Everything about this place is so bad, you're better off waiting for a table at Texas Roadhouse. That's how long it takes them to do anything such as, take orders, give food, etc. 
Also, they are extremely rude, no hello, no thank you, no have a good day, nothing. 
They also don't give out any condiments or even ask if you want any. 

Anyway, it is best to stay away, trust me.","5/22/2021",1
"Whataburger","Why do everyone that work here look like they are incompetent of doing this simple job. It a fast food for a reason. They take forever for curbside and drive through. I don't recommend anyone coming here to eat. Poor management.","1/29/2022",0
"Whataburger","Impatiently taking drive-thru order... told her we have 4 people to order for... She kept asking,
DOES THAT COMPLETE YOUR ODER?! After every meal that was ordered. What was she in such a hurry for? We spent close to $30 so quit rushing the customers. It is SO RUDE to interrupt a customer who's ordering. It's like we had inconvenienced her even though it's dinner time.","2/17/2020",2
"Whataburger","Me and my friend went there last night, (Buckner, 03/15/21) and after giving our order and waiting for 25 minutes, (not kidding) in the drive-through, when we drove up to the window where you pay and collect your food, the cashier said that he had never received our order.  He never said he was sorry and he had a very nonchalant attitude about the matter. So we drove away and went to McDonalds and in under eight minutes we received our food. 
 I have been a patron of your chain for more than 45 years but after last night I will not be giving you any of my hard earned money.  P.S. for the third time the shake machine was not working...again.   Goodbye and good luck.","3/16/2021",1
"Whataburger","Do not eat here. Food was cold, which is illegal to serve for food born illness reasons. They were handling fries and money with the same gloves. Very inhospitable with junk everywhere. The drive thru must be an hour long wait, because my wait inside was 30 minutes and I saw three cars leave. Plenty of staff, but all they do is walk around in circles and take breaks.","12/13/2021",0
"Whataburger","I'm trapped in your drive thru and can't get out because you have a god damn guard rail to prevent people from leaving. If you don't have the staff you close the place, you don't keep it open and trap people in line, never coming here again. I'm also not paying for the food, i would rather drive by and go somewhere else than give you dumbasses any money.","7/17/2021",3
"Whataburger","Horrible service they take forever to take your order and not only that the employees are so lazy you can hear it in there voices that can hardly  talk and are very rude I don't know who hiring these employees but who ever is they need to be fired because they hire people that don't want to work I understand it suck to work at a fast food restaurant but at let put a little  effort .","9/13/2021",1
"Whataburger","I work near this one and it always takes 45 minutes to get a burg, the order is never right, and there's a bunch of staff yelling at each other. I drive 20 minutes to another location if I really need Whataburger. Youch.","2/10/2021",1
"Whataburger","I love some what a burger, but this location is something else. Broken intercom, rude employees and a 15 minute wait for breakfast.","11/27/2020",2
"Whataburger","The worst service she yelled at me just now if people don't want to work leave the job to people who do!!!","1/27/2021",1
"Whataburger","Their customer service is the WORST, employees are so slow and lazy you can literally hear it in their voice. Their attitude is the WORST when you ask for anything, it can be as simple as asking for extra sauce. How do you expect to work here but everything about the job bothers you. Management needs to do a better job at training their employees.","10/26/2021",0
"Whataburger","Trash customer service.  Trash management.  This was my first time EVER at a whataburger and I didn't even get a simple order of ONE burger.  A single burger took them ages and I simply ran out of time. I asked for a refund and left.  They should compensate me for the time they wasted.","7/7/2021",1
"Whataburger","Me and my boyfriend just went to this place and when we were about to order when the girl told us they were not accepting drive through orders only online orders. We saw people inside the restaurant placing orders so we decided to go inside to order and the girl told they were only accepting drive through orders. My boyfriend told her we just were in the drive through and they told us the opposite. So she told a coworker to deal with us. He said go to the app and order my boyfriend asked him then why is people placing orders inside the restauran and people eating here? So the employee had the audacity to say  So you want me to kick me out? we decided to leave. Right after we left the employee put the trash can to avoid people to come inside the restaurant or maybe us. Its not the first time we have had experience things like this at this particular place. I will never go back to any whataburger in my life. I used to work at a restaurant before and never treated people like this. If it was up to me I could give a 0 to this place.","2/24/2022",0
"Whataburger","Really good service from a tall guy with a tattoo on his arm that worked register ( don't know his name) he should definitely get a raise as soon as there was no lids for our cups he came to get us more and kept asking if we needed anything else and a really polite person 5 stars just by that alone","7/12/2021",0
"Whataburger","They clearly don't know what the hell fast food means 
They have solicitors standing there waiting to sell you crap while you're waiting in line
For super slow burgers and fries 
This place I horrible","7/27/2017",5
"Whataburger","I would really like to give them a 0 star but unfortunately it's not an option 
I ordered 2 burgers waited for bout 10 minutes then requested some spicy ketchup the answer was it's 50 cents for sauce I was like  I thought ketchup was free but whatever no worries I waited and this girl comes out saying something happen to the cooks and they lost all the orders so my order would como out later I was patient I waited I finally after 25 min I get my order and it comes with no cheese no onions no sauce I tell the manager that my burger is not right she looks at me and tells me WHAT DO YOU WANT ME TO DO WITH  I'm like well fix it make me a new one or some she's literally holding my burger touching the brea talking about let me go inside and put some cheese and sauce like wow  
I said can I get my money back she got 7 dlls because I kept the drink and fries I gave the whole order back I still got charged for sauce and ranch that I did not kept that's just ridiculous 
Poor poor service and the worst thing IT WAS THE STORE MANNAGER what can you spect from the workers if that's management","6/18/2020",1
"Whataburger","What to begin with, 45+ mins in the stupid drive thru line,cant blame the weekend because i've been here other weekends,and never like this, I got stuck in line so i had no choice but to continue in line cause if i could,i would of left long before, then a little over 5 mins to place my ordee,AND 10+ mins to recieve it. On top of all that time spent there,my order was big time wrong! Horrible service","11/15/2020",0
