productModel,reviewID,reviewStars,reviewDate,productStyle,productStorage,productColor,productSize,productChip,verified
iPad mini,1675113106-656,1,03oct2021,WiFi,64GB,Starlight,8.3,A15,0
iPad mini,1675113106-657,2,06oct2021,WiFi,256GB,Space Gray,8.3,A15,0
iPad mini,1675113106-658,1,08nov2022,WiFi,64GB,Space Gray,8.3,A15,0
iPad mini,1675113106-659,5,24sep2021,WiFi,64GB,Space Gray,8.3,A15,0
iPad mini,1675113106-660,5,03oct2021,WiFi,64GB,Starlight,8.3,A15,1
iPad mini,1675113106-661,4,05oct2021,WiFi,64GB,Space Gray,8.3,A15,1
iPad mini,1675113106-662,5,12nov2021,WiFi,256GB,Purple,8.3,A15,1
iPad mini,1675113106-663,5,19oct2021,WiFi,256GB,Space Gray,8.3,A15,1
iPad mini,1675113106-664,4,12nov2021,WiFi,256GB,Starlight,8.3,A15,1
iPad mini,1675113106-665,5,17jun2022,WiFi,64GB,Space Gray,8.3,A15,1
iPad mini,1675113106-666,5,19jan2022,WiFi,64GB,Starlight,8.3,A15,1
iPad mini,1675113106-667,5,09nov2021,WiFi,64GB,Purple,8.3,A15,1
iPad mini,1675113106-668,5,03feb2022,WiFi,256GB,Space Gray,8.3,A15,1
iPad mini,1675113106-669,5,07jan2022,WiFi,64GB,Starlight,8.3,A15,1
iPad mini,1675113106-670,1,07mar2022,WiFi,64GB,Starlight,8.3,A15,1
iPad mini,1675113106-671,5,14jul2022,WiFi + Cellular,256GB,Starlight,8.3,A15,1
iPad mini,1675113106-672,5,20nov2021,WiFi + Cellular,64GB,Space Gray,8.3,A15,1
iPad mini,1675113106-673,5,22may2022,WiFi,64GB,Space Gray,8.3,A15,1
iPad mini,1675113106-674,4,16dec2021,WiFi,64GB,Starlight,8.3,A15,1
iPad mini,1675113106-675,5,10jan2022,WiFi,64GB,Space Gray,8.3,A15,1
iPad mini,1675113106-676,5,03dec2021,WiFi,64GB,Space Gray,8.3,A15,1
iPad mini,1675113106-677,5,17may2022,WiFi,64GB,Space Gray,8.3,A15,1
iPad mini,1675113106-678,5,08mar2022,WiFi,256GB,Purple,8.3,A15,1
iPad mini,1675113106-679,5,23mar2022,WiFi,256GB,Starlight,8.3,A15,1
iPad mini,1675113106-680,5,08apr2022,WiFi,64GB,Space Gray,8.3,A15,1
iPad mini,1675113106-681,5,28oct2021,WiFi,256GB,Purple,8.3,A15,1
iPad mini,1675113106-682,5,18jan2022,WiFi,256GB,Space Gray,8.3,A15,1
iPad mini,1675113106-683,5,06jan2022,WiFi,64GB,Space Gray,8.3,A15,1
iPad mini,1675113106-684,5,28nov2021,WiFi,64GB,Starlight,8.3,A15,1
iPad mini,1675113106-685,5,02aug2022,WiFi,64GB,Space Gray,8.3,A15,1
iPad mini,1675113106-686,5,21feb2022,WiFi + Cellular,256GB,Purple,8.3,A15,1
iPad mini,1675113106-687,5,27oct2021,WiFi,256GB,Starlight,8.3,A15,1
iPad mini,1675113106-688,5,09dec2021,WiFi,256GB,Purple,8.3,A15,1
iPad mini,1675113106-689,5,31jan2022,WiFi + Cellular,256GB,Starlight,8.3,A15,1
iPad mini,1675113106-690,5,29jun2022,WiFi,256GB,Starlight,8.3,A15,1
iPad mini,1675113106-691,5,01jan2022,WiFi,64GB,Pink,8.3,A15,1
iPad mini,1675113106-692,5,20mar2022,WiFi,64GB,Starlight,8.3,A15,1
iPad mini,1675113106-693,5,09jan2022,WiFi,64GB,Starlight,8.3,A15,1
iPad mini,1675113106-694,5,15jan2022,WiFi,64GB,Starlight,8.3,A15,1
iPad mini,1675113106-695,5,09jun2022,WiFi,64GB,Space Gray,8.3,A15,1
iPad mini,1675113106-696,5,07dec2021,WiFi,64GB,Space Gray,8.3,A15,1
iPad mini,1675113106-697,5,11dec2021,WiFi,64GB,Space Gray,8.3,A15,1
iPad mini,1675113106-698,5,18jan2022,WiFi,256GB,Purple,8.3,A15,1
iPad mini,1675113106-699,5,22feb2022,WiFi,64GB,Pink,8.3,A15,1
iPad mini,1675113106-700,5,18jan2022,WiFi,256GB,Purple,8.3,A15,1
iPad mini,1675113106-701,5,10jan2022,WiFi,64GB,Starlight,8.3,A15,1
iPad mini,1675113106-702,5,17dec2021,WiFi,64GB,Space Gray,8.3,A15,1
iPad mini,1675113106-703,5,24jan2022,WiFi,256GB,Purple,8.3,A15,1
iPad mini,1675113106-704,5,30dec2021,WiFi,64GB,Starlight,8.3,A15,1
iPad mini,1675113106-705,5,20mar2022,WiFi,64GB,Space Gray,8.3,A15,1
iPad mini,1675113106-706,5,06feb2022,WiFi,64GB,Space Gray,8.3,A15,1
iPad mini,1675113106-707,5,04jan2022,WiFi,64GB,Purple,8.3,A15,1
iPad mini,1675113106-708,5,14nov2021,WiFi,64GB,Space Gray,8.3,A15,1
iPad mini,1675113106-709,5,28apr2022,WiFi,64GB,Starlight,8.3,A15,1
iPad mini,1675113106-710,4,10dec2021,WiFi + Cellular,64GB,Starlight,8.3,A15,1
iPad mini,1675113106-711,5,29mar2022,WiFi,64GB,Purple,8.3,A15,1
iPad mini,1675113106-712,5,14feb2022,WiFi,256GB,Space Gray,8.3,A15,1
iPad mini,1675113106-713,5,01jan2022,WiFi,64GB,Pink,8.3,A15,1
iPad mini,1675113106-714,5,11apr2022,WiFi,64GB,Pink,8.3,A15,1
iPad mini,1675113106-715,5,27apr2022,WiFi,64GB,Space Gray,8.3,A15,1
iPad mini,1675113106-716,5,12jan2022,WiFi,64GB,Starlight,8.3,A15,1
iPad mini,1675113106-717,5,30dec2021,WiFi,64GB,Purple,8.3,A15,1
iPad mini,1675113106-718,5,12oct2021,WiFi,64GB,Purple,8.3,A15,1
iPad mini,1675113106-719,5,30jun2022,WiFi,256GB,Space Gray,8.3,A15,1
iPad mini,1675113106-720,5,04feb2022,WiFi,64GB,Pink,8.3,A15,1
iPad mini,1675113106-721,5,10mar2022,WiFi,64GB,Purple,8.3,A15,1
iPad mini,1675113106-722,5,04jan2023,WiFi,64GB,Purple,8.3,A15,1
iPad mini,1675113106-723,5,08dec2022,WiFi,64GB,Pink,8.3,A15,1
iPad mini,1675113106-724,5,20aug2022,WiFi,64GB,Space Gray,8.3,A15,1
iPad mini,1675113106-725,5,09dec2022,WiFi,64GB,Starlight,8.3,A15,1
iPad mini,1675113106-726,5,11sep2022,WiFi,64GB,Purple,8.3,A15,1
iPad mini,1675113106-727,5,28sep2022,WiFi,64GB,Purple,8.3,A15,1
iPad mini,1675113106-728,5,26jul2022,WiFi,256GB,Pink,8.3,A15,1
iPad mini,1675113106-729,5,08dec2021,WiFi,64GB,Purple,8.3,A15,1
iPad mini,1675113106-730,3,18apr2022,WiFi,64GB,Space Gray,8.3,A15,1
iPad mini,1675113106-731,5,02feb2022,WiFi,256GB,Space Gray,8.3,A15,1
iPad mini,1675113106-732,5,14sep2022,WiFi,64GB,Starlight,8.3,A15,1
iPad mini,1675113106-733,5,17nov2021,WiFi,64GB,Purple,8.3,A15,1
iPad mini,1675113106-734,5,23jun2022,WiFi,256GB,Space Gray,8.3,A15,1
iPad mini,1675113106-735,5,17feb2022,WiFi,64GB,Starlight,8.3,A15,1
iPad mini,1675113106-736,5,27feb2022,WiFi,256GB,Pink,8.3,A15,1
iPad mini,1675113106-737,5,23jan2022,WiFi,64GB,Space Gray,8.3,A15,1
iPad mini,1675113106-738,5,12dec2021,WiFi,64GB,Space Gray,8.3,A15,1
iPad mini,1675113106-739,5,06nov2021,WiFi,64GB,Starlight,8.3,A15,1
iPad mini,1675113106-740,5,25sep2022,WiFi,256GB,Starlight,8.3,A15,1
iPad mini,1675113106-741,2,05oct2021,WiFi,64GB,Pink,8.3,A15,0
iPad mini,1675113106-742,5,10mar2022,WiFi,256GB,Starlight,8.3,A15,1
iPad mini,1675113106-743,5,23feb2022,WiFi,64GB,Purple,8.3,A15,1
iPad mini,1675113106-744,3,19feb2022,WiFi,64GB,Starlight,8.3,A15,1
iPad mini,1675113106-745,5,22sep2022,WiFi,64GB,Purple,8.3,A15,1
iPad mini,1675113106-746,5,04dec2021,WiFi,64GB,Space Gray,8.3,A15,1
iPad mini,1675113106-747,5,29oct2021,WiFi + Cellular,64GB,Starlight,8.3,A15,1
iPad mini,1675113106-748,5,02feb2022,WiFi,64GB,Starlight,8.3,A15,1
iPad mini,1675113106-749,5,18jan2022,WiFi,64GB,Space Gray,8.3,A15,1
iPad mini,1675113106-750,4,24dec2022,WiFi,64GB,Space Gray,8.3,A15,1
iPad mini,1675113106-751,5,10sep2022,WiFi + Cellular,256GB,Starlight,8.3,A15,1
iPad mini,1675113106-752,5,11nov2022,WiFi,64GB,Purple,8.3,A15,1
iPad mini,1675113106-753,5,01dec2021,WiFi,64GB,Space Gray,8.3,A15,1
iPad mini,1675113106-754,5,06nov2022,WiFi,64GB,Space Gray,8.3,A15,1
iPad mini,1675113106-755,5,16nov2021,WiFi,64GB,Starlight,8.3,A15,1
iPad mini,1675113106-756,5,08sep2022,WiFi + Cellular,256GB,Space Gray,8.3,A15,1
iPad mini,1675113106-757,5,17nov2021,WiFi,256GB,Space Gray,8.3,A15,1
iPad mini,1675113106-758,5,31mar2022,WiFi,64GB,Starlight,8.3,A15,1
iPad mini,1675113106-759,5,10nov2022,WiFi,64GB,Starlight,8.3,A15,1
iPad mini,1675113106-760,5,14nov2022,WiFi,64GB,Space Gray,8.3,A15,1
iPad mini,1675113106-761,5,27oct2022,WiFi,256GB,Purple,8.3,A15,1
iPad mini,1675113106-762,5,04aug2022,WiFi,64GB,Purple,8.3,A15,1
iPad mini,1675113106-763,5,03jan2023,WiFi,64GB,Purple,8.3,A15,1
iPad mini,1675113106-764,5,28feb2022,WiFi,64GB,Space Gray,8.3,A15,1
iPad mini,1675113106-765,5,23jun2022,WiFi,64GB,Purple,8.3,A15,1
iPad mini,1675113106-766,5,08jun2022,WiFi,64GB,Starlight,8.3,A15,1
iPad mini,1675113106-767,5,16jan2023,WiFi,64GB,Space Gray,8.3,A15,1
iPad mini,1675113106-768,5,13may2022,WiFi,256GB,Starlight,8.3,A15,1
iPad mini,1675113106-769,5,26feb2022,WiFi,64GB,Starlight,8.3,A15,1
iPad mini,1675113106-770,5,27oct2022,WiFi + Cellular,256GB,Starlight,8.3,A15,1
iPad mini,1675113106-771,5,04jan2022,WiFi,64GB,Space Gray,8.3,A15,1
iPad mini,1675113106-772,5,27sep2021,WiFi,256GB,Purple,8.3,A15,1
iPad mini,1675113106-773,5,24jun2022,WiFi,64GB,Starlight,8.3,A15,1
iPad mini,1675113106-774,5,17sep2022,WiFi,64GB,Space Gray,8.3,A15,1
iPad mini,1675113106-775,5,11oct2021,WiFi,64GB,Starlight,8.3,A15,1
iPad mini,1675113106-776,5,05nov2022,WiFi,64GB,Starlight,8.3,A15,1
iPad mini,1675113106-777,5,25oct2022,WiFi,64GB,Space Gray,8.3,A15,1
iPad mini,1675113106-778,5,28dec2021,WiFi,256GB,Purple,8.3,A15,1
iPad mini,1675113106-779,5,15oct2022,WiFi,64GB,Purple,8.3,A15,1
iPad mini,1675113106-780,2,26sep2021,WiFi,64GB,Space Gray,8.3,A15,0
iPad mini,1675113106-781,5,22apr2022,WiFi,64GB,Starlight,8.3,A15,1
iPad mini,1675113106-782,5,23apr2022,WiFi,64GB,Starlight,8.3,A15,1
iPad mini,1675113106-783,5,08apr2022,WiFi,64GB,Starlight,8.3,A15,1
iPad mini,1675113106-784,5,26apr2022,WiFi,64GB,Space Gray,8.3,A15,1
iPad mini,1675113106-785,5,05jun2022,WiFi,64GB,Pink,8.3,A15,1
iPad mini,1675113106-786,5,12may2022,WiFi,64GB,Purple,8.3,A15,1
iPad mini,1675113106-787,5,23feb2022,WiFi,64GB,Space Gray,8.3,A15,1
iPad mini,1675113106-788,5,05apr2022,WiFi,64GB,Space Gray,8.3,A15,1
iPad mini,1675113106-789,5,25mar2022,WiFi,64GB,Starlight,8.3,A15,1
iPad mini,1675113106-790,5,21may2022,WiFi,64GB,Space Gray,8.3,A15,1
iPad mini,1675113106-791,5,25mar2022,WiFi,64GB,Space Gray,8.3,A15,1
iPad mini,1675113106-792,5,16mar2022,WiFi,64GB,Starlight,8.3,A15,1
iPad mini,1675113106-793,5,03may2022,WiFi,64GB,Space Gray,8.3,A15,1
iPad mini,1675113106-794,5,06apr2022,WiFi,256GB,Pink,8.3,A15,1
iPad mini,1675113106-795,5,06feb2022,WiFi,64GB,Space Gray,8.3,A15,1
iPad mini,1675113106-796,5,24mar2022,WiFi,64GB,Starlight,8.3,A15,1
iPad mini,1675113106-797,5,28mar2022,WiFi,64GB,Space Gray,8.3,A15,1
iPad mini,1675113106-798,4,02mar2022,WiFi,64GB,Space Gray,8.3,A15,1
iPad mini,1675113106-799,5,03apr2022,WiFi,256GB,Space Gray,8.3,A15,1
iPad mini,1675113106-800,5,20mar2022,WiFi,64GB,Starlight,8.3,A15,1
iPad mini,1675113106-801,5,24feb2022,WiFi,256GB,Space Gray,8.3,A15,1
iPad mini,1675113106-802,5,08apr2022,WiFi,64GB,Purple,8.3,A15,1
iPad mini,1675113106-803,5,13feb2022,WiFi,64GB,Pink,8.3,A15,1
iPad mini,1675113106-804,5,20mar2022,WiFi,64GB,Starlight,8.3,A15,1
iPad mini,1675113106-805,4,12jan2022,WiFi,64GB,Pink,8.3,A15,1
iPad mini,1675113106-806,5,21mar2022,WiFi,64GB,Starlight,8.3,A15,1
iPad mini,1675113106-807,5,12mar2022,WiFi,64GB,Space Gray,8.3,A15,1
iPad mini,1675113106-808,5,08apr2022,WiFi,64GB,Space Gray,8.3,A15,1
iPad mini,1675113106-809,5,27jan2022,WiFi,64GB,Space Gray,8.3,A15,1
iPad mini,1675113106-810,5,25nov2021,WiFi,256GB,Pink,8.3,A15,1
iPad mini,1675113106-811,5,15feb2022,WiFi,64GB,Starlight,8.3,A15,1
iPad mini,1675113106-812,4,26jan2022,WiFi,64GB,Space Gray,8.3,A15,1
iPad mini,1675113106-813,5,01apr2022,WiFi,64GB,Space Gray,8.3,A15,1
iPad mini,1675113106-814,5,24feb2022,WiFi,256GB,Starlight,8.3,A15,1
iPad mini,1675113106-815,5,17jan2022,WiFi,64GB,Pink,8.3,A15,1
iPad mini,1675113106-816,5,02mar2022,WiFi,64GB,Space Gray,8.3,A15,1
iPad mini,1675113106-817,5,22feb2022,WiFi,64GB,Space Gray,8.3,A15,1
iPad mini,1675113106-818,5,11mar2022,WiFi,64GB,Space Gray,8.3,A15,1
iPad mini,1675113106-819,5,30jan2022,WiFi,64GB,Starlight,8.3,A15,1
iPad mini,1675113106-820,5,02feb2022,WiFi,64GB,Space Gray,8.3,A15,1
iPad mini,1675113106-821,5,04feb2022,WiFi,64GB,Space Gray,8.3,A15,1
iPad mini,1675113106-822,5,07jan2022,WiFi,64GB,Starlight,8.3,A15,1
iPad mini,1675113106-823,5,02dec2021,WiFi,64GB,Space Gray,8.3,A15,1
iPad mini,1675113106-824,5,25nov2021,WiFi,64GB,Starlight,8.3,A15,1
iPad mini,1675113106-825,5,11jan2022,WiFi,256GB,Purple,8.3,A15,1
iPad mini,1675113106-826,5,02jan2022,WiFi,64GB,Starlight,8.3,A15,1
iPad mini,1675113106-827,5,11jan2022,WiFi,64GB,Space Gray,8.3,A15,1
iPad mini,1675113106-828,5,24nov2021,WiFi,64GB,Space Gray,8.3,A15,1
iPad mini,1675113106-829,5,13dec2021,WiFi,64GB,Space Gray,8.3,A15,1
iPad mini,1675113106-830,5,14dec2021,WiFi,256GB,Space Gray,8.3,A15,1
iPad mini,1675113106-831,1,18sep2022,WiFi,64GB,Space Gray,8.3,A15,1
iPad mini,1675113106-832,1,12mar2022,WiFi,64GB,Space Gray,8.3,A15,1
iPad air,1675113363-833,5,19jan2023,WiFi,256GB,Blue,11,M1,1
iPad air,1675113363-834,5,27jan2023,WiFi,64GB,Space Gray,11,M1,1
iPad air,1675113363-835,5,05dec2022,WiFi + Cellular,64GB,Blue,11,M1,1
iPad air,1675113363-836,4,01jan2023,WiFi,64GB,Blue,11,M1,1
iPad air,1675113363-837,5,14nov2022,WiFi,64GB,Space Gray,11,M1,1
iPad air,1675113363-838,5,02jan2023,WiFi,64GB,Pink,11,M1,1
iPad air,1675113363-839,5,08jan2023,WiFi,256GB,Space Gray,11,M1,1
iPad air,1675113363-840,5,24jan2023,WiFi,64GB,Space Gray,11,M1,1
iPad air,1675113363-841,5,02jan2023,WiFi,256GB,Space Gray,11,M1,1
iPad air,1675113363-842,5,27jan2023,WiFi,256GB,Space Gray,11,M1,1
iPad air,1675113363-843,5,26jan2023,WiFi,256GB,Blue,11,M1,1
iPad air,1675113363-844,5,02jan2023,WiFi,64GB,Blue,11,M1,1
iPad air,1675113363-845,5,24jan2023,WiFi,64GB,Blue,11,M1,1
iPad air,1675113363-846,5,16jan2023,WiFi,64GB,Purple,11,M1,1
iPad air,1675113363-847,5,09jan2023,WiFi,64GB,Blue,11,M1,1
iPad air,1675113363-848,5,08jan2023,WiFi,64GB,Pink,11,M1,1
iPad air,1675113363-849,5,02jan2023,WiFi,256GB,Purple,11,M1,1
iPad air,1675113363-850,5,14jan2023,WiFi,256GB,Purple,11,M1,1
iPad air,1675113363-851,5,11jan2023,WiFi,256GB,Purple,11,M1,1
iPad air,1675113363-852,5,05jan2023,WiFi,64GB,Space Gray,11,M1,1
iPad air,1675113363-853,5,05jan2023,WiFi,256GB,Starlight,11,M1,1
iPad air,1675113363-854,5,19dec2022,WiFi,64GB,Space Gray,11,M1,1
iPad air,1675113363-855,5,07jan2023,WiFi,256GB,Space Gray,11,M1,1
iPad air,1675113363-856,5,28dec2022,WiFi,256GB,Purple,11,M1,1
iPad air,1675113363-857,5,01jan2023,WiFi,64GB,Purple,11,M1,1
iPad air,1675113363-858,4,17dec2022,WiFi,256GB,Blue,11,M1,1
iPad air,1675113363-859,5,19jan2023,WiFi,256GB,Space Gray,11,M1,1
iPad air,1675113363-860,5,27dec2022,WiFi,64GB,Blue,11,M1,1
iPad air,1675113363-861,5,24jan2023,WiFi,256GB,Pink,11,M1,1
iPad air,1675113363-862,5,23dec2022,WiFi,64GB,Space Gray,11,M1,1
iPad air,1675113363-863,5,03jan2023,WiFi,64GB,Blue,11,M1,1
iPad air,1675113363-864,5,28may2022,WiFi,256GB,Space Gray,11,M1,1
iPad air,1675113363-865,5,06jan2023,WiFi,256GB,Blue,11,M1,1
iPad air,1675113363-866,5,08jan2023,WiFi,256GB,Space Gray,11,M1,1
iPad air,1675113363-867,4,12jan2023,WiFi,64GB,Blue,11,M1,1
iPad air,1675113363-868,5,16jan2023,WiFi,256GB,Pink,11,M1,1
iPad air,1675113363-869,5,19jan2023,WiFi,64GB,Purple,11,M1,1
iPad air,1675113363-870,4,20dec2022,WiFi,256GB,Blue,11,M1,1
iPad air,1675113363-871,5,26dec2022,WiFi,64GB,Blue,11,M1,1
iPad air,1675113363-872,5,06jan2023,WiFi,256GB,Purple,11,M1,1
iPad air,1675113363-873,5,13jan2023,WiFi,64GB,Space Gray,11,M1,1
iPad air,1675113363-874,5,09jan2023,WiFi,64GB,Purple,11,M1,1
iPad air,1675113363-875,5,08jan2023,WiFi,64GB,Blue,11,M1,1
iPad air,1675113363-876,5,02jan2023,WiFi,64GB,Purple,11,M1,1
iPad air,1675113363-877,5,04jan2023,WiFi,64GB,Blue,11,M1,1
iPad air,1675113363-878,5,06jan2023,WiFi,64GB,Space Gray,11,M1,1
iPad air,1675113363-879,5,09jan2023,WiFi,256GB,Pink,11,M1,1
iPad air,1675113363-880,4,28dec2022,WiFi + Cellular,256GB,Blue,11,M1,1
iPad air,1675113363-881,5,31dec2022,WiFi,256GB,Space Gray,11,M1,1
iPad air,1675113363-882,4,17jan2023,WiFi,64GB,Space Gray,11,M1,1
iPad air,1675113363-883,4,04jan2023,WiFi,256GB,Purple,11,M1,1
iPad air,1675113363-884,4,27dec2022,WiFi,256GB,Space Gray,11,M1,1
iPad air,1675113363-885,5,01jan2023,WiFi,64GB,Purple,11,M1,1
iPad air,1675113363-886,5,06jan2023,WiFi,256GB,Purple,11,M1,1
iPad air,1675113363-887,4,26dec2022,WiFi,256GB,Starlight,11,M1,1
iPad air,1675113363-888,5,28dec2022,WiFi,64GB,Pink,11,M1,1
iPad air,1675113363-889,5,27dec2022,WiFi,256GB,Pink,11,M1,1
iPad air,1675113363-890,5,25dec2022,WiFi,64GB,Purple,11,M1,1
iPad air,1675113363-891,5,23dec2022,WiFi,64GB,Space Gray,11,M1,1
iPad air,1675113363-892,5,21dec2022,WiFi,256GB,Space Gray,11,M1,1
iPad air,1675113363-893,5,21dec2022,WiFi,64GB,Blue,11,M1,1
iPad air,1675113363-894,5,27dec2022,WiFi,256GB,Purple,11,M1,1
iPad air,1675113363-895,5,19dec2022,WiFi,64GB,Blue,11,M1,1
iPad air,1675113363-896,5,25dec2022,WiFi,256GB,Purple,11,M1,1
iPad air,1675113363-897,5,16dec2022,WiFi,64GB,Purple,11,M1,1
iPad air,1675113363-898,5,22dec2022,WiFi,256GB,Blue,11,M1,1
iPad air,1675113363-899,4,11dec2022,WiFi + Cellular,64GB,Starlight,11,M1,1
iPad air,1675113363-900,4,21nov2022,WiFi,64GB,Pink,11,M1,1
iPad air,1675113363-901,5,31dec2022,WiFi,64GB,Starlight,11,M1,1
iPad air,1675113363-902,5,21dec2022,WiFi,64GB,Blue,11,M1,1
iPad air,1675113363-903,5,27dec2022,WiFi,64GB,Blue,11,M1,1
iPad air,1675113363-904,5,08dec2022,WiFi,256GB,Blue,11,M1,1
iPad air,1675113363-905,5,19dec2022,WiFi,64GB,Purple,11,M1,1
iPad air,1675113363-906,5,05jun2022,WiFi,256GB,Space Gray,11,M1,1
iPad air,1675113363-907,5,12nov2022,WiFi,64GB,Blue,11,M1,1
iPad air,1675113363-908,5,25dec2022,WiFi,64GB,Space Gray,11,M1,1
iPad air,1675113363-909,5,21dec2022,WiFi,64GB,Blue,11,M1,1
iPad air,1675113363-910,5,03nov2022,WiFi,64GB,Space Gray,11,M1,1
iPad air,1675113363-911,5,13dec2022,WiFi,64GB,Blue,11,M1,1
iPad air,1675113363-912,5,30nov2022,WiFi,64GB,Blue,11,M1,1
iPad air,1675113363-913,4,13oct2022,WiFi,256GB,Purple,11,M1,1
iPad air,1675113363-914,4,30nov2022,WiFi,64GB,Starlight,11,M1,1
iPad air,1675113363-915,5,15dec2022,WiFi,64GB,Blue,11,M1,1
iPad air,1675113363-916,3,07jan2023,WiFi,64GB,Purple,11,M1,1
iPad air,1675113363-917,5,02dec2022,WiFi,64GB,Blue,11,M1,1
iPad air,1675113363-918,5,09dec2022,WiFi,256GB,Space Gray,11,M1,1
iPad air,1675113363-919,5,23nov2022,WiFi,64GB,Purple,11,M1,1
iPad air,1675113363-920,4,20oct2022,WiFi,64GB,Space Gray,11,M1,1
iPad air,1675113363-921,4,29sep2022,WiFi,64GB,Blue,11,M1,1
iPad air,1675113363-922,5,01dec2022,WiFi + Cellular,64GB,Blue,11,M1,1
iPad air,1675113363-923,5,03dec2022,WiFi,64GB,Purple,11,M1,1
iPad air,1675113363-924,5,01dec2022,WiFi,64GB,Starlight,11,M1,1
iPad air,1675113363-925,5,18nov2022,WiFi,64GB,Purple,11,M1,1
iPad air,1675113363-926,5,02dec2022,WiFi,64GB,Starlight,11,M1,1
iPad air,1675113363-927,5,02dec2022,WiFi,64GB,Space Gray,11,M1,1
iPad air,1675113363-928,5,05dec2022,WiFi,256GB,Blue,11,M1,1
iPad air,1675113363-929,5,24nov2022,WiFi,256GB,Blue,11,M1,1
iPad air,1675113363-930,5,23nov2022,WiFi,64GB,Pink,11,M1,1
iPad air,1675113363-931,5,02dec2022,WiFi,64GB,Space Gray,11,M1,1
iPad air,1675113363-932,5,25nov2022,WiFi,64GB,Blue,11,M1,1
iPad air,1675113363-933,5,17jun2022,WiFi,64GB,Purple,11,M1,1
iPad air,1675113363-934,5,08nov2022,WiFi,256GB,Purple,11,M1,1
iPad air,1675113363-935,5,04dec2022,WiFi,64GB,Pink,11,M1,1
iPad air,1675113363-936,5,23nov2022,WiFi,64GB,Blue,11,M1,1
iPad air,1675113363-937,5,07oct2022,WiFi,64GB,Space Gray,11,M1,1
iPad air,1675113363-938,5,09sep2022,WiFi,256GB,Blue,11,M1,1
iPad air,1675113363-939,5,29sep2022,WiFi,256GB,Pink,11,M1,1
iPad air,1675113363-940,5,22nov2022,WiFi,256GB,Space Gray,11,M1,1
iPad air,1675113363-941,4,14sep2022,WiFi,64GB,Space Gray,11,M1,1
iPad air,1675113363-942,5,12nov2022,WiFi,64GB,Blue,11,M1,1
iPad air,1675113363-943,4,04nov2022,WiFi,256GB,Purple,11,M1,1
iPad air,1675113363-944,5,01jul2022,WiFi,64GB,Blue,11,M1,1
iPad air,1675113363-945,5,08nov2022,WiFi,64GB,Space Gray,11,M1,1
iPad air,1675113363-946,5,31oct2022,WiFi,64GB,Space Gray,11,M1,1
iPad air,1675113363-947,5,12nov2022,WiFi,256GB,Pink,11,M1,1
iPad air,1675113363-948,5,22nov2022,WiFi,256GB,Blue,11,M1,1
iPad air,1675113363-949,5,22nov2022,WiFi,64GB,Blue,11,M1,1
iPad air,1675113363-950,5,29sep2022,WiFi,256GB,Pink,11,M1,1
iPad air,1675113363-951,5,11nov2022,WiFi,64GB,Blue,11,M1,1
iPad air,1675113363-952,4,07sep2022,WiFi,256GB,Blue,11,M1,1
iPad air,1675113363-953,5,19nov2022,WiFi,256GB,Space Gray,11,M1,1
iPad air,1675113363-954,5,11nov2022,WiFi,256GB,Space Gray,11,M1,1
iPad air,1675113363-955,5,17nov2022,WiFi,64GB,Space Gray,11,M1,1
iPad air,1675113363-956,5,03nov2022,WiFi,64GB,Blue,11,M1,1
iPad air,1675113363-957,5,16nov2022,WiFi,256GB,Purple,11,M1,1
iPad air,1675113363-958,5,08nov2022,WiFi,64GB,Purple,11,M1,1
iPad air,1675113363-959,3,14jan2023,WiFi,256GB,Space Gray,11,M1,1
iPad air,1675113363-960,5,19nov2022,WiFi,64GB,Starlight,11,M1,1
iPad air,1675113363-961,5,08nov2022,WiFi + Cellular,64GB,Starlight,11,M1,1
iPad air,1675113363-962,4,03sep2022,WiFi,256GB,Space Gray,11,M1,1
iPad air,1675113363-963,5,31oct2022,WiFi,256GB,Pink,11,M1,1
iPad air,1675113363-964,5,11nov2022,WiFi + Cellular,256GB,Purple,11,M1,1
iPad air,1675113363-965,5,07nov2022,WiFi,256GB,Blue,11,M1,1
iPad air,1675113363-966,5,28sep2022,WiFi,64GB,Blue,11,M1,1
iPad air,1675113363-967,3,12jan2023,WiFi,64GB,Space Gray,11,M1,1
iPad air,1675113363-968,5,08nov2022,WiFi,64GB,Blue,11,M1,1
iPad air,1675113363-969,5,23sep2022,WiFi,64GB,Pink,11,M1,1
iPad air,1675113363-970,5,25oct2022,WiFi,64GB,Purple,11,M1,1
iPad air,1675113363-971,5,29sep2022,WiFi,256GB,Blue,11,M1,1
iPad air,1675113363-972,3,07jan2023,WiFi,256GB,Blue,11,M1,1
iPad air,1675113363-973,3,26dec2022,WiFi,64GB,Purple,11,M1,1
iPad air,1675113363-974,5,20oct2022,WiFi,64GB,Pink,11,M1,1
iPad air,1675113363-975,3,18dec2022,WiFi + Cellular,64GB,Blue,11,M1,1
iPad air,1675113363-976,4,13oct2022,WiFi,256GB,Space Gray,11,M1,1
iPad air,1675113363-977,5,05nov2022,WiFi,64GB,Blue,11,M1,1
iPad air,1675113363-978,5,15oct2022,WiFi,64GB,Blue,11,M1,1
iPad air,1675113363-979,5,27oct2022,WiFi,64GB,Purple,11,M1,1
iPad air,1675113363-980,5,31oct2022,WiFi,64GB,Space Gray,11,M1,1
iPad air,1675113363-981,5,04nov2022,WiFi,64GB,Blue,11,M1,1
