customerid,creditscore,geography,gender,age,tenure,balance,numofproducts,hascreditcard,isactivemember,estimatedsalary,churn
3631479,875,Luxembourg,Female,43,0,0,2,0,1,85782.703,0
3744881,642,Netherlands,Male,59,8,91415.758,1,0,0,28183.77,1
3629136,710,Luxembourg,Female,31,2,36566.961,1,1,0,104009.9,1
3614632,680,Luxembourg,Female,31,3,141751.81,1,0,1,61672.031,0
3613014,648,Luxembourg,Female,39,1,141789.16,1,1,0,92496.688,0
3727297,711,Netherlands,Female,36,3,129118.5,2,0,0,139954.84,0
3742769,767,Belgium,Female,44,2,161887.81,2,1,0,85410.852,0
3733566,633,Belgium,Male,32,1,0,1,1,1,102597.92,0
3592381,759,Belgium,Female,47,1,115414.19,3,0,0,192162.91,1
3608044,780,Netherlands,Female,36,8,103914.17,1,1,1,110521.66,1
3614013,757,Belgium,Male,53,6,0,2,0,1,98172.813,0
3748471,822,Belgium,Female,37,9,0,2,0,0,23057.65,0
3603126,558,Belgium,Male,27,1,77805.656,1,1,1,2230.3,0
3749477,739,Belgium,Male,39,2,109724.38,1,1,1,180093.38,0
3749317,878,Belgium,Male,38,6,128289.7,3,1,0,9850.2002,1
3806201,705,Belgium,Male,37,9,0,2,1,0,18708.051,0
3730192,769,Belgium,Female,43,8,0,2,0,0,168216.48,1
3599009,718,Belgium,Male,40,1,0,2,1,0,14299.43,1
3763604,806,Belgium,Male,41,4,0,2,1,1,25281.199,0
3760623,653,Belgium,Female,40,1,0,2,1,0,123293.75,0
3702599,706,Belgium,Female,29,3,86616.352,1,0,0,92070.82,1
3684259,537,Luxembourg,Female,31,6,0,1,1,0,146452.09,1
3709249,662,Netherlands,Female,35,1,121952.75,2,1,1,143049.8,0
3689877,635,Luxembourg,Male,30,8,124857.69,2,0,0,50852.359,0
3697068,612,Luxembourg,Male,27,4,153325.09,1,1,1,200288.13,0
3795679,822,Luxembourg,Male,35,8,106365.29,1,1,1,148909.94,0
3620355,602,Luxembourg,Male,37,4,101470.29,1,0,1,89126.102,0
3794714,752,Belgium,Male,41,7,113980.21,1,1,1,117194.55,0
3678742,660,Netherlands,Female,32,6,130935.56,1,1,0,9476.9502,1
3780230,788,Belgium,Male,37,3,122689.51,2,0,0,107407.83,1
3578838,597,Belgium,Female,46,10,0,2,0,0,109210.21,0
3689986,666,Belgium,Male,33,7,0,1,1,1,58612.07,1
3637777,739,Netherlands,Female,36,2,127160.78,2,1,0,78773.32,0
3628072,654,Netherlands,Male,35,8,149995.72,2,1,0,42516.18,0
3606195,636,Netherlands,Female,44,1,152086.16,1,0,1,44840.199,1
3741663,878,Belgium,Female,38,9,153166.17,1,1,1,93737.227,0
3718079,765,Netherlands,Male,67,1,123276.69,2,1,1,87094.609,1
3705096,709,Netherlands,Male,29,0,172693.55,1,0,0,141840.33,0
3597960,825,Netherlands,Female,39,3,160761.41,1,1,1,24324.551,0
3745937,613,Belgium,Male,33,2,139451.67,1,0,0,63234.27,0
3666450,782,Belgium,Female,19,3,0,2,1,1,124703.9,0
3732765,738,Belgium,Male,19,6,0,2,1,1,151688.58,0
3588259,761,Belgium,Male,35,4,0,1,1,0,9346.7305,0
3714997,581,Luxembourg,Male,27,5,126815.97,2,0,1,119280.15,0
3598879,521,Netherlands,Female,46,8,102785.16,1,1,1,71036.469,0
3749163,581,Belgium,Female,34,8,0,2,0,1,145939.25,0
3662682,799,Netherlands,Male,58,1,110597.76,1,0,1,160703.86,1
3634299,505,Belgium,Male,60,1,140614.16,1,0,1,174919.73,0
3652498,591,Belgium,Male,39,6,0,2,1,1,86976.891,0
3613269,595,Netherlands,Male,31,2,90547.477,2,1,1,19039.381,0
3652835,636,Belgium,Male,77,1,0,1,0,1,18911.48,0
3770222,548,Netherlands,Male,40,7,95710.109,2,1,0,49371.551,0
3594147,889,Belgium,Male,49,5,122486.47,1,0,1,59799.629,0
3759364,636,Belgium,Male,74,10,0,2,1,1,53956.43,0
3598746,552,Luxembourg,Female,24,5,172231.94,1,0,1,155581.05,0
3598780,658,Netherlands,Female,53,5,98268.844,1,0,1,45275.039,1
3699844,647,Belgium,Male,41,4,103544.88,2,1,0,194141.3,0
3799277,835,Luxembourg,Male,33,9,0,1,1,1,124419.77,0
3696153,762,Netherlands,Male,37,6,125489.4,1,1,0,118635.39,0
3757846,605,Belgium,Male,50,2,148942,1,1,1,117713.64,0
3707017,847,Belgium,Female,28,4,0,2,0,1,123533.3,0
3712736,582,Belgium,Male,44,3,0,2,1,1,34836.422,0
3758737,603,Netherlands,Male,35,7,127801.88,1,0,1,84476.867,0
3646172,828,Netherlands,Female,28,3,62717.84,2,1,1,13886.5,0
3799708,843,Belgium,Male,32,2,0,2,1,0,194188.16,1
3604798,622,Belgium,Male,38,9,140278.98,3,1,1,171597.13,1
3719404,710,Belgium,Male,50,9,0,2,0,0,37240.18,0
3569939,774,Belgium,Female,34,3,132352.69,1,1,0,81056.992,0
3750983,778,Luxembourg,Female,50,0,158633.61,1,1,0,194421.69,0
3742991,668,Belgium,Male,37,6,117271.8,2,1,0,104702.61,1
3791077,743,Belgium,Male,40,5,169742.64,1,1,1,154068.59,1
3760225,909,Belgium,Male,40,6,124788.18,1,1,0,65910.031,0
3693550,554,Belgium,Male,37,2,0,2,1,1,127047.43,0
3694399,596,Belgium,Female,31,4,158978.8,1,1,0,12675.6,0
3586223,623,Belgium,Male,28,4,0,2,1,1,177657.39,0
3647272,688,Belgium,Female,40,9,95624.359,2,1,1,61307.23,0
3766447,724,Belgium,Male,38,10,89416.992,1,0,0,145023.45,0
3700098,696,Netherlands,Female,44,4,131593.84,1,0,1,171768.75,1
3751937,687,Netherlands,Male,36,5,72373.617,2,1,0,37144.43,0
3669060,816,Belgium,Male,43,9,157960.48,2,0,0,136999.98,0
3714982,798,Luxembourg,Female,31,4,144637.86,2,1,0,41165.16,0
3777705,856,Belgium,Female,33,3,0,1,1,1,144777.69,1
3663236,722,Luxembourg,Male,36,0,89772.297,1,1,0,177763.89,1
3776737,849,Netherlands,Female,48,3,102290.56,2,1,0,183074.44,0
3745625,633,Belgium,Male,30,3,132005.77,1,1,0,143174.86,0
3790428,669,Belgium,Female,48,4,0,1,0,0,18491.961,1
3745253,701,Netherlands,Male,62,4,108716.59,2,1,1,74802.383,0
3715883,780,Luxembourg,Female,41,8,0,1,1,0,192190.27,1
3690737,586,Luxembourg,Male,28,7,0,1,1,1,11189.8,0
3791333,613,Belgium,Male,28,5,137222.77,1,0,0,39950.91,0
3696840,797,Luxembourg,Male,35,8,127290.61,1,1,0,16450.199,0
3582317,546,Belgium,Male,47,6,121797.09,1,0,1,5859.6699,1
3774680,764,Belgium,Female,35,3,99587.43,1,1,1,1893.05,1
3767212,668,Belgium,Male,40,2,99886.422,2,1,1,88972.367,0
3631279,734,Belgium,Male,51,8,79563.359,2,1,1,172854.7,0
3700448,712,Belgium,Male,34,3,0,2,0,0,56135.73,0
3725609,744,Belgium,Male,25,0,97544.289,1,0,1,60228.762,0
3612148,701,Belgium,Female,31,5,40915.551,1,1,0,126245.07,1
3808558,666,Luxembourg,Female,42,6,0,1,1,1,91132.992,0
3782600,587,Netherlands,Male,26,6,114450.32,1,1,1,14682.39,0
3605329,514,Luxembourg,Female,38,6,0,2,1,0,173709.02,0
3575290,905,Belgium,Female,41,7,0,2,1,0,171543.56,0
3747555,601,Netherlands,Female,58,8,118723.11,1,0,0,6873.71,1
3616934,526,Netherlands,Female,38,9,61482.469,1,1,1,168315.41,0
3630349,699,Belgium,Male,33,2,163139.27,1,1,1,7129.3901,0
3779294,661,Belgium,Male,64,0,81564.102,2,0,1,36687.328,0
3812445,715,Belgium,Male,34,8,133936.05,2,1,0,92108.273,0
3718040,739,Netherlands,Female,47,1,104887.43,1,0,0,87380.906,1
3694439,663,Luxembourg,Female,59,2,0,2,1,1,171682.16,0
3709718,558,Belgium,Female,33,2,208165.53,1,0,0,50869.012,1
3713710,591,Luxembourg,Female,45,8,109044.3,1,0,1,115964.54,0
3711266,530,Belgium,Female,32,7,0,2,1,1,44799.121,0
3762992,685,Belgium,Male,34,7,0,2,0,1,100539.59,0
3610141,764,Belgium,Female,37,10,0,2,1,1,14149.38,1
3644998,660,Netherlands,Female,54,2,152508.98,1,1,0,188354.02,1
3721090,741,Luxembourg,Male,39,5,0,2,1,0,146032.47,0
3614975,564,Luxembourg,Male,28,6,123692,1,1,1,71008.641,0
3691244,769,Luxembourg,Male,29,10,0,2,1,1,95525.68,0
3662376,698,Netherlands,Male,35,1,110245.13,1,1,1,178677.59,0
3661898,886,Netherlands,Female,44,5,128605.32,1,0,1,171341.06,0
3594248,696,Belgium,Male,49,9,159458.53,1,1,0,136536.13,0
3731309,839,Belgium,Male,45,7,118626.55,2,1,0,147858.06,0
3596511,813,Belgium,Male,37,7,165896.22,2,1,1,67336.25,0
3665741,485,Belgium,Male,25,6,0,2,1,0,120151.85,0
3751935,711,Belgium,Male,33,7,134944,1,1,1,117391.98,0
3712394,576,Belgium,Male,31,4,0,1,1,0,26206.57,0
3768068,606,Luxembourg,Female,31,9,0,2,1,0,112463.96,0
3714039,806,Luxembourg,Male,42,9,222267.63,1,0,0,101245.47,1
3706809,534,Belgium,Male,47,10,137682.69,1,1,0,71185.273,0
3581337,524,Luxembourg,Male,37,3,0,2,0,0,57369.23,0
3611169,801,Belgium,Male,43,4,176134.55,1,1,1,52986.828,0
3769144,645,Belgium,Female,36,1,134997.48,2,1,0,45178.391,0
3598412,800,Luxembourg,Male,20,8,0,2,1,0,168511.84,0
3685858,725,Netherlands,Male,43,9,111677.88,1,1,0,179389.94,1
3739236,615,Belgium,Male,30,0,0,2,1,0,161200.33,0
3655572,617,Belgium,Male,27,7,0,2,1,0,51573.891,0
3594869,698,Belgium,Male,22,9,149777,1,1,1,198059.44,0
3592505,532,Netherlands,Female,64,2,175754.88,2,1,1,61359.73,0
3657364,677,Netherlands,Male,24,8,103097.85,1,1,1,157764.02,0
3600498,599,Netherlands,Male,63,6,116227.27,1,1,1,119732.89,0
3641935,737,Luxembourg,Female,39,5,0,2,0,0,102868.74,0
3613080,802,Belgium,Male,29,8,130306.49,1,1,0,77963.977,0
3776523,749,Netherlands,Male,54,8,172192.48,1,1,1,137104.05,0
3666473,758,Belgium,Female,39,7,155062.8,1,1,1,16694.08,0
3772399,864,Netherlands,Female,41,2,81733.742,2,0,0,200545.61,0
3650861,526,Netherlands,Female,37,9,127480.58,2,1,0,180142.8,0
3699313,670,Netherlands,Male,33,7,98630.313,2,1,1,40251.84,0
3600611,792,Belgium,Male,50,9,90305.758,1,1,1,125413.58,0
3621815,801,Luxembourg,Female,33,10,0,1,1,1,98950.391,0
3804620,815,Belgium,Female,31,4,0,2,1,0,5352.9502,0
3751190,717,Luxembourg,Female,57,4,0,2,1,0,136687.2,1
3775710,702,Belgium,Male,48,4,101238.24,2,0,1,177966.59,1
3592027,723,Belgium,Female,52,0,185891.55,1,1,1,46482.289,1
3724334,584,Luxembourg,Female,28,1,0,2,1,1,121375.64,0
3663504,826,Belgium,Female,32,2,0,1,1,0,137220.97,1
3623866,847,Belgium,Female,26,0,0,2,0,1,112199.61,0
3698069,603,Belgium,Female,26,4,0,2,1,0,185675.39,0
3586062,586,Belgium,Male,43,2,140431.98,1,1,0,27111.711,1
3764217,808,Belgium,Male,27,5,0,2,1,1,116397.96,0
3663719,460,Belgium,Male,60,7,0,2,1,1,164489.55,0
3804192,733,Netherlands,Male,32,8,130627.66,1,1,0,47948.328,1
3736761,657,Belgium,Male,43,1,0,2,1,1,146480.05,0
3604630,673,Belgium,Male,29,7,0,1,1,1,130278.17,0
3589747,489,Luxembourg,Male,34,9,152806.73,1,1,0,20441.211,0
3740062,661,Belgium,Male,38,9,0,2,1,0,89467.648,0
3806008,717,Luxembourg,Male,66,5,115654.47,2,1,1,132292.42,0
3572154,730,Luxembourg,Male,73,1,108555.07,1,0,1,167973.3,0
3652325,714,Belgium,Male,44,7,108724.98,1,0,1,73017.18,0
3628892,578,Belgium,Female,36,1,156948.41,1,1,1,150141.41,1
3806716,708,Belgium,Male,28,5,0,1,1,1,152496.17,0
3727219,600,Belgium,Female,38,6,0,2,1,1,38321.809,0
3707479,560,Netherlands,Male,38,9,88977.391,2,0,1,133620.94,0
3667254,739,Luxembourg,Male,62,3,0,2,1,1,82196.898,0
3744568,672,Belgium,Male,44,2,0,2,0,0,86766.609,0
3698584,874,Belgium,Female,39,9,133102.92,1,1,0,27836.93,1
3755666,617,Belgium,Male,35,7,0,1,0,0,49529.109,0
3672703,707,Luxembourg,Female,40,7,0,2,1,1,164026.63,0
3774906,631,Belgium,Male,34,1,99325.039,2,0,1,186341.66,0
3755440,697,Belgium,Male,34,5,0,2,1,1,103542.7,0
3814473,671,Netherlands,Female,39,8,128264.03,1,1,0,62528.27,1
3814614,535,Belgium,Male,40,4,91592.063,1,1,0,141272.09,1
3601387,691,Belgium,Female,57,8,0,2,0,1,96245.859,0
3759711,575,Netherlands,Male,43,6,85200.82,2,1,1,161036.44,0
3712701,562,Belgium,Female,21,3,176511.08,1,1,1,153936.13,0
3687926,543,Luxembourg,Male,34,8,108653.93,1,0,1,145309.8,0
3726975,637,Belgium,Male,42,6,177822.03,1,1,0,151726.39,1
3598690,844,Belgium,Male,30,4,73070.18,2,0,0,162365.16,0
3624141,700,Luxembourg,Female,50,7,129667.77,1,0,0,42738.27,0
3582749,774,Belgium,Female,25,8,126442.59,1,1,0,122029.57,0
3651681,866,Netherlands,Female,55,6,115796.7,1,1,0,160892.05,1
3627943,729,Belgium,Female,43,5,125851.93,1,1,1,193510.23,0
3727417,833,Netherlands,Female,46,9,113909.69,3,1,0,93107.438,1
3714432,840,Belgium,Male,26,4,89900.242,2,1,0,175733.48,0
3749525,868,Luxembourg,Male,50,7,0,2,0,1,179166.73,0
3656937,689,Belgium,Female,40,8,84390.797,2,0,1,108388.13,0
3714264,861,Belgium,Female,41,5,0,3,1,0,3697.9299,1
3585726,832,Netherlands,Female,31,2,68927.57,1,1,1,25881.039,0
3799847,752,Luxembourg,Female,43,5,0,1,1,1,120316.48,0
3618037,596,Belgium,Female,48,0,0,1,1,0,85804.406,0
3683301,669,Belgium,Female,43,8,0,3,0,1,111282.63,1
3617274,554,Belgium,Female,30,5,0,2,0,1,199050.81,0
3578987,709,Belgium,Female,42,5,0,2,0,1,121199.41,0
3737769,697,Belgium,Female,30,5,0,2,1,0,14400.77,0
3809100,634,Belgium,Male,24,1,0,2,1,1,151882.47,0
3769889,719,Netherlands,Male,28,9,160858.13,2,1,0,27413.74,0
3738018,844,Luxembourg,Male,38,1,0,2,1,0,52096.711,0
3730455,607,Belgium,Female,41,4,82596.797,1,0,1,56209.73,0
3648118,706,Belgium,Female,31,7,123974.96,1,1,0,102401.99,0
3604146,753,Luxembourg,Male,22,8,0,2,0,0,99752.617,0
3599904,633,Belgium,Male,36,1,0,2,0,0,133630.94,0
3615729,753,Belgium,Female,37,4,0,2,0,1,171174.92,0
3692960,741,Belgium,Female,29,5,99713.867,1,0,0,112799.99,0
3624513,606,Luxembourg,Female,40,2,0,1,1,1,5655.2202,0
3578778,571,Luxembourg,Female,33,3,0,2,1,1,58740.121,0
3688558,524,Netherlands,Female,37,3,95022.57,1,1,1,129272.55,0
3764051,748,Belgium,Male,32,6,160485.16,1,1,0,29581.131,0
3728704,682,Belgium,Male,77,5,0,2,1,1,162035.06,0
3593434,696,Belgium,Female,39,4,80293.813,1,1,0,97300.352,0
3643373,775,Netherlands,Male,36,1,65349.711,1,0,0,65332.48,0
3721105,748,Netherlands,Male,37,1,95668.82,2,1,0,100675.63,0
3746462,497,Luxembourg,Male,20,8,204223.03,1,1,0,128727.04,0
3739346,823,Belgium,Male,28,9,111167.7,1,1,0,149331.16,0
3678827,778,Belgium,Male,33,7,102874.28,1,0,0,118302.64,0
3768862,598,Netherlands,Male,39,3,135309.36,1,1,0,32054.09,1
3729210,725,Belgium,Male,38,4,107192.38,1,1,1,16143.24,0
3812691,703,Belgium,Female,39,10,0,2,1,1,43929.672,1
3647636,689,Netherlands,Female,51,2,116574.84,1,1,0,4885.8198,1
3587533,922,Belgium,Male,39,6,96863.133,1,1,1,121696.25,0
3746895,623,Belgium,Male,35,10,0,1,1,1,23758.289,1
3601392,707,Belgium,Female,51,6,144237.91,4,1,0,157692.75,1
3807973,559,Belgium,Female,39,7,49572.73,1,1,0,115875.22,1
3601457,507,Netherlands,Female,59,7,91680.102,2,1,0,163916.63,1
3651070,728,Belgium,Male,38,5,0,2,1,1,81963.438,0
3593767,662,Luxembourg,Female,39,7,135483.17,1,1,0,141321.41,1
3778659,743,Luxembourg,Male,33,6,97188.617,1,0,0,92124.156,0
3731467,584,Belgium,Male,39,2,129709.62,1,1,0,173783.83,0
3782827,682,Belgium,Male,34,7,106603.74,2,1,1,26835.42,0
3654880,616,Belgium,Female,48,4,112070.86,3,1,0,174242.77,1
3713394,496,Belgium,Female,62,1,107735.93,1,0,1,58471.398,0
3713144,810,Belgium,Male,24,10,146126.75,1,1,1,89556.508,0
3781508,559,Luxembourg,Female,31,7,0,2,1,0,167050.88,0
3643013,611,Netherlands,Male,38,2,71667.969,2,0,0,137609.7,0
3720469,727,Belgium,Male,42,8,129735.3,2,1,1,179981.73,0
3637957,682,Luxembourg,Female,36,6,86607.391,1,0,0,20031.51,0
3642377,734,Luxembourg,Female,37,1,128932.4,1,1,1,181084.34,0
3640623,746,Luxembourg,Male,46,3,122549.64,1,1,1,56592.559,0
3756099,706,Netherlands,Female,29,3,97325.148,1,0,1,132421.31,0
3604932,690,Belgium,Female,34,0,131244.66,2,1,0,183371.36,0
3788744,631,Luxembourg,Female,29,3,116805.82,1,0,0,4725.9199,0
3709245,622,Belgium,Female,26,0,146286.22,1,1,0,105132.71,0
3714178,879,Belgium,Male,38,5,0,2,0,0,103614.5,0
3805707,744,Luxembourg,Male,28,8,159900.38,1,0,0,22975.189,0
3619751,673,Luxembourg,Female,42,6,105021.28,1,1,0,49035.922,0
3761921,758,Luxembourg,Female,34,1,0,2,1,0,120068.68,0
3696304,660,Luxembourg,Male,27,9,101352.78,1,0,0,30768.381,0
3762543,693,Luxembourg,Male,32,8,0,1,1,0,133805.44,0
3602352,671,Belgium,Female,31,9,114519.57,2,0,1,79971.648,0
3759185,668,Netherlands,Male,38,1,101487.18,1,1,1,76155.57,1
3587097,568,Belgium,Female,48,3,0,1,1,0,56101.91,0
3804662,726,Belgium,Female,27,5,79336.609,1,1,1,26944.359,0
3672435,583,Belgium,Female,30,4,85755.859,1,1,0,145649.16,0
3573935,734,Luxembourg,Male,35,3,0,2,1,1,177147.3,0
3696981,698,Luxembourg,Male,43,9,0,2,1,0,108504.09,0
3708714,591,Belgium,Male,38,0,0,2,1,0,48194.621,0
3580751,613,Belgium,Male,30,4,73218.891,1,0,1,126891.22,0
3664109,664,Netherlands,Male,28,3,123675.69,1,1,1,166742.81,0
3674381,842,Belgium,Male,25,0,78396.078,1,1,1,8733.1201,0
3590933,728,Belgium,Male,37,2,132057.92,2,1,0,35261.922,0
3634914,699,Luxembourg,Male,60,2,0,1,1,0,177623.11,1
3573250,679,Netherlands,Male,42,7,115930.87,1,1,0,20428.449,0
3683901,677,Belgium,Female,26,10,0,2,1,1,138836.7,0
3696085,754,Netherlands,Female,38,1,116520.28,1,1,1,50048.898,1
3643372,736,Belgium,Male,26,8,0,2,1,0,179007.69,0
3617455,709,Belgium,Female,36,0,103502.22,1,1,1,146337.13,0
3732068,788,Luxembourg,Male,71,8,0,1,1,1,198940.63,1
3693001,766,Luxembourg,Female,75,5,0,2,1,1,10004.35,0
3797549,533,Netherlands,Female,47,5,102085.72,1,1,1,183918.66,1
3704567,620,Belgium,Female,67,5,113978.97,2,0,1,93654.938,0
3745863,653,Netherlands,Male,35,10,136281.41,2,1,1,25422.051,0
3771275,812,Belgium,Male,49,9,106160.37,1,0,0,116988.81,0
3781887,762,Belgium,Male,33,6,0,1,1,0,59256.121,0
3726819,771,Netherlands,Female,30,8,119027.28,2,1,1,138659.09,0
3665810,679,Belgium,Male,40,4,102833.46,2,1,1,39211.219,0
3670812,582,Luxembourg,Female,72,8,98765.844,1,1,1,96609.547,0
3580025,877,Belgium,Male,33,6,0,2,1,0,116423.16,0
3815288,675,Netherlands,Male,40,2,164948.98,3,0,0,177498.97,1
3645880,731,Belgium,Female,34,8,82909.141,1,1,0,92539.313,1
3732079,732,Netherlands,Male,34,6,146422.22,1,1,0,67860.156,1
3700258,550,Belgium,Female,55,4,120905.03,1,0,1,123843.21,1
3746139,632,Belgium,Male,40,8,0,2,1,1,42752.23,0
3577894,608,Belgium,Male,26,7,106397.75,1,0,0,104153.22,0
3794947,750,Belgium,Male,28,2,81173.828,2,0,1,162861.47,0
3693174,777,Luxembourg,Male,43,0,0,2,1,1,3126.73,1
3754511,728,Luxembourg,Male,31,10,135213.7,1,1,1,126291.49,0
3750482,793,Belgium,Female,42,4,0,1,1,0,28667.48,1
3706256,849,Netherlands,Male,39,5,115730.71,3,1,1,185981.55,1
3629373,785,Belgium,Male,36,2,148061.89,1,1,0,179438.73,1
3605895,692,Netherlands,Male,63,7,104469.58,1,1,1,25743.99,1
3766574,645,Belgium,Male,41,1,0,1,1,1,188343.83,0
3675640,708,Luxembourg,Male,26,4,139584.56,1,1,0,36859.18,0
3812070,694,Netherlands,Male,44,5,124601.58,2,1,1,47559.328,1
3575308,730,Belgium,Female,32,2,155584.2,1,0,1,153884.2,0
3591158,648,Belgium,Female,33,4,84607.344,2,0,1,60080.398,0
3794666,651,Netherlands,Male,40,10,137456.28,2,1,1,14284.86,0
3604112,709,Netherlands,Female,26,1,97331.188,1,1,0,64488.91,0
3756773,791,Luxembourg,Female,35,3,0,2,1,1,17815.551,0
3713406,858,Belgium,Female,41,5,0,2,1,1,34920.422,0
3614727,515,Netherlands,Male,28,0,96213.82,2,1,0,148033.02,0
3689753,519,Belgium,Female,40,7,0,2,1,0,176633.8,0
3717696,562,Luxembourg,Male,32,2,131945.94,1,0,1,160420.05,0
3663737,591,Netherlands,Male,35,8,138782.77,1,1,1,186803.11,0
3792994,822,Belgium,Male,41,9,0,2,0,1,190674.06,0
3764812,605,Belgium,Female,48,1,179380.73,2,0,1,69710.977,0
3801718,764,Netherlands,Male,39,5,80615.461,2,0,0,181185.75,0
3569665,588,Belgium,Female,29,8,0,2,1,0,20289.721,0
3652199,568,Belgium,Female,36,7,0,2,0,0,108677.1,0
3597037,549,Luxembourg,Male,39,7,131468.44,1,1,0,165141.78,0
3621008,663,Netherlands,Male,46,9,123444.72,1,1,1,31477.92,1
3735186,739,Belgium,Female,25,7,108664.85,2,1,0,190446.14,0
3617232,732,Luxembourg,Male,38,9,0,1,0,1,90637.258,0
3675889,620,Belgium,Male,42,7,0,1,1,1,57368.648,0
3758865,551,Netherlands,Female,37,7,158411.95,4,1,1,118222.92,1
3604374,871,Luxembourg,Male,22,3,0,1,1,1,145113.81,0
3809965,717,Luxembourg,Male,75,7,126273.95,1,0,1,91919.219,0
3795535,809,Luxembourg,Female,47,3,72664,2,1,1,107951.13,0
3611129,558,Belgium,Female,46,1,0,1,1,1,115884.58,1
3695023,866,Luxembourg,Male,38,8,0,2,1,1,66617.594,0
3717029,769,Netherlands,Male,37,4,98459.602,1,0,0,91248.211,0
3784822,678,Belgium,Female,40,9,137409.19,1,1,0,176555.09,1
3617305,547,Luxembourg,Female,36,7,0,2,1,0,81249.82,0
3703812,804,Netherlands,Male,37,7,140950.92,2,1,0,195458.27,0
3666565,520,Belgium,Male,35,1,86893.281,1,0,0,59771.828,0
3798762,788,Netherlands,Male,33,3,35016.602,1,1,0,54040.172,0
3606411,707,Belgium,Female,59,7,0,1,1,0,89616.82,1
3604102,547,Netherlands,Female,34,4,91622.422,1,1,1,136861.59,0
3673947,674,Netherlands,Male,36,3,128960.21,2,1,1,40543.461,0
3788013,601,Luxembourg,Female,30,5,122924.75,1,0,0,62826.012,1
3802054,482,Belgium,Male,28,7,110976.23,2,1,0,139004.94,0
3600982,668,Luxembourg,Female,26,3,0,2,1,0,155980.3,0
3728710,567,Belgium,Female,44,6,92436.859,1,1,0,126424.76,0
3810624,682,Belgium,Male,36,6,0,2,0,0,85091.359,0
3710113,593,Netherlands,Male,29,4,135759.41,1,0,0,113261.25,1
3634689,576,Netherlands,Female,43,7,102365.49,1,1,0,194753.8,1
3711086,533,Belgium,Male,24,6,0,2,1,0,38382.449,0
3608451,592,Luxembourg,Female,34,7,70731.07,1,1,1,20971.051,1
3583912,751,Netherlands,Female,43,2,153393.19,2,1,1,193979.55,0
3750239,826,Belgium,Male,36,5,81210.719,2,0,1,108630.92,0
3764133,543,Netherlands,Female,41,8,123151.51,2,1,0,70294.508,0
3762597,789,Netherlands,Male,23,0,187861.19,2,1,1,104247.09,0
3808941,519,Netherlands,Male,32,9,133060.63,1,1,1,125252,0
3587038,538,Belgium,Male,40,4,0,2,0,1,194677.09,0
3740847,595,Belgium,Male,29,7,0,2,1,1,55576.871,0
3677122,703,Netherlands,Male,73,9,124730.26,1,1,1,52139.648,0
3775595,612,Luxembourg,Female,32,7,0,3,0,1,10810.17,0
3735019,777,Belgium,Female,42,10,0,2,1,0,61996.699,0
3611113,778,Netherlands,Female,23,4,71433.078,1,1,0,104250.45,0
3755596,685,Belgium,Male,33,4,111582.11,1,0,0,114004.71,0
3716247,528,Luxembourg,Male,33,9,132168.28,1,0,0,99151.828,0
3658375,696,Belgium,Female,37,10,99546.25,3,0,1,25842.449,1
3811725,757,Belgium,Female,38,3,157658.36,1,0,0,20020.279,0
3734684,725,Belgium,Female,34,3,123971.51,2,1,0,148213.97,0
3620873,836,Netherlands,Female,45,1,162150.42,2,1,0,174569.13,0
3633939,712,Netherlands,Female,42,8,192390.52,2,1,0,1485.35,0
3594835,841,Belgium,Male,47,9,152347.02,1,0,1,18028.82,0
3692056,633,Luxembourg,Male,31,1,115406.97,1,0,0,145908.61,0
3658800,817,Belgium,Female,45,6,0,2,0,0,147751.22,0
3775137,590,Belgium,Female,29,8,95947.758,1,1,0,5364.1499,0
3644775,830,Belgium,Female,31,5,0,2,1,0,93256.367,0
3675178,579,Luxembourg,Male,56,3,154669.77,1,0,1,115875.8,1
3738958,891,Belgium,Female,41,9,115465.28,1,1,0,103183.59,0
3617336,910,Luxembourg,Male,40,7,0,2,0,0,45669.219,0
3582123,577,Belgium,Male,52,2,87894.258,1,1,0,174472.94,1
3602643,524,Netherlands,Male,41,2,152102.19,2,1,0,181973.25,0
3636252,724,Belgium,Female,60,6,101070.69,1,1,0,177668.58,1
3738285,737,Belgium,Male,26,3,0,2,1,0,5350.48,0
3791124,633,Belgium,Male,34,3,0,1,0,0,188351.92,0
3577396,662,Luxembourg,Male,23,4,115636.05,2,1,0,70733.406,0
3789177,801,Belgium,Male,26,6,130428.78,1,1,0,173809.72,0
3628077,626,Belgium,Female,38,3,0,2,1,1,163816.91,0
3702586,820,Belgium,Male,40,9,126212.64,1,1,0,70699.203,0
3571576,858,Belgium,Female,55,10,117561.49,1,1,0,95962.203,1
3722162,677,Belgium,Male,43,9,189026.53,2,1,1,56424.469,0
3784756,802,Belgium,Female,55,10,0,4,1,1,49537.27,1
3810514,786,Netherlands,Male,42,8,151836.36,2,1,0,69366.852,0
3774199,818,Luxembourg,Male,51,4,0,2,0,0,124341.31,1
3713402,453,Netherlands,Male,40,9,166776.59,2,0,1,173439.53,0
3654090,633,Netherlands,Male,33,8,130368.31,2,1,0,105643.99,0
3784642,768,Luxembourg,Male,48,5,116060.08,1,1,0,157417.03,1
3619138,643,Luxembourg,Male,38,1,0,2,1,0,41333.828,0
3732228,928,Luxembourg,Female,54,4,120952.74,1,1,0,67277.352,0
3750570,695,Belgium,Female,38,6,132129.72,1,0,1,76568,0
