movie,reviewContent,reviewDate,reviewStars,reviewHelpfulVote,reviewTotalVote
"Turning Red","Expectations are high when a new Pixar movie is released... and this fails to get snywhere near them. The level of craft, care and attention to detail just isn't there. The story, script and characters are heavy handed, cliched and trite - trying too hard to be meaningful and failing miserably. Most disappointing though was the animation. The modelling and movement of the characters was basic at best and the style elements were weak. As a movie, especially a Pixar one, it's just not up to standard and I'm wondering if straight to Disney+ is the new straight to DVD.","11 March 2022",1,74,163
"Turning Red","Movie about family, friends and accepting yourself
I enjoyed the idea of the movie its funny smart it's catching your mind from the first scene
I don't know why the low rate from people
The movie are deep and I like how the Asian culture are there in modern way
P.s the voice of Sandra oh are very touching she's amazing actress even her voice can make you feel her emotions.","21 March 2022",10,5,9
"Turning Red","The worst Pixar's movie ever. It looks like it was written and directed by worst intern Pixar ever had. And animated by the same intern.

0% story, 0% likable charters. 100% agenda and 100% of predictable cliches. Targeting only basic teenage girls.

In our group nobody cared about anything that was happening on the screen.

Do not waist you time, better go and watch some paint dry.","17 March 2022",2,12,25
"Turning Red","The previews looked cute, but it was pretty bad. I actually kept thinking the writer of this movie had some serious mom issues. I won't spoil it anymore, but I will tell you that this shows a lot of disrespect for parents and teaches kids know more than their parents.","12 March 2022",2,40,75
"Turning Red","I enjoyed the film however I do not agree with what the message behind it is. Pixar films normally go into topics that are for a wide range of audiences and I feel this was very narrow. It talks about a girl that disobeys her parents all together and gets away with it. This is not what we should be teaching to our children as they need to be taught to respect their parents rather than rebel against them.","26 March 2022",4,9,16
"Turning Red","I'm trying to figure out what movie those other people were watching. Main character is unfunny and uninteresting. The mother is a controlling psychopath.

After 15 minutes, I was too bored to continue. I *love* Pixar movies... but this fell flat. Worst of the Pixar movies by a *very* large margin.","17 May 2022",1,7,16
"Turning Red","Most Pixar movies (not sequels) are metaphors for bigger things. Or at least ask larger questions within a child's imagination.

But during this movie, I kept asking why does this exist?

The animation is good quality - but that's standard for Pixar and most animation studios in this era. But this movie feels like a extended episode of a Saturday morning cartoon for an acquired taste.

This is all visual with no substance.

Shame - Pixar used to set the benchmark.","13 March 2022",4,18,51
"Turning Red","Very good Disney and Pixar movie for me i find this movie decent i don't think it's the worst movie please pixar you included 4 town i love the songs when i first listened however the movie Without pandas would be boring but then this what i call a ultimate giga masterpiece from disney and Pixar.","11 March 2022",9,23,79
"Turning Red","I love a Disney film more than I'd care to admit but this is not aimed at me this is clearly targeted at teenage girls 13-15 in my opinion, as 31 year old man there is very little to enjoy in this.","13 March 2022",5,8,13
"Turning Red","Turning Red is a 2022 American computer-animated coming-of-age fantasy comedy film produced by Pixar Animation Studios and distributed by Walt Disney Studios Motion Pictures. It is directed by Domee Shi in her feature directorial debut 🦊

Meh, it passed the time.

Sort of. 😕

GROWING UP IS A BEAST.","13 March 2022",4,19,57
"Turning Red","Before you say ""they didn't get it"" this film isn't that deep, don't kid yourselves. Plot is predictable and what about Asian Stereotypes? My kids thought it was ok but they quickly moved back to Encanto. There usually want to watch every movie 1000 times and neither of them have asked to rewatch this yet. Honestly, this is kind of a mix between Freaky Friday and Teen Wolf. Sick of giving filmmakers a pass, original content has disappeared from Disney and pixar. Even some of the jokes are stolen from other films. This sucked.","20 March 2022",1,15,34
"Turning Red","Turning Red is a surprisingly divisive film. There are some that love the movie and praise the handling of difficult conversations. There are others who find the subject matter off-putting. Who is right and who is wrong? Honestly, I think that both have their valid arguments.

Seeing Mei discover the ability to cope with her problems through friendship was a message I loved. The connection with her friend group was honest, tender and sweet. The humor was unique and I genuinely laughed more than once.

While the animated panda was well done, I wasn't particularly impressed with the animation of the humans. Similarly, the voice acting was not anything special. I wanted to connect with the characters and love the story, but I left the film conflicted.

I thought that the core message of the film had some strong elements, but there were other pieces that I didn't completely agree with. That being said, the scene in the astral realm was gorgeous and one of my favorite animated moments of the year.

Best Character: 4*Town
Best Quote: ""People have all kinds of sides to them. And some sides are messy. The point isn't to push the bad stuff away. It's to make room for it, live with it."" - Jin
Best Scene: The astral (red panda) realm.","24 September 2022",5,1,1
"Turning Red","Its a fine film.

IDK. Interestingly, it focuses on an upcoming teen kid that defies what I think defines teenagedom which is conformity whilst finding yourself.

Firstly, I think this is definitely not made for an older male audiences. Its biggest strength is that it sticks to its gun and really push for its female viewpoint.

Its very interesting how this is verily hated by a lot of clearly male reviewers. I found its depiction of this female relationship especially friend-wise very well made. The boy-craziness and quirkiness that it hurts attitude is an actual thing.

Oddly, I hate how the film handled the symbolism of the titular Red Panda. Its started as symbol of growing up or some inner self to be left behind BUT I do not know what happened in the end. Its like the inverse Kiki's Delivery experience. Staying to your inner child regardless AND commodify it. The way they handled after the concert ticket ploy portion is just confounding. Does it even really matter? The inner beast apparently, it did not stick well.

Then the parental relationship. Its a very tricky path that they went for. The film posits that you should be you regardless of others, which is okay BUT is it? The one dimensional stereotypic depiction of Chinese mothers did not really made a good case for me.

Overall, Turning RED is a confounding mess that does not go in too deep. This is something that feels very unfamiliar for the context laden Pixar film of the past but is a fun watch anyways for teenage female kids. Not my cup of tea [2/5]","13 March 2022",4,15,44
"Turning Red","Main character is rewarded for being totally disrespectful and selfish, lying, sneaking, and disobeying. I suppose the writers and Disney/Pixar were cool with that though, because she's living ""her truth"".

Terrible movie. Completely inappropriate for kids under 13.","13 March 2022",1,30,59
"Turning Red","I have so many things to say so I'll keep it very brief. There's so many pros I found in this movie. I appreciate the feminism, Pixar's bravery towards menstruation, the all female cast, the jokes, the cultural references. I mean this movie just takes Disney's norms and flip them on their head. It's unique and takes inspiration from anime like Sailor Moon and FruitBasket. It's concept is new, finally a fresh idea from Pixar/Disney. It's realistic yet mythical and surreal. The animation is simply stunning and the art style is something not regularly seen in cartoons. All of the characters have their assigned personality and it works. And oh my gosh did i mention the soundtrack???? Godsend. Call me dramatic. Voice actress for Mei is very impressive, she's great and I love her! The movie is not only visually stunning but all-in-all amazing as well. Definitely worth the watch!","1 April 2022",10,5,9
"Turning Red","This movie did not feel like a Pixar movie whatsoever. The animation looked cheap the story was awkward. Honestly I thought I was watching a cheap looking Netflix cartoon and not look anything even close to what Pixar usually does. Overall pass on this movie you won't be missing anything.","12 March 2022",2,19,44
"Turning Red","What Turning Red did was shine a spotlight on the worlds short comings when it comes to girls 'coming of age' the exploitation of children going through puberty, fake, autotune models singing provocatively to make young girls & boys buy into what ever trash they pump out, it's a sad shame this was done to put the exploitation in positive light.","16 March 2022",3,12,31
"Turning Red","The story is okay but fails to be very, very on the nose in giving everything away in dialog. Like the animation it fails subtilty making the end result crude and a far cry from Pixar of old days.

The animation is fine, the character models aren't and the whole thing is very mediocre at best. The core demographic is pre-teen, that is finest Pixar movies have layers for all layers, something that this product fails to deliver on.","12 March 2022",3,14,33
"Turning Red","It honestly doesn't go anywhere. Such a waste of time.

Poor script, dialog, jokes...
I'm a fun of just about any Pixar film, not sure what happened there.","14 March 2022",3,16,27
"Turning Red","There were a few laughs but I honestly found it to be bleh and cringey. Pixar has dropped the ball and the my body my choice reference is shameful for a child's movie.","12 March 2022",1,33,68
"Turning Red","I now understand why they decided to not put this in the theaters, it's because it does not live up to what you would expect from a Pixar movie. It started off promising but went downhill from there. Almost had to explain to my 9 year old son what a period was. I also found it strange how it basically was teaching young kids to defy their parents.","12 March 2022",3,15,33
"Turning Red","This IS without a doubt the worst Pixar movie ever released; annoying characters, ""comedy"" that makes you uncomfortable, plot is all over the place, bad message, and (for Pixar's standard) bad animation. I wanted to like it so bad expecting it to be better than the trailers made it seem but no, it's even worse than the trailers. One thing I did like was the cooking scene.","8 April 2022",1,9,16
"Turning Red","Best Pixar movies that make you self reflect and can relate to are Turning Red, Inside Out and Lion King.

People don't like this movie because it's a thinking, self development and self reflection movie. Not all movies should be obnoxious for you to feel entertained, sometimes you need a rare gem like Turning Red, Inside out and Lion King to make you just reflect.

Anyways...Let's read my review of what I have to say about this film.

About: A Chinese girl from the T. O, 6, T.dot, aka Toronto that has to deal with her strict overbearing, ignorant mom. At 13, she becomes a Red Panda due to a spiritual historical curse within her family, this time it's not to fight the big 3 known as ""aliens, androids, and wizards."" She is fighting her inner self and her mom because she is overbearing and mean.

Story and Production: Like Inside Out movie, this movie is an original. It lacks clichés, dumb tropes, obnoxious story, characters and production.

The animation is neat. I like it. It stood out a lot.

I like how this movie takes place in Toronto. I was expecting a clichéd up movie, instead I got Inside Out 1.4. Which is good. I liked this movie because it allowed self reflection, thought, and you can relate to the characters.

As I'm watching this movie it reminded me of Inside Out and what did I discover the director also worked on Inside Out. What are the odds of that.

Highlight: Panda Vs Panda fight.

Main intelligence: 8

Unworthiness level: 4. They really emasculated the dad for a cheap cricket laugh. The wife probably only married him because she can control him. (This review might get censored for mentioning this), but the truth is the women in this were empowered while the dad, Cashier boy and Tyler were humiliated.

Should you watch this? Yes. If you enjoyed Inside Out and can relate to that, then this movie can make you do the same.

If you have an overbearing parent, you can relate to the main character and her mom.

The Panda probably symbolizes isolation because so-called Pandas are endangered. The Main girl though grasped by her mom with a tight grip, still felt isolated. Red symbolizes rage. The main girl subconsciously knew her mom was overbearing and did not like it yet was upset about it. Anytime the main girl raged as the panda she looked like she became the Red-Hulk meaning she really hated how her mom treated her and couldn't express herself to her but was able to let it out towards others as a coping mechanism.

Great animation, symbolism and a reflection movie. Also, the Skydome made a cameo in this film.

Please watch this.","31 July 2022",10,3,6
"Turning Red","It's aimed at pre-teen & teenagers. Yet it appears to be a cartoon for younger kids that don't need to hear teenage coming of age dialogue. Had the start of something but it was poorly advertised to be a family movie. Should be a PG-13 rating.","20 March 2022",1,13,25
"Turning Red","This us so annoyingly cringe i cant understand what was going through their midn when they were making this movie.. Why they had to make that mother act like the worst b...................................","13 March 2022",1,17,37
"Turning Red","One of the things I find annoying about the recent trend in animation is substituting humor with constant screaming and hysterics. Pixar has fallen prey here with Turning Red. In what could have been a meaningful and interesting story to tell, across any cultural background, is the relationship between mothers and daughters and the unintentional burdens we place on kids (who just want to be kids). Instead we're given a bit of shallow, two-dimensional characters that checkmark all the usual boxes: Asian tiger mom (check), quirky friends who are quirky for the sake of being quirky (check), boys or men who are inexplicably mean/dumb/dreamy with no background story (check). Lastly, I found the animation looked rather rudimentary and plasticky.

Some of the more physical comedy was pretty clever and entertaining. But all in all, Turning Red will not be remembered in the Pantheon of Pixar greats.","12 March 2022",5,12,27
"Turning Red","Maybe there is just something about me, but I wasn't very entertained or emotionally moved by this movie. Sure I wasn't the target demographic. I'm not a teen of female or Asian or from Canada like the main character. I did however live through the early 2000s at about the same age of the main character. I can recall what girls around my age were like around middle school and was familiar with feeling like my parents didn't understand my needs as a teenager like most teenagers in the digital, but pre-smartphone era. And I did feel live with being held to higher educational standards than others kids my age around the early 2000s. The movie 8th Grade seemed to offer a better look at an option for how to take the coming of age experience as a drama. And something like Inside Out offered some good sequences for how that kind of story could be handled at times comedically. I just didn't feel like the changes in drama and comedy were natural for the story. They just felt forced as a desperate attempt to keep the viewer attentive, and interested from moment to moment.

The animation and voice acting were nothing to write home about positively or negatively. Overall the story and style seemed to be trying to be too much. And didn't get me to laugh appreciatively about it And not in a clever allegorical way. But in a bash you over the head kind of way. Hopefully 2023 will be a better year for Pixar than 2022.","7 November 2022",4,2,3
"Turning Red","Pixar movies used to be full of of emotions happiness, sadness, kindness. A heartfelt story and likeable characters, and most of all memorable.

Turning Red has none of this, it's a dull lifeless bore. I'm not sure who the target audience is, it certainly isn't children (talks of periods and gyrating), it isn't adults as there's no depth to the story, it's all superficial. The characters are forgettable, I don't recall a single name, and they're unlikeable. The voice acting is poor to very poor. The animation looks like it was done by trainees and the art style is odd. The music, it's the same one song played throughout the movie, don't recall what it was or what is was about.

There's a reason why this is released on Disney+ included in the subscription and not in cinemas / or chargeable.","12 March 2022",2,21,45
"Turning Red","The story made sense but it was kinda dumb as hell. Tbh I just really didn't like it. Other people might, but personally I think is was pretty stupid. Plus the characters are super annoying.","14 March 2022",4,20,40
"Turning Red","This movie was literally amazing and funny. It's also heart warming to enjoy a new Disney classic animation from Pixar's Animation Studios. This cartoon deserves to be seen and to enjoy a very good laugh for the whole family.","14 March 2022",10,13,41
"Turning Red","Just dont watch it. It is a bad movie that teaches bad thought processes. PG 13 should be flagged as it teaches a lot of wrong actions. Stay away if your expecting a Toy Story.","13 March 2022",1,22,46
"Turning Red","This movie reminded me a lot of Bigmouth and Derry girls. Both are very well written teen focused shows that have a wide audience appeal. This movie is a look at the time is a girls life when she becomes something new. Either a woman or a panda?. Being different is hard, it opens you to a lot of criticism and even in the time this is set I think in the early noughties. The level of social stigma and angst was just as much as today. We really enjoyed the movie, it was different enough to entertain but we went away with something to contemplate. Thankyou.","12 March 2022",9,7,15
"Turning Red","I was looking forward to a new Pixar movie for a long time but this... this is worse than no movie at all. It was annoying. It was cringey. What happened to the studio we all loved so much?","13 March 2022",1,19,43
"Turning Red","Our family was excited to watch this. We couldn't even get through it. I can't figure out who their true intended audience was because it missed the mark on a lot of levels. Such a shame because we wanted to love it!","14 March 2022",1,19,44
"Turning Red","I feel like this movie totally misses the mark. It's loud, annoying and fairly pointless. I feel like the issues the main character had with her mother weren't referred at ALL- none of us could figure out why she was rebelling. Against what? A mother who cares for her daughter and looks after her? So what if she was a little embarrassing, like... Nothing was portrayed well enough for any of us to actually care about any ""conflict"" within the movie. Didn't really like it at all.","11 March 2022",2,27,67
"Turning Red","Perfect animation and visuals but the story is so bad, superficial and weak. It isn't built on anything and moves too fast. Not worth your time to be honest.","11 March 2022",4,37,83
"Turning Red","The 2 things that made me wanna rewatch this movie, they ran the show. I love these two characters and the actresses! I feel they brought too much anime into it and focused more of facial expression than the actual point of the movie. Which yea art is important but I feel they're taking the art more serious than the storyline. Kind of predictable.","14 March 2022",7,4,8
"Turning Red","I'll begin by saying I'm not the target market for this movie, so wasn't expecting to enjoy it much myself.

However, my children really didn't like it, and two of them are 13 & 14 yr old girls.

The animation is incredible, but the story and overall feel is very cringey and nobody in my house enjoyed it and we're HUGE Pixar fans. Real shame.","12 March 2022",2,14,33
"Turning Red","I struggle with the fact that Pixar made this movie. I have associated Pixar movies with fun family movies. That has changed. It's not graphic but the fact that the main character howls, salivates, works up a vivid sweat over a boy (while drawing pictures, which they left up to the imagination) is disturbing to say the least. I wouldn't want my son or daughter to behave that way or be influenced by this movie. My kids love red pandas so I thought I would check this movie out with them. Turned it off and told my kids this wasn't a good movie for them to watch. I implore parents to watch this movie beforehand so you can make an informed decision about whether or not you let your children watch this movie.","12 March 2022",1,27,61
"Turning Red","Great animation on this movie, next to Spiderverse the animation here has been my favourite. Also a wonderful story, but then again, any story that has a red Panda in it has got to be good🙂 , This is a story about finding yourself, being yourself, a message all of can be reminded of cause being yourself can be tough.","12 March 2022",9,12,33
"Turning Red","I'm a huge fan of Pixar. I honestly thought Coco should have been nominated for and should have won best picture. But this movie feels like they began with an outline then filled things in whether or not they made sense. Cliches and stereotypes throughout. But it really didn't work at all for me.","24 March 2022",5,8,20
"Turning Red","I'm not gonna lie, I was a little worried about this movie when I saw the first trailer but I was pleasantly surprised. This movie is a metaphorical masterpiece disguised with comedy, heart and relatability. I was laughing out loud within the first five minutes of the movie and heavily invested from the start. I hope everyone sees this movie and enjoys it the way I did! As much as I loved being able to watch this at home right away, I think it would've been a major success to see in theaters! Disney/ Pixar hit it out of the park (again) with Turning Red!","12 March 2022",9,9,22
"Turning Red","There are lot of comments regarding the message it gives kids but I'd be more annoyed with the parenting skills! Let's ignore the so-called ""messages"" and concentrate on the film itself, as it's not good. The radio advertisement for this movie has bombarded us for weeks and it really didn't sound great but we gave it a chance. ""It's a Pixar! It'll be great!"" It's not. The story isn't appealing and it can even get annoying! Imagine a modern, animated renewal of Teenwolf, and imagine a really bad version of that, and you'd still be pushed to imagine it being so bad!

Genuinely gave it a chance. We wanted to quit but went on to the end. It really didn't deserve our perseverance.","13 March 2022",2,14,34
"Turning Red","It is probably a fine movie if it speaks to you, but it has a very specific audience. That audience being women who rebelled against their mother's cultural norms to go their own way.

It just had nothing for myself, I was bored and stuck it out for my kids. Thankfully I had my phone for entertainment.","12 March 2022",4,11,27
"Turning Red","Turning Red is a Pixar animated movie direct to streaming on Disney+. The plot is about a young Korean girl living in Cañada whose family runs a small business tourist destination museum. Mei Lei voiced by Rosalie Chiang is a focused, confident, dorky kid who turns into a red panda whenever she gets excited. Her overprotective mother voiced by Sandra Oh is an overbearing mother who is never too far from her child. This is a good family oriented flick with great animation that looks real but not something that would be watched again. I would compare this to Teen Wolf, much of the same concept.","14 March 2022",6,12,38
"Turning Red","Unfortunately, although the idea was interesting, it became predictable shortly and you started to wait for the end. The graphics were sloppy at some points, looked cheap, really not Pixar's style. Too overrated and overappreciated. PS, idk if their attitude helps the girl team, just saying, i don't think girls at that age do that, so showing.","1 April 2022",7,3,6
"Turning Red","My Son enjoyed it but there's not much for adults here.

The boy band was highly annoying.

The plot generally was OK.

The sound is ok
The CGI is ok

Its a passable watch 👍👎","3 May 2022",5,3,6
"Turning Red","Pixar usually tends to make their films to a more broader audience, but this film narrows down to a small portion of that audience, which I'm not a part of. This film takes the tone, style, and family dynamics from the Mitchells vs. The Machines, but lacks the charm from that movie.","18 March 2022",3,6,12
"Turning Red","What the hell was this trash? 2nd movie in my 38 years of life that I couldn't bring myself to finish... a little more than half through and had to cut my losses. Horrible voice acting, poor sense of humor, not age appropriate at times, storyline completely blows. Both my kids lost interest. Go woke go broke. Disney is pushing their luck.","12 March 2022",1,37,83
"Turning Red","It's a cartoon so I presumed it was for little kids but unfortunately there's many bad influence situations such as lying, sneaking around, bullying and the dancing was a bit too grown up. Not for my littles!","15 March 2022",4,13,33
"Turning Red","Just boring , I don't know why I wasted this time on a movie , Pixar you can do better. I at least saw better , I don't think really Young childeren would get the message.","17 March 2022",1,17,41
"Turning Red","I just watched this with three daughters aged 14-6 and we all hated it. What the hell was hell was this?? I've never ever hated a Disney movie and I can truly say I HATED this movie!!! It involved kids being untruthful to their parents and twerking in the end??!!! I never write reviews but this movie is the absolute worst I can't believe I bothered with this!!!","13 March 2022",1,23,47
"Turning Red","This movie feels different than any other Pixar movie I've seen. And that's not necessarily a bad thing to try something different. But it's definitely aimed at an older audience than others. I can't see a 5-year-old liking this one as much as, say, Monsters Inc. The problem is that the best Pixar movies don't just entertain you but make you feel something. And this one just doesn't do that.","3 May 2022",6,2,3
"Turning Red","It is shocking this film was made by women. The only reason for 2* is the quality of the animation. The female characters are depicted as overbearing, narcissistic, neurotics who all have significant relationship issues. The only male characters came across as downtrodden or untrustworthy. The story is poor and done in a manner which suggests the main character must sell herself in order to afford to see a pop group. This is not a film to inspire young ladies and tell the message of what is a natural phase of life, but how that time of the month will turn you into an unpredictable animal.","12 March 2022",2,19,43
"Turning Red","I am not a parent but I cannot imagine trying to watch this with a child. The lessons in this movie are absolutely not appropriate and it should not be up to a movie studio to try and teach children when and how to rebel.

There are no consequences for the main character and wouldn't you know it the child is the one who knows best in the end. The adults even blame and yell at the children at one point in a scene I found VERY inappropriate. Way to blatantly disregard the family structure and parental authority.

Not. A. Fan.","18 March 2022",1,16,36
"Turning Red","So animated teenwolf. That's a read animal. Not a terrible thing but pretty obvious you just ripped of the amazing Michael J Fox movie. Meh. There's no one surfing on the top of a van so I guess that makes it different. Definitely not something that makes it better.","11 March 2022",5,17,48
"Turning Red","Turning Red is fun. The story of a girl understanding her new ability to transform is playful, while also working as a metaphor for the growing pains of becoming independent. This message isn't groundbreaking, but its framing compensates. Plus, dialogue is witty, characters are relatable, and emotions feel earned. Therefore, any plot shortcomings are overshadowed by a passionate tone and careful details. Furthermore, the voice acting provides concrete enthusiasm, guiding audiences through the journey. Overall, Turning Red puts a perky spin on a reliable narrative while also conveying ample spirit, making it an easy event to buy into.

Technically, Turning Red is everything viewers expect and more. The effects and designs are recognizably Pixar, with added anime flair. Turning Red channels the exaggerated eyes, movements, and dramatics of the beloved artform, creating a uniquely informed experience. The cinematography pays homage with energized camerawork, surreal colors, and symbolic representations. Also, editing is dynamic, sound is abstract, and music is culturally fitting (with a bonus pop song). Meanwhile, the direction unifies this excitement with a heartwarming mood, matching style with substance. Altogether, Turning Red isn't Pixar's deepest film, but it has a strong message and a stronger delivery.

Writing: 8/10
Direction: 8/10
Cinematography: 9/10
Acting: 7/10
Editing: 8/10
Sound: 8/10
Score/Soundtrack: 9/10
Production Design: 9/10
Casting: 7/10
Effects: 10/10

Overall Score: 8.3/10.","12 March 2022",8,12,40
"Turning Red","I couldn't even go past maybe 10 minutes of this. Animation has stopped being for children or pretty much anyone who isn't drinking the pc Koolaid. I'm over it. I haven't watched any of these Disney or Pixar animated films in years because of it. In basically the first 10 minutes the little girl is encouraging rebelling against your parents. Don't let her first few sentences fool ya, this movie is not for kids. If you care about what shapes your children's beliefs I would suggest avoiding this. Also, parents really should check out these animated things first to see if it's suitable for them.","27 March 2022",,7,18
"Turning Red","I cried watching this movie because I learned Pixar lost their magic. This movie is about rebellion. Teaching kids to disobey your parents, and that children know better. It introduces the concept to children that they are better off making their own choices without your parents. When children entertainment isolates children from their parents and family they are trying to indoctrinate them with something different then their families values.","13 March 2022",1,20,52
"Turning Red","I really enjoyed this movie! Found it very relatable to myself when I was a young girl going through puberty trying to figure everything out. Parents reading my notebooks and all. That being said I hate how some reviews are hating on it for them not finding it relatable. You can enjoy a story without having any ties to it. Do I relate to other Disney movies like Cars or Monsters Inc? Hell no but I still enjoyed the ride.","15 March 2022",8,3,4
"Turning Red","First, I want to say that I love Disney and Pixar. They are both fantastic animation studios and Turning Red (2022) reminds me how fantastic they are.

I liked Rosalie Chiang as Meilin Lee and her personality as a regular teenage girl who is trying to get used to teenage girl problems and liking boy bands along with her Red Panda situation. You can relate to her and would feel the same emotions if you were in a weird problem like this.

The animation is still great with a different animation style compared to their other animated movies. When she turns into the Red Panda it moves so smoothly and the detail in the fur of the Red Panda made it look soft and fluffy.

I like the premise and I like how they made an original boy band called 4*Town for the movie, along with original catchy songs they wrote for them to sing and for the characters to sing along to.

People will relate to the main character, the animation is fantastic, the voice acting is good, and there are 3 catchy songs. I recommend giving this a watch if you are interested or if you love Disney and Pixar.","12 March 2022",7,19,75
"Turning Red","Important Initial Note: Parents with prepubescent female children, beware that they might be exposed to really weird or harsh realities that Domee Shi forgets might be a lot for a kid (refer to 3rd and 4th points).

Pixar's bar is held high when it comes to films... even worse, it falls below the general standards of a film.

As a Pixar film, with a reputation of 8, 9, and even 10 star films (like Toy Story, Wall-E and The Incredibles), Pixar automatically sets the expectation that they will put as much effort into their next films as they did in their predecessors. That is simply not the case with Turning Red (or many of their other recent films).

First off, the film chooses to tackle a story (which has lots of potential) by hitting it head on. When dealing with such a powerful story, filmmakers should use discretion to portray their message, metaphorical storytelling. This allows the message to apply to all audience members (not just women in this instance). The main message being the beginning of menstruation. Other messages could be received, such as ""finding your voice,"" but was ultimately buried in the onslaught of her containing the incoming ""panda."" Like the phrase ""my panda, my body""? Come on, you gotta be more creative than that.

Secondly, for the side message of her ""coming of age"" and ""finding her voice,"" it gives a generally good message, where it seems like she tries to find a respectful balance with obeying and rebelling, but ultimately comes off as straight rebellious, with obeying your parents as a negative consequence of being their child. First they say ""she's brainwashed"" for helping upkeep her family's business, then she completely goes behind their back for the rest of the film. It's a huge honor and responsibility to help your family carry on a legacy and to keep care of family property and that's never properly encouraged in this film. While you should look to voice your opinion and choose your own path once you become an adult, there is nothing wrong with a child being raised on certain path till they can find their own footing... and turning 13 does not mean you're old enough to make those decisions (as she, and what is generally encouraged by the film, skips out on responsibilities to go solicit for money so she can see a boy band, lying to her family in the process). Not to mention at the end the two are scared Mei's life choices will cause them to be separated, and her mother says ""the further you go, the prouder I will be"", almost as a fantasy of what the writer wishes her mother had said to her... encouraging her to get as far away from tradition as possible, instead of keeping any good values and improving on them.

Thirdly, with this topic it is important to approach it delicately. It seems Domee Shi forgets that this is a lot of information for a child to take in (even though that's literally what the main issue Mei faces is), because she proceeds to push unnerving and blunt messages like ""do you need pads"" or preventing ""accidents,"" as well as instances where when her friends find out they say ""we still like you panda and all"" referring to her period, then when she turns back human they say ""you're you again!"" as if she turns into a different person/a.k.a. The hideous monster she's afraid of being, whenever she goes into panda mode (starts to menstruate). Basically implying that she is to be feared whenever she is emotional... the stereotype you'd expect them to avoid, but no.

Fourth, Domee Shi makes some really weird decisions (or maybe I just don't understand) by having them make money off of her ""panda mode."" Honestly this pushed me totally south when it came to my impression on the film, because if the panda is supposed to be her ""female time,"" then why are they filming it, taking pictures with it (what they call ""Panda Pics""), and soliciting it? It's really off-putting and ultimately turns me completely away.

Fifth and finally, some content, such as a moment when Mei begins to discover her relational (and presumably sexual) feelings and draws off-screen racy content in her notebook, might give some viewers pre-exposure to feelings of sexuality or even curiosity about pornography; things parents usually want to educate their own children on, or avoid their children seeing prematurely if no interest has spiked yet.

Now for the summery.

Pros: Fairly well animated film with potential to have powerful messages.

Cons: Horribly executed story, poorly presented themes (even sickening at times depending on how you interpret their solicitation of her ""panda mode""), aggressive agenda that pushes away anyone outside of the exact category and even anyone who fits in it due to its overwhelming content (specifically on younger viewers who don't even know what a period is and might scare them), generally un-relatable/un-likable characters (from my own analysis, other users, and other viewers) who are 2-dimentional, a complete change from the previous vibe of Pixar films, and overall poor morals.","6 June 2022",2,4,8
"Turning Red","I knew nothing about this film going into it. If I did, I wouldn't have tried watching it. It's clearly aimed at young girls... which is great if you're a young girl.

Themes aside, I didn't find it funny or entertaining. The whole boy band music stuff is stomach churning. But again, I'm not a young girl.

Also, the girl's mother...wow. She's such an unlikable character. I couldn't stand her. I kept hoping the daughter would change into the panda and maul her.","18 March 2022",1,12,30
"Turning Red","The lack authenic culture and feels like it didn't not know what kind of movie it wanted to be. We were excited about it and made a big deal of it for our 6 year old, but we noticed she didn't laugh. It really missed the mark.","12 March 2022",2,18,42
"Turning Red","This is a terrible movie. One of the worst movies for kids I've seen. It has no identity, no theme, terrible plot and story, it tries to be canadian but there is no alignment or resemblance of canadian culture. Its very confusing because its based in toronto but seems its based on chinese culture? Its just weird and confusing and it simply makes no sense. Tries very hard to virtue signal and is layerd with political messaging that you pick up on throughout. Has a girls only vibe rather than unity and clearly makes an effort for a girls only audience . And thats something even my 7 year old daughter picked up on which speaks to the foolish approach by the creators. Just awful and a major fail.","13 March 2022",1,32,73
"Turning Red","Its not inappropriate, however it is extremely 2D with the characters. I love the representaion and everything, however it has no creativity in my opinion.","6 April 2022",1,6,10
"Turning Red","Ride into puberty, a young chinese ancestried girl who wants to make things on her own, even though her mother thinks shes a lame pussycat, and appears to be for some reason overprotective towards her daughter. There will be heavy consequences whatever and whenever...

its an animated coming of age stunt, made mostly for the girlish audience, even though the grumpy old man chuckled here and there.the plot and story are straight outta disney pixar, its tons of girlish chit chat, and you may look forever to find anything new on the animation front in this flick.

But its a neat editin of a puppae turning into a butterfly or a red panda in this story. Its a fair recommend for the whole family.","14 March 2022",7,17,69
"Turning Red","Political nonsense infused garbage with extreme overkill funding. Pixar has lost it.

Ya lets make a movie about Canadian.. I mean Chinese because they funded this garbage. Lets intentionally make modern stereotypes of young girls in the west as cringy as possible to support out Chinese propaganda of superiority. Then lets bribe the media to pretend that this is some inspirational positive feminist therapy when it just fascism in disguise.

Why bother making movies anymore Pixar?","15 March 2022",1,17,40
"Turning Red","Loved the friendship in this movie... It was exciting from the second they were introduced...
But the movie as a whole was a meh for me... Fine I would say...","1 May 2022",6,2,3
"Turning Red","This was a tough watch. Not only was the protagonist completely unlikable and annoying, but so was the woke feminist messaging. The sentence ""My panda, my choice!"" is even screeched unironically. Not very subtle. This film was pure cringe from start to finish. Definitely at the very bottom of my Pixar tier list. I regret putting it on for my son to watch.","13 March 2022",1,19,41
