"ReviewContent","ReviewDate"
"Beautiful view, beautiful cocktails, super polite and friendly service! They stay out of your way for most of the time unless you need them, and the pricing isn't blown out of proportion for a Brooklyn rooftop bar with beautiful city views. It's a wonderful place to take friends and family, and is especially nice on a summer day/evening and a great place to have in pocket when thinking of rooftop bars to go to in the area. Their lobby is also SO aesthetic, we were in love!! Great job, 1 Brooklyn hotel!","12/15/2018"
"On the road for work 220+ days a year for the last 10+ years and I'm thinking this is the best hotel I've ever stayed in. Rooms, view, bed were all amazing bu those things are easy to get right. The cumulative effect of all the little things was what made this hotel great. The wooden RFID room keys instead of the standard plastic ones. Filtered water tap in the rooms built into a nook in the wall. Glassware in room was beautiful. Concrete floors in bathroom with no ledge into shower or toilet. Refillable soap and shampoo containers. The in room couch and table were perfect. Floor to ceiling window across the whole wall. Free EV parking and charging. Tesla X courtesy car. Customer service was better than anywhere I have seen before. We stayed one night and they knew my name and face. Food was great. Upstairs bar was beautifully done with views of the whole city but didn't feel too vibed out like the Standard rooftop bar. Kiki at reception and Wes at the porter desk both looked genuinely happy to be there and talk to the guest. The lack of being right in Manhattan was made up for ten fold by the great customer service.","11/5/2019"
"Romantic, modern, city vibes atmosphere. Good music, great guac dip. Pool is small but ok. Awesome view to the Brooklyn bridge and parts of the city line. I don't recommend their coffee, ugh, it was awful. Decoration was beautiful and relaxing. Make sure to get there earlier than check in time if you have other plans, check in gets very busy and might have to wait at the lobby for awhile for about 1-2 hours.","10/30/2019"
"Gorgeous views of manhattan skyline, and the Brooklyn Bridge.  Rooms are green and  so interesting.  Filtered  water in each room Which is great. Would absolutely stay here again.  The garden on the 10th floor is outside with heat lamps. The views can not be beat.","1/27/2019"
"This hotel is absolutely lovely!!! Everything about it the views, rooms, decor, restaurant, rooftop bar, and staff.  Would be happy to come back and stay here anytime.  It is worth the price and the location is perfect!!! Definitely one of my favorite hotels and it's located in one of my favorite places!","8/4/2018"
"Upon arrival I was told by the stellar front desk team (whom also recommended a FANTASTIC restaurant for a late bite since we checked in around 10pm) that my room had been upgraded. I had mentioned in my booking that I was visiting to celebrate my birthday, but wasn't expecting to be upgraded to a room with one of the best views in the hotel! The surprises didn't stop there - in the room I discovered a handwritten birthday note along with a travel-sized bottle of botanical pillow mist! The room is super eco-friendly, cozy, and clean; offers filtered tap water, cozy knit socks, a yoga mat, and the bed is so comfy! An iPad will help you discover the area and is also your way of contacting the front desk. The views cannot be beat either. With a floor-to-ceiling sliding window we had a perfect view of the Brooklyn Bridge and NYC skyline. The rooftop pool offers sweeping views from water to skyline to the Statue of Liberty, but get there early as chairs will fill up quick. The hotel also comped our second round of drinks due to a computer glitch that delayed our food delivery. This hotel goes above & beyond and is a must-stay in Brooklyn.","9/27/2020"
"The room was nice, but the customer service was lackluster. To be clear everyone was ""nice"" but kept telling me they couldn't do anything to help me.  People kept giving me the ""sorry, I can't help you"" line.  For example, I had a $30 credit for food from the organization that booked the hotel for me, but apparently, that couldn't be used for room service, only the restaurant, that didn't open until 11 am, so I ended up paying out of pocket.  When I asked, ""why?"" I just got ""sorry, I can't help you.""  When I asked about the car service and the car wasn't available, I just got shrugged shoulders.  When I called later, to let them know I left my scarf in my hotel room, they told me they couldn't do anything for me. Instead, I had to submit a ticket to ilostmystuff.com and pay to have my item returned to me.  Nothing out of this world, but little reasons that I won't be coming back.","4/18/2018"
"Gorgeous hotel, eco friendly, fantastic location. The entire interior smells like a sandalwood Forrest, like a mix of Le Labo Santal 33 and fahrenheit cologne. It's utterly dreamy. I love the tech aspect of it, everything you need is on a personalized iPad next to your bed - thermostat controls, lighting and ambiance options, room service, car rental, turn down service, weather(!)... everything you need. I've never had an issue with the staff in the times I've stayed here, they are all courteous and friendly. The complimentary comfy socks are outstanding, the robes could use an upgrade. Yoga mats provided in the rooms also and a filtered water dispenser. The location is right on the water, you an have a picnic and watch the sunset over Manhattan and Lady Liberty every night. It's really something special. Treat yo'self and give this place a shot.","7/30/2018"
"This is one of the most Beautiful and hippest places in New York. The vibe is unmatched. Every little detail at this hotel was carefully picked out and put in place. The rooftop has a breathtaking view and an awesome bar that offers handcrafted cocktails. This place is a must see!","9/30/2018"
"I live in the neighborhood, and needed to move apartments. When I went to drop off a suitcase, Bethany at the front desk arranged for early check in at 9am. I hadn't even asked and she just kindly offered. Then she upgraded me to a room with a beautiful view of the Statue of Liberty. And then Anthony, the bellman, was so generous and kind bringing my bags, helped orient me to the room, and was extremely professional and courteous. A lovely experience amidst the stressful experience of moving apartments. And then of course the hotel itself is just great!","1/30/2020"
"The management of this place decept me a lot. I really love the design, the view and all the decoration.  I came here few times already but I will not.","3/29/2018"
"How can this place be a 5 star hotel? The location, rooftop bar, and rustic style are major pluses but our 2 night stay experience was a little subpar. We booked two rooms and when we checked in at 1430 we were told the rooms weren't ready yet. They offered to hold our bags so we dropped them off. Usually check in is at 1500 and they said they would call us when the rooms were ready so we lounged around until we got the call at 1530. Minor delay since we had a dinner at 1700 but it should be fine I thought. After going up to our room, we expected our bags to be delivered already but they were not so we first waited 15 mins then called. They said they would deliver them right away. Waited another 15 mins called again, they said sorry and then said they would deliver them right away. Another 15 mins, I just went downstairs myself to pick the bags up. What a waste of 45 mins. While we were getting ready for dinner (changing), another guest enters our room with her key. Both of us are surprised by what just happened. She calmly said she would go back downstairs and I called immediately to see what was going on. The receptionist apologized and said they would fix the problem. A couple mins later the manager called saying sorry about what happened and offered us a round of drinks. We were in a hurry and don't really drink so I declined. At the end of the call I was informed that I needed to swipe my card for incidentals. Epic fail check in I say. During our stay, we heard some noice coming from the room upstairs as if they were dragging furniture and load screaming in the hall ways. I can conclude that the rooms are below average sound insulation. Lastly the shower water pressure and temperature change from weak to strong from hot to cold so their plumbing may not be the best depending on if other guests flush or are also taking showers. In conclusion, we paid about ~$400 a night for the non-scenic view rooms. The location is awesome as it's a bridge away from Manhattan and is very close to shake shack and Juliana's pizza. There are great water views of Manhattan and the Brooklyn bridge but  the hotel service, insulation, and plumbing are suspect. Maybe they will improve since they are relatively new but for now I'll have to rate them as needs improvement.","10/9/2017"
"I will start off by saying that the limited staff that was available was incredibly courteous. Robert and Mary at the front desk had a wonderful smile on their faces, after what you could tell was a very busy weekend. Unfortunately the remainder of our stay wasn't as pleasant. Upon arrival there was no valet so we had to lug our bags from the parking garage. Check-in was simple but it wasn't made clear that we had to use our cell phones for any requests, we tried to use the hotel phone which had no answer causing us to go downstairs and talk to the front desk directly. At which point we were told we would receive a text message and needed to reply to that number for all requests. There are a few problems with this: the fact that we needed to be aware of our cell phones the entire stay was a stress point for us and completely defeated the purpose of our stay as our plan was to have a technology detox and shut off our phones entirely. Not only did we need to be aware of our phones for any requests but we then had to coordinate all food deliveries instead of having the staff deliver it to our door. Once again we stayed at a hotel so we could rest and decompress and this did not allow us to do so. Of course we understood that this is an uncertain time so we were willing to turn a blind eye to most of these inconveniences as we were receiving a great deal in the price. But there are a few things that were totally unacceptable: 1. Our room was located right next to the stairs. Normally this wouldn't be a problem but due to COVID-19 I think there was a lot more foot traffic due to the limit of people in elevators. All we could hear most of the day was the door opening and closing heavily. 2. We had our privacy turned on however a staff member decided to knock on our door. We thought it was an emergency so we ran to get ourselves presentable for someone to enter the room. Once we were just about ready the staff member spoke and let us know he ""wanted to fill the mini-bar""... we did not request this and the disruption did not come at a good time. 3. We were told we could have a late check out (4PM) and then we once again got a interruptive knock on our door @ 1PM asking us to leave immediately because they were no longer offering that courtesy. 4. The reading light on the side closest to the window did not work at all which is pretty essential for us before bed. 5. We only received one shower towel and no robes or slippers in our room. Overall the cons, outweighed the pros and this was not what I expected from the 1Hotel Standard. I confronted the manager Hans directly about our issues and his response was to credit our $35 dollar destination fee. I'll let you decide if you feel this is a proper compensation.","8/21/2020"
"So glad I didn't let bad reviews sway me away from this gem. Meagan (Concierge) was thoughtful and caring when a situation came up. Tori ( front staff) was great from email to in person. Jonathan (Concierge) goes above and beyond! Housekeeping manager was defensive when it came to cleanliness issues I found in the room but they did move my room and gave me a late check out so I was happy with that. I just wish she would have listened rather than defended. BUY a hotel candle in the cafe! CHECK out the Eco friendly practices in every area as it makes you self check your own daily practices. Timing in showers, no plastic and lighting. OOOPS I broke the timing glass mechanism in the shower to time my shower to 5 minutes. I mean when you add soap and glass in a shower it is not a good mix! I didn't care for the wood scents in the bathrooms either but I got the approach to the hotel and accepted it. Pool itself is a nice vibe and view. There rooms are very thought out with every single area. PACK a water bottle to fill up in your room in the entry water fill up. Such a great idea. MAKEUP lighting yessss. I appreciated that. Main issue was I went to the outside eating area when they first opened.  There were only 3 of us drinking and eating and they gave me the wrong credit card after charging the wrong credit card for my food. Too early for an oooops moment in the day. We also reserved seating at the reserve area and was told it was $150 minimum however they changed it to $300 when I arrived. That had to be the most aggravating thing. Above all this hotel is not perfect but neither is your house. So I would still give it at least 4 stars and reccomend  it to everyone.","7/9/2018"
"Beautiful roof view no matter day or night. Fresh fruit provided at lobby everyday. SUPER friendly and helpful staff. like Eco-friendly concept hotel It's pricey -- however, compare to what you can in Manhattan. it worth the $$$$. Great location under the Brooklyn bridge. Walk distance to various eats and funs.","9/14/2018"
"Terrible service. Stay there one night, got charged 2 days valet parking. I talked with the front desk and got confirmed they will refund me, however they did not process any refund. The worst luxury hotel ever. Room is extremely tiny, all you get is the view.","10/3/2020"
"Drinks are expensive..but that view though! Hard to find parking around there so I suggest taking a cab.","10/4/2019"
"Brooklyn waterfront is my favourite part of NY and this hotel rooftop offers the perfect view. Plenty of room to hangout at grab a drink. We simply walked in on a summer day after a 10 minute wait to get on the elevator.  I did see tables which can be reserved for lunch/brunch. If youre staying at the hotel they also have a pool, but this is not accessible if youre not a guest. Perfect summer rooftop for a drink","1/28/2018"
"I have been to the rooftop at the One hotel in Brooklyn a number of times. When our friends came from Seattle a week a go, we decide to take them to see the beautiful views from the rooftop and have a few drinks. But when we came there was a $20 DOLLAR CHARGE PER PERSON.  Are you kidding. There are so many rooftops bars that don't have a charge. Total ripoff we didn't go, and there was also a large group in front of us that decided not to go. I told them go the the Gansevoort hotel or top of 30 rock, both are free. You should be embarrassed.","6/11/2019"
"Looking for a place to enjoy beautiful weather in the evening? Walk and and talk the elevator straight to the roof, which is open to anyone (not simply hotel guests). Plenty of seating, heat lamps sprinkled around, and plants to keep the vibes fresh. The view of the Brooklyn Bridge and Manhattan skyline is INSANE from here- just breathtaking, whether you're a Brooklynite or just visiting. Need a snack? Get the giant plate of French fries (and maybe a glass of red wine).","10/23/2017"
"June of 2017 my daughter and I did NYC. We walked across the Brooklyn Bridge and found this gem. Spent the day enjoying Mojitos and Rosè!  Incredible views, pleasant staff, and cocktails reasonably priced.  Get there early to get a seat with a view.  If you want to see the sunset and enjoy magnificent views. This is the place!.","5/30/2018"
"'Love the view, staff, and the food. The rooms, not so much. Upgraded room with a view is incredibly dark. Small. One sink. And a counter the size of a large pizza box. We've stayed multiple times; don't think I can do it again.","11/27/2019"
"We were out Sunday riding when my bf and I decided to stop for a drink. We asked if we could sit at the bar and our bikes were left in the lobby since there weren't bike racks in front. We ordered two drinks and took a seat on a sofa. Beautiful place - gorgeous furniture, lighting, and decor. I finished my drink, Ray went to use the bathroom, and I started making my way out to get the bikes.. I suppose we stood out, I was in a hoodie and my bf a large messenger back on. We look young too. Very set apart from the other adults dressed nicely. Perhaps the only latinos at this time.  I can't think of any other reason why we would be mistreated.. A short statured white man rushed over to me and says ""you can't come here with bikes and this is not a public restroom"". I said ""okay, but we sat here for half hour and had drinks, so what's the problem?"" There were now scooters in the lobby as well. Ray appears and tells him, "" you just told me the same thing and I told you we were having drinks, now you're talking to her like we didn't speak?"" The guy says, ""the bartender said you didn't"" and Ray responds, ""you're lying, we can go back there and ask him now""..  The guy declined and they exchanged a few more words. I wanted to disappear! Highly embarrassing. We left so upset. It ruined our experience and almost ruined my whole day!","4/2/2017"
"Horrible service. This is such a beautiful property, but the people working there are so rude- and totally don't get what the service industry is about.  I went to the lobby bar once and had poor service, tried the roof deck on my second visit and experienced even worse service. Sorry friends- to those of you that are calling this place a ""true five star"" and ""best place ever"" - you need to get out more.  This place needs to grow up.","8/11/2017"
"Terrible stay. For the money you spend it's not flexible and the customer service is horrible . If you're wanting to just stay in your room it's great but it is a pain to use the amenities and the rooms are 400 a night. You can get more out of a holiday inn.i do not recommend","8/9/2020"
"Super trendy-cool hotel. The lobby is the epitome of chill vibes. My roommate and I studied for 4 hours, perfectly content with the atmosphere. The music level is good; not overpowering, not cringingly soft, but just the right amount for Shazam to catch the song playing. Dogs are welcome, which just makes the atmosphere SO much better. Sound does not travel due to the large open space and floor-to-ceiling windows. The bathrooms are to the right of The Osprey and down the stairs to the left. They're communal with designated women and men stalls within the restroom, but they all share sinks so don't be alarmed when there's a man washing his hands outside the stalls. Overall I'm very impressed by this place and it's definitely one of the spots I take people when they come to visit the city.","3/18/2018"
"Me and my husband have spent one of our best days in New York City here in 1 hotel. We stayed in hotel 1 Brooklyn bridge to celebrate our 9th anniversary. We felt in love with the concept of this hotel. All staff was very friendly, the let us to take pictures with professional camera and guest photographer. Even rooftop staff let us photoshoot for 15 minutes or so (we didn't know that we had to get a special permission for shooting, since it was our first experience in NYC). The room design is very cool and the view to Brooklyn bridge and Manhattan is amazing! In - Room food was pretty good and the menu is not overpriced. We also enjoyed our breakfast at the cafe on the first floor. Location is great to hangout in Dumbo area or downtown Brooklyn. Some day we will be back! No doubts!","3/26/2018"
"Gorgeous location is small compensation for the thin walls, strangely un-private bathrooms and faux-hipster WeWork style vibe.  Oh and the rooftop bar has a $50 per person minimum even for guests.  And was it me or are the beds a couple inches shorter than normal?","7/17/2020"
"Where are the baby changing area in the lobby/basement bathrooms?! Came here with a friend and his baby and there was no baby changing area to our knowledge.","8/10/2019"
"I want to give it 5 stars, but I'm picky.  The reason I knocked it down a star was for 2 things.  First, I could hear the neighbors very clearly from the adjoining door.  I can get that at a cheap hotel, but was surprised to hear clear conversations (and more, if you get the drift) during my stay.  Secondly, I personally didn't like the clear shower doors.  They have opaque for the toilet, but not the shower.  I was here with family, so it was a bit awkward. But overall, the view is unparalleled, and I wouldn't want to stay anywhere else.  Rooftop bar was always crowded, fyi.  The staff was amazing and very attentive as well as polite.  I'd give the overall experience a 5-star, and will guarantee that this hotel is going to be booked solidly.","8/13/2017"
"Beautiful hotel and an even more incredible staff. They gave us a room upgrade free of charge! Was planning to spend the night here but unfortunately something urgent came up and my partner and I had to leave at night. We were extremely upset but as I was checking out, the staff was so understanding and did not charge us for the night I booked! We were so surprised as we were not expecting this at all. Will definitely come back here to spend a weekend here. The view from the room was just absolutely breathtaking. *Room 815 was beautiful!!!!*","7/2/2018"
"Quite possibly the best rooftop bar I've been to. Excellent, accommodating staff. Music is chill but upbeat to accompany the day drinking. Great local Brooklyn beer selection - try KelSo. That view tho... full view of the Brooklyn bridge, Manhattan, and Dumbo park. Perfect day drinking spot.","8/5/2017"
"Nice hotel with spacious rooms in DUMBO. Environmentally friendly hotel and service was good, but be prepared to walk a little to restaurants, the hotel is a tad isolated. Nice views of the Statue and the city. Also, if you are a soft drink lover, bring your own or go to Peas & Pickles nearby - no soft drinks at this property.","1/21/2018"
"My family came to this hotel for my daughter's wedding. The first person we were introduced to was MJ and what a wonderful way to meet the culture of this hotel. Through our whole stay it seemed as if the whole hotel was at our disposal. We had many  vendors and visitors coming and going and the front desk never met a beat. We received a greeting from all workers whether in the lobby or on our floor or outside. Since employees do not wear uniforms it was hard to distinguish. Thank you for making what could be a stressful time a pure delight.  We will all be back.","9/18/2017"
"Amazing customer service. The decor and atmosphere is very organic and earthy. The customer service is great and promptly. They offer umbrellas at the entrance for rainy season. I love that there is a coffee shop next door that offers variety of pastries, smoothies, coffees..... The staff at the hotel doesn't have an assigned uniform which makes it a little difficult to differentiate from the rest. But otherwise, they are vey attentive and courteous!","4/5/2017"
"My husband and I stayed here for our one year anniversary this weekend. The front desk staff was very friendly and accommodating. Our room was amazing and the view was breathtaking. There was a room mix up and we received a complimentary wine and cheese board. We will definitely stay here again!","11/6/2017"
"1 Brooklyn Bridge is a place that is simultaneously an effortless extension of Brooklyn itself and also a sanctuary from the hustle and bustle of reality. I was fortunate enough to stay a night during its opening weekend and can't rave enough about the experience! Located right on the Brooklyn Bridge waterfront, it's close to almost all the major train lines, the ferry, the promenade, and some iconic restaurants (Grimaldi's, Juliana's, etc.) It's a short ride to the city but also removed enough to appreciate it as a whole--quite literally, because you really can't get views of downtown Manhattan anywhere else--I had an amazing view of the Statue of Liberty from my room! What really sets the hotel apart for me is that every detail stands for something. The concept of Brooklyn and green living is in everything you touch here. I was truly impressed by the amount of thought out into every single detail, from the moss plant in the room, to the hemp mattresses, to the coat hangers with poetry on them. Their robes are also made of a sweatshirt material and were the softest ones I've ever worn! In addition to the green, eco feel, this hotel is equipped with every piece of modern technology that you can think of. Each room comes with an iPad where you can control everything from room service to temperature. Their room keys are also made of reclaimed wood with chips, not magnetic strips--a much appreciated upgrade from regular key cards--so you can keep it next to your phone without fear of it becoming demagnetized. The hotel lobby also doubles as a beautiful lounge with a great selection of local beers/wines and craft cocktails. I also saw several pups downstairs so it's a very dog-friendly hotel. Service is also so incredible here. Everyone from the front desk to room service was friendly, polite, and made me feel like a really valued guest. All in all, I highly recommend 1 Hotel Brooklyn Bridge for a stay. Whether you're a tourist, a business traveler (they have great conference rooms too), or a native treating yourself, you will have an unique, immersive, and truly unforgettable experience!","3/5/2017"
"Customer service is amazing. Walked in and the people were so accommodating and friendly. Best cookie in dumbo:)","5/6/2018"
"Love the place.  Great view.  Definitely will go back only on special occasion","8/7/2019"
"We had stayed here while prepping for our wedding at nearby Jane's Carousel and it was THE best hotel experience we've ever had. I contacted the GM prior to our stay and she was amazingly helpful and reaffirmed our decision to recommend this hotel to our wedding guests. The hotel is absolutely stunning and our views from our suite were breathtaking.  The suite and the views served as the perfect backdrop for our pre-ceremony photos. Most importantly, the customer service was stellar! I had a ton of deliveries to my bridal suite, we had our first look photos on the rooftop, and used the tesla to check out our reception space.  Barring one rude staff member on the rooftop, EVERYONE was so kind and helpful.  Everyone knew my name and went out of their way to make sure I had a good experience.  Special shoutout to MJ. Thank you from The Millers and our wedding guests!","3/21/2018"
"Don't understand some the bad reviews... space is beautiful, view can't be beat.  Wait staff was attentive ( Aiden ). Security has to be tight, unfortunately it's the world we live in today. One star off for a very small bites/food menu.","7/25/2017"
"Beautiful hotel, courteous staff, good bar, good restaurant. The fire alarm at 1am sucked, but these things happen. I love the way the place is lit.  Linear indirect everywhere, it's just beautiful.  The whole design is really well considered. I checked in at around midnight, exhausted and cranky, but the host turned it around.  She was incredibly welcoming and friendly; completely changed my mood. I forgot toothpaste and they had to me in 5 minutes. The bar has an amazing view and a great selection of whiskey. All in all a great experience.","3/17/2018"
"One of my favorite hotels in New York City! The views are breathtaking! It has a sense of feeling as if you're at home. Friendly staff-- Remi helped us out when we had questions and was great! They have thought out about design and hospitality and you can sense it here. Will definitely stay here again.","3/4/2017"
"Came here on a Friday evening and there wasn't a line! Which is amazing because the views and atmosphere are unmatched but you would find yourself standing in line at any manhattan/Williamsburg rooftop! The vantage point of the rooftop is amazing as you are at eye level of the nearby BK bridge, what seems to be hovering over the East River and directly across from FiDi. Highly recommended for the rooftop enthusiast.","10/7/2017"
"I will start with what we loved (and we loved a lot!) This hotel is beautiful and the design of both the rooms and common spaces is unique and welcoming. This hotel is in a perfect location for exploring any area of NY, multiple close subway stops and the ferry is also close as well.The views of the Brooklyn Bridge and Manhattan steps from the hotel are also just incredible! We booked a DUMBO King, our view was facing another building, I requested a nice view when booking my reservation online however I knew that would not be guaranteed. The room felt large for NY standards, we have stayed in NYC hotels which felt like a jail cell because they were so small. This was not only spacious but a relaxing space to be, I especially loved the filtered water fountain (genius idea), the fact that you could actually open the window to get fresh air, and the IPad to control lights and view info about the hotel. The bed, sheets and shower were all great as well. As some have noted, there is an open layout to the bathroom, this was fine for us but obviously something to note. We had drinks at the Social Club on the 10th floor, service, drinks and views were all better than expected and I recommend checking it out. We also took advantage of the free Tesla outside that will take you within a few mile radius, our driver was so nice and it was cool to ride in a fancy car we would never be in otherwise. They do not advertise this at check in but it is on their site, if the car is sitting outside it is yours to hop into, no advance reservation needed. And now for the things that need some attention: -Cleaning service: We left our room at about 10am, came back at 245pm and room was still not made up. They did come by at 3pm but we were getting ready so opted out of service. I feel a hotel of this caliber should make up the rooms earlier in the day. -On our second night, we were awoken by an alarm at 1am. Someone came on to say it was a false alarm but we could not hear anything but mumbling because it was in the hallway, we called down. All was ok, but no apologies issued at check-out. -Neighbors (the market downstairs): Needs work, staff seems more interested in chatting with each other. Service seems pretentious and careless, and muffins/breads/coffee is mediocre and overpriced (you can't be both). -My sister wanted to pay to upgrade our room to one with a view as a late birthday present for me. She told me afterward that she called about 2 weeks before my husband and I were checking in and was told she would need to call the day of and would not be able to do this in advance. She called the morning we checked in and was told they were booked and she should have called in advance for a room with a view. So misinformation. Also, the hotel was not full and I know this because friends were going to join us and the day before we checked in I went online to see if there was availability, they had rooms available in every category. So a little annoying. -Check-out: At check-out we were not asked how our stay was at all and had to ask for the charges that were to be placed on our card. It was curt and robotic, and not in line with a hotel at this level. Overall, we enjoyed our stay because of the beauty of this hotel, comfort of the room, and perfect location and will be back in hopes that they work on some things.","3/16/2018"
"Horrible service. Went to the main bar twice and got ignored with couple of my friends, tickets might made them busy or just bad service. Next time just get your head up and say hello. Might give you 3 stars for bad service. Good luck.","9/2/2017"
"Loved going here to try a lavender cocktail and can't wait to go soon to get the Osprey drink! It feels like you are on vacation when you're not. Awesome spot to hang out and have drinks.","5/31/2019"
"I cannot say enough great things about this hotel. From the amazing views to the accommodating staff, everything about my stay was on point. Highly recommend.","6/15/2019"
"Really nice rooftop with a beautiful view. Good place to chill. The entry fee was $20 per person. I tried their Italian sausage in a bun. It was pretty good. Overall, would come here again.","8/6/2018"
"Pretty hotel.  Views to die for. We had the second nicest room in the hotel and they upgraded us to the best one - we had such high hopes. But the raves stop there. Terrible service.  Gave us the wrong room keys, with the wrong rooms on them - and we kept directing our friends to the wrong room. The keys never worked, they lost our brunch reservation, and refused to pick up our room service unless we put it outside the suite (but never asked us to do so). We called three times before they let us in on the joke. It's a great locale but has a long way to go before it's a five star.","12/9/2018"
"It's a ""Likkle"" pricey. However; I absolutely fell in love with this hidden gem! My friends and I had drinks at the restaurant in their lobby, and the drinks were amazing, our second round was able to be transferred into plastic cups so we could go take a tour of the rooftop bar. Isaiah was our bartender and showed us a great time for our our first visit! We got lost in good conversation, amazing drinks, and breath taking views of NYC''s Skyline. The rooftop does get a bit cramped after sundown, but they have plenty of room to accommodate guests in their lounges!","8/9/2019"
"Wow! This review is mostly for the rooftop bar, but also for the hotel in general. We went for some drinks on the roof and the view is incredible! The hotel is beautiful and well designed. Definitely rustic urban chic, which works really well in this area. The view is stunning and our tourist guests were very impressed. Sunday evening was complete!","10/22/2017"
"I went to 1 hotel last week and may I say I have never received better service in my life. A girl, I believe her name was Irma, was our server. Lovely sweet girl. She was a rockstar. I will definitely be coming back service again was amazing!!! Drinks were also great!","8/4/2020"
"This place was EXCEPTIONAL. I would give it 6 stars out of 5 if I could. We splurged on two nights at the hotel during our five day stay in New York, and was not only the best part of our entire trip, and although a bit pricy (I went for the Statue of Liberty room, the view was breathtaking) was completely worth every penny. ***Pay the extra money for the room with the view - we literally could have spent our entire time in Brooklyn in the hotel room, sipping coffee and enjoying the view***. The rooftop pool was great, and although ""outdated"" in some reviews, thought it was perfect and had the most epic views of the New York City skyline. Perfect for a relaxing afternoon, something that is difficult to find in such a busy city. Cocktails from the rooftop bar were great, and the coffee in the coffee shop/cafe in the lobby was the best we had from the ten or so coffee shops in the city we visited during our stay. We are huge coffee connoisseurs, so to us this says a lot. Location was also wonderful and close to the subway station when we arrived, as well as walking distance to everything. As someone who has worked in the hospitality industry for years including restaurants and high end hotels, this place seriously has it figured out. The temperature when you walk in the door, staff at the front desk and bellman who assisted us with our bags, lighting, decor, views and even the signature smell of the hotel which was pure perfection. I could go on and on, but to sum up my feelings on this place I'll tell you that it was one of the best and most unforgettable experiences of my life - truly making the trip what it was. When I return to Brooklyn for my next visit, this will absolutely be my first choice during my stay. Truly exceptional.","7/27/2019"
"Amazing stay and views of the iconic Brooklyn Bridge. The hotel is super cozy and you feel at home. It's pet friendly. Want to give a shout out to Melinda and Ivan. Amazing staff and super welcoming. Loved the shower!!","3/4/2017"
"Timothy morrissey was so nice and kind. He went beyond to help us check in early and make us comfortable.","7/10/2020"
"We were at Dumbo Brooklyn Hanging out. We decided to walk into this hotel to see if it's a place we would like to stay. Door men greeted us very welcoming. That atmosphere was relaxing with the large lounge areas. It was relaxing scent and feel almost like a spa.  We strolled around and the staff was very welcoming.  They offered us complimentary beverages and apples.  Gotta say for not staying there it was inviting to be there. Looked up rooms and they are so nice. The roof top pool is awesome for the summer.  Definitely staying here next time.   The one  down is because I didn't actually stay here.  When I do. I expect it to be a full 5.","12/27/2018"
"Just celebrated our 20th anniversary of marriage. And it's been a year of change and new things. We left our three kids with our oldest daughter who just turned 18 yrs old, so yeah. For us it was a staycation but wow what an experience. Our room was on the 10 th floor and oversaw Dumbos core n the classic Manhattan bridge. An amazing view. The interior decor of the hotel was industrial rustic modern. They made full use of all the elements: greenery, Stone/concrete, salvaged wood, n iron. Everything was beautifully executed. The room was so comfortable and stylish, the shower was so inviting, we must of taken 4 showers in our two day stay. The restaurant Osprey complimented our stay. Staff was friendly n accommodating. Honestly, I was put into a sedated state, complete relaxation. The setting made for real intimacy. The best part for us was that we were only 30 minutes from home so we can easily go back for more. This place with its surrounding Brooklyn Bridge Park n iconic DUMBO neighborhood really captures the best of Modern Brooklyn at its best. Well worth a visit and stay!!!!","4/18/2019"
"They use Laz parking and they damaged my 2019 Dodge Ram back in November of 2019 and still have not paid to repair my truck","5/21/2020"
"My boyfriend and I stayed here for 2 nights. Our suite was simply amazing and the view was just unreal. From check in until check out, the front desk receptionist was polite, attentive and accommodating. I really appreciated the attention to detail (espresso maker, hair tie, lip balm, cozy socks and robe...the little things!) We travel quite frequently in and outside of the U.S and we're pretty discerning when it comes to hotels and this place did not disappoint! My boyfriend now refuses to stay at any other hotel in NYC, which is fine by me. Thank you 1Hotel for a dreamy stay.","4/11/2019"
"Nice and green rooftop but having a lunch a sunny day we request 2 times to have a cold beer and finally was fine but not enough. And later 2 gardeners were working around us and removing bags for bins. It seems that staff need more trainings in special for summer time.","6/6/2019"
"Arriving in the Dumbo area of Brooklyn by ferry on a summers day, we dropped into the hotel's rooftop bar. It was relaxed and welcoming, sparkling in the soft evening sunlight. And if drinks were a bit overpriced, breathtaking views over the river and the idea that we were staying for just the one compensated us for the few extra dollars spent.","7/2/2019"
"Great new 1 Hotel. Amazing views. Still working out a few bugs from just opening but the staff is great in making up for it. Roof top nor restaurant are open yet (June?) but the park and neighborhood are a great alternative. Running across Brooklyn bridge in the mornings is nice too. If you like other 1 Hotels, you'll love this","5/1/2017"
"Absolutely beautiful view. We spent a good 3+ hours at a reserved table from 4:30-7 and watched the sunset; visiting from Seattle just for the weekend and we came here post brunch in Manhattan and pre-Cityfox Live EDM fest in Williamsburg. Very loud party vibe struck up after we'd settled (a big family's birthday party was happening close by) this event. But between the quiet cold winter rooftop and the lounge with a perfect view of the sun setting, the bridge, and lower Manhattan's twinkle we were satisfied. We only ordered drinks and nuts because we weren't very hungry. The food menu was just okay, and the tab wasn't small by any means (we were only 2) + we got shoo'd out for a private party + overcharged ""mistakenly"" twice by our waitress when cashing out, but will definitely return based on the overall quality of the experience (fairly attentive and kind staff, view, comfy table, good drinks).","3/8/2020"
