"ReviewContent","ReviewStars","ReviewerInfo"
"Scooter stopped working after 2 months.  Amazon warranty is only valid after manufacturer warranty expires so was forced to deal with Segway customer service who said the only repair option was to ship it to them which costs ~$200.  Not a good experience.","2.0 out of 5 stars","Reviewed in the United States 🇺🇸 on October 11, 2022"
"Pros: comparing to another scooter I bought before, this one looks more elegant; it’s fairly light, but don’t expect to carry it for too long as a daily routine - not because you can’t, but because it’s a pain for most of us, unless you are one of those people with excellent muscles. Con: Took one week for the item to be shipped out Statistics: full charging time is around 5 hrs","4.0 out of 5 stars","Reviewed in the United States 🇺🇸 on April 30, 2021"
"I bought this for my 10 year old son and now I want one for myself. I'm an averaged size adult and I can get it up to 21 miles per hour! I have no complaints","5.0 out of 5 stars","Reviewed in the United States 🇺🇸 on March 6, 2022"
"I think it’s a great toy for a 10 year old but not useful to commute at all. Battery life isn’t the best and it does not go the full 12mph it says. Honestly spend 200$ more and get the one that goes from 15-18mph. A lot faster which is easier to commute and battery last longer.","3.0 out of 5 stars","Reviewed in the United States 🇺🇸 on February 6, 2022"
"My husband and I have a great time cruising around the neighborhood on these.  It's also great for keeping up with the kids when they are riding their bicycles or scooters. Fun toys to have.","5.0 out of 5 stars","Reviewed in the United States 🇺🇸 on March 2, 2022"
"Only been using it a couple days with my kids but it seems to be running smooth. Left one star off because it’s silly that this model can’t change the default speedometer from km/h to mph.","4.0 out of 5 stars","Reviewed in the United States 🇺🇸 on August 22, 2021"
"exactly 13 months after purchasing, the display started showing an error message and can't charge anymore. For the cost, i would expect it to function for more than 1 year.","2.0 out of 5 stars","Reviewed in the United States 🇺🇸 on October 18, 2022"
"Beautiful & well made.  No need to use any Bluetooth ever.. bright light but wish it could be throwing farther.  No exposed wires at all.. the batteries live in the large shaft to the handles... easy to use buttons for ft brake.. its just a bit heavy to weild...but much lighter than some others... I dented the wall while carrying it thru the house so be careful...it id much bigger than a kid one...thus is for adults","5.0 out of 5 stars","Reviewed in the United States 🇺🇸 on June 26, 2021"
"For the price, this scooter can’t be beat. Very high quality, easy to use and get used to. I personally would have liked a scooter with a higher weight limit and a longer range/battery life, might even get one one day. But for a first time buyer and for half the price I got this one and it does everything it claims it can and does it well. Very happy with my purchase.","5.0 out of 5 stars","Reviewed in the United States 🇺🇸 on September 24, 2021"
"Really great scooter for the price.  It's perfect for cruising around the city or short commutes.  I'm able to take this scoot downtown and skip commuting and ridiculous parking fees.  Easy to fold up and carry and it charges quick.  It's a blast to ride.  Only downfall is the battery life is fairly short when riding in ""sport"" mode.  Still plenty of charge for short commutes.","5.0 out of 5 stars","Reviewed in the United States on October 8, 2021"
"great product. climbs uphill more steep than advertised. very pleased. strongly recommended.","5.0 out of 5 stars","Reviewed in the United States on May 10, 2022"
"I will be glad to update this review if I can get a fix for my ninebot scooter.  Bought it last October.  Assembly was easy.  Put it on the charger overnight - but it never really hit 100%.  Rode it one time and then the weather was too cold.  Stored it in the house (no cold temps).  Got it out a couple of weeks ago to ride it - charged it again overnight, never got to 100%.  Rode it for a bit one day, then plugged in the charger.  Appears to not charge at all or really slowly with the scooter powered off, so I powered on and charged it.  24 hours later still only 88% charged, per the scooter readout.  What am I missing?  I'm way past the return date, and it was a little expensive to just toss it.  Maybe someone reading this or the manufacturer can tell me how to get it to charge in a few hours (cause if it was for commuting, it would have to recharge in a reasonable amount of time), or how to get it to charge to 100%? Here's what I like about the ninebot:  It's easy to assemble out of the box.  It looks good.  It's easy to learn to ride, and it's fun.  Want to love it, but a little frustrated.","1.0 out of 5 stars","Reviewed in the United States on March 17, 2022"
"Nobody should complain about its battery life and speed. If you drive off-road and bumps at high speed, full throttling, you are abusing it. Just like your car, you shouldn't full-throttle it all the time. No, it doesn't have Bluetooth and speed change settings. It's your fault that you didn't thoroughly research it. No, it's not a toy. No, your children shouldn't ride it and abuse it till it's broken.","5.0 out of 5 stars","Reviewed in the United States on October 8, 2021"
"I bought 2 of these scooters I absolutely love them! After my friends saw me I ordered them 2 more. Easy to put together, it takes about 2 hours to charge completely. It definitely has 12miles radius I bought a lock for it would definitely recommend it.","5.0 out of 5 stars","Reviewed in the United States on December 14, 2021"
"Quality build and portableness of the scoot makes this a great purchase for my young son. He is 9 so it's a little big, but he can easily control it safely. I road it too, and I am 190lbs.","5.0 out of 5 stars","Reviewed in the United States on January 20, 2022"
"This gift was not expected , but when it arrived it put a smile on the recipients' face.  The speed should be a solid 15mph or greater.  The frame is solid and I feel comfortable that it will last for years.  Battery life is a steady 90+ minutes.  Please define or use better questions when survey an item. The thickness and Sheerness I'm not sure what Amazon is trying to ask.  Just give them the standard rating.  The  Segway Ninebot ES1L Electric Kick Scooter, Lightweight and Foldable, is great.","5.0 out of 5 stars","Reviewed in the United States on January 27, 2021"
"","3.0 out of 5 stars","Reviewed in the United States on June 21, 2022"
"The nine bot is a scam. If you read all the bad comments please listen to them. I was lucky mine worked for a month and suddenly Stopped running. We tried opening the battery parts and saw that its been opened before. They reuse parts and fix them so they temporarily work. Dont buy","5.0 out of 5 stars","Reviewed in the United States on November 13, 2021"
"I'm not sure how far it will go, but with me on it at 230lb it went 8-10mph. With my daughter under 80lb it went 14 or 15 mph.  Just get it moving manually then press the throttle up and away you go.  Has throttle down button and physicL foot brake on the rear tire for faster stopping","5.0 out of 5 stars","Reviewed in the United States on October 27, 2021"
"This thing worked for about one hour.  We had fun while it worked, but it immediately started showing an error code, so decided to ship it back.  The was/is not one of Amazon’s easy returns since we had to box up, print the return label, and tape up the return, so after we are refunded, we are going to buy an electric portable bike instead.","2.0 out of 5 stars","Reviewed in the United States on July 29, 2022"
"This saves me so much time and walking.","4.0 out of 5 stars","Reviewed in the United States on November 10, 2021"
"I loved the idea of owning my own scooter. I travel a lot and through this would be fun to take with me. Problem is this thing hates hills. You have to walk it up hills or at least kick it the entire way. Even small grades really slow it down. If your going to spend 300 bucks spend another 200 and get one with at least 800 watts of power.","3.0 out of 5 stars","Reviewed in the United States on November 11, 2021"
"Got for my son to get to and from high school each day. Uses about 15-20% battery for about 4-5 miles of use. Works even in a little bit of snow as we live in Utah.","5.0 out of 5 stars","Reviewed in the United States on January 11, 2022"
"Pretty nice scooter :) Foldable and good for short commutes :) A bit heavy for me so I fold it, lift and roll it on its one wheel with the handle in my hands when walking around… I hope that won’t break it lol Few weeks later and it still looks good tho :)","5.0 out of 5 stars","Reviewed in the United States on October 28, 2021"
"Great , love it ❤️","5.0 out of 5 stars","Reviewed in the United States on May 27, 2022"
"It was great for commuting and the mileage wasn’t bad, but the battery did significantly slow after a month until it completely stopped working. Kept getting error 22 and my full battery would just completely drain","5.0 out of 5 stars","Reviewed in the United States on January 15, 2022"
"So far so good!  Our son loves it.  It is definitely sturdy for bigger adults.  We have only had it a month but happy.  It is not industrial and light like a regular kick scooter but great for commuting.","4.0 out of 5 stars","Reviewed in the United States on May 5, 2021"
"My son loves this scooter. The speed is in kilometers not miles and can’t be changed so we just have grown accustomed to the conversion. Fun scooter used for riding around the neighborhood for pleasure.","5.0 out of 5 stars","Reviewed in the United States on January 15, 2022"
"Love the flexibility. We usually use on short rides abt 30mins to 45.mins and so far good with battery. Feel like a lot of thought went into this model. The one con for which I did not give a five star is the kickstand. Wish it is more long and sturdy.","4.0 out of 5 stars","Reviewed in the United States on March 3, 2021"
"The grandkids love it!!  They ride it up and down the road and nearby bike trail continually.  Make sure they wear a helmet.  It says to be used by 14+ but my nine year old grandson mastered it very quickly.  If I can lose 5 more pounds I think I'm gonna like it too.  If you live near a bike trail, a quiet street, have sidewalks, have kids or grandkids, or are under 220 lbs, get one.  Loads of fun : ).","5.0 out of 5 stars","Reviewed in the United States 🇺🇸 on January 13, 2021"
"Two days after using it and the screen stops working and I've been emailing the company with no response 2-3 days after Christmas. Besides that it works pretty good, customer service on the other hand is the worst!!!!!!","3.0 out of 5 stars","Reviewed in the United States 🇺🇸 on January 20, 2022"
"Purchased this for my son to ride and wanted something that was build a little better than the Wal-mart Razor options. The weight right away tells you it is just a better quality build. Took minimal assembly out of the box. The device has held up for several weeks being rode non-stop. Battery life last longer than I expected and recommend this to anyone with kids wanting a scooter.","5.0 out of 5 stars","Reviewed in the United States 🇺🇸 on July 19, 2021"
"Got a great deal on this before Christmas. At the price I paid, it’s fantastic. I don’t know if I’d be as happy at the current price (around $600)","5.0 out of 5 stars","Reviewed in the United States 🇺🇸 on January 25, 2022"
"Man, watching my son geek out over this for Christmas was awesome. He's on the larger size for his age, so finding something he could ride on was tough. This checked all the boxes.","5.0 out of 5 stars","Reviewed in the United States 🇺🇸 on December 30, 2021"
"I purchased 2 scooters for me and my fiance,,now everyone in the family wants to ride them. It doesn't seem to get many miles on a charge, but it could be that it's sooooo much fun riding them that you don't notice how far you have gone.I would purchase another one but now I'm looking for a faster model","5.0 out of 5 stars","Reviewed in the United States 🇺🇸 on September 9, 2021"
"I bought this scooter for my 11 year old son to use to go back and forth to school. He loves it, it is easy to use, a quick charge, easy to fold. It can be a bit heavy for him to carry but I don't think it weighs more than 25lbs so it's not too bad to carry/lift.","5.0 out of 5 stars","Reviewed in the United States 🇺🇸 on August 8, 2021"
"Got this for my daughter for Christmas. Huge hit from the start. Super impressed with all aspects: battery, safety light, breaks, sturdiness. Would buy again 100%.","5.0 out of 5 stars","Reviewed in the United States 🇺🇸 on January 9, 2022"
"","4.0 out of 5 stars","Reviewed in the United States 🇺🇸 on October 16, 2021"
"The product was great but our battery died early on and Segway would cover it under warranty; however, they do not provide a shipping label.  I went to USPS site to calculate postage for shipping it back to Segway and it would have cost me $260 to ship it back.  I bought it for $300. They have a warranty but it's useless unless you live close and can drop it off.  When it costs nearly the same to get it serviced under warranty as it does to buy a new one, there is no warranty effectively.","1.0 out of 5 stars","Reviewed in the United States 🇺🇸 on November 1, 2022"
"Scooter is good but no way to change from kph to mph. Wish it the ability to change.","3.0 out of 5 stars","Reviewed in the United States on February 25, 2022"
"Hey MA in Lebanon, Ohio...I got your returned scooter. This was supposed to be new but it arrived in a beat up box and the motor did not engage nor did the ebrake work. We found the previous buyer's return slip in the box so we know it had been returned at least once before. We are writing ""damaged in shipping"" on the box so it hopefully will not be sent out a third time. Going to buy something better. Should have trusted my gut when I heard that Segway had bad customer service....","1.0 out of 5 stars","Reviewed in the United States on November 4, 2022"
"Bought for the kids. But the wife and I enjoy them just as much ! Great speed, even uphill with myself on it.","5.0 out of 5 stars","Reviewed in the United States on January 11, 2022"
"Great--as described. Quality. UPDATE--after a couple of months...fails to charge, at times? Will advise re: contact with Cust. Service. Scrolling thru the reviews reveals others have same issue.","4.0 out of 5 stars","Reviewed in the United States on May 28, 2021"
"The battery life is awesome I honestly enjoy the Segway for Short distance Commuting specially  in the Downtown Miami Brickell Area I love it and the mileage is exactly as describe what it says on the box and it’s met my expectations on how durable the structure of the Segway and no this is not a fake review my names Jean Betancourt and I personally wrote this message  should you buy one is your Question I say yesss 😁👍🏻100% I think you should do it","5.0 out of 5 stars","Reviewed in the United States on November 11, 2020"
"Bought this for my son. This is a great little zippy scooter. The battery life is great too.","5.0 out of 5 stars","Reviewed in the United States on January 19, 2022"
"Scooter looks good, e-brake works great( not having disc brake is not a problem). Easy to assemble.  Speed and range are what I expected. Uses  metric system. Pedal top layer not perfectly glue, coming off ( need pressure to stick it back), but is not a big deal. Biggest and only one problem for me is E-motor. After a week of use, periodically is not responding to command and blocks the front wheel even on empty scooter. Is it my luck??? Honest review!!!","3.0 out of 5 stars","Reviewed in the United States on June 19, 2021"
"This is not a toy and you might be disappointed if you purchase it as a toy. My boy love them. They are intended for “very smooth” surfaces with bumps no greater than 1cm. Customer service has been very helpful as I purchased three and one had to be returned for repair “battery heat sensor”. ES1L is not Bluetooth and is very simple to use and operate.","5.0 out of 5 stars","Reviewed in the United States on January 6, 2021"
"Got this and another brand to compare. While the other was faster and had better features this one won because of how lightweight it is. 12 mph 12 miles per charge operates up a 7 degree grade.  Good enough for my kids college campus commute.","5.0 out of 5 stars","Reviewed in the United States on September 9, 2021"
"Buena primera, para team, bien construida de calidad robusta, más no parecer funcionar Buen Iara un adulto que pese más de 200 libras, no tiene suficiente  fuerza para moverse en inclinaciones o desniveles del terreno con mucho peso. Po le demas funciona bien siempre que la use una Adolescente.","5.0 out of 5 stars","Reviewed in the United States on July 16, 2021"
"I love this scooter. It gets me from A to B with ease. Its quick and easy access. Its also portable and can be carried and unfolded for use anytime anywhere.","5.0 out of 5 stars","Reviewed in the United States 🇺🇸 on November 23, 2021"
"Battery life: poor, I went thriugh 70% over 6 miles. Speed: OK Power: poor, cannot climb up hill, my hillboy lite had no problem climbing. Ride comfort: Good. Size: bulky Overall, the only reason I gave it 2 stars is because it's comfortable to ride in it, but other than that, it has no power, poor battery life and too big for what you get. I tried it out once today and going back. I don't recommend it.","2.0 out of 5 stars","Reviewed in the United States 🇺🇸 on April 3, 2022"
"It takes about 10 days to deliver. White Speed mode has the same speed to the Red Speed mode. Mileage is shorter than 15 miles, and you cannot install an extra battery to it, which is available for nearly all the version, such as ES1, ES22, ES45. It is better to buy the Amazon Renewed ES1 other than this.","3.0 out of 5 stars","Reviewed in the United States 🇺🇸 on September 18, 2021"
"I like the mileage, the speed, and its great for transportation. The thing I dislike is the battery life, it only lats an hour and a half.","5.0 out of 5 stars","Reviewed in the United States 🇺🇸 on November 22, 2021"
"I bought this for my son's girlfriend to commute to and from work. She loves it. It's lightweight enough for her to fold it up and bring it into work and the apartment. Also, it is fully charged in about an hour.","5.0 out of 5 stars","Reviewed in the United States 🇺🇸 on August 28, 2021"
"Best value for money Scooter! Smooth ride and works great. It goes up to 20mph and battery life is great.","5.0 out of 5 stars","Reviewed in the United States 🇺🇸 on December 13, 2021"
"Love the ride this e-scooter provides. smooth and strong. A little heavy but I know why. It's so that the material can be sturdy and balance well when you pick it up. It's nothing flimsy. Feels like good quality and for the price, perfect.","5.0 out of 5 stars","Reviewed in the United States 🇺🇸 on August 6, 2021"
"charger is trush. but scooter is great.","4.0 out of 5 stars","Reviewed in the United States 🇺🇸 on August 11, 2021"
"","5.0 out of 5 stars","Reviewed in the United States 🇺🇸 on August 8, 2021"
"Easy to assemble, light weight, folds up nicely, 3 power levels allow climbing 7% grades, bright headlamp, but needs a horn or bell for warning since it is absolutely quiet. A great bargain, very nice ride.","5.0 out of 5 stars","Reviewed in the United States 🇺🇸 on September 28, 2021"
"Don't hesitate in buying this scooter it really worth it","5.0 out of 5 stars","Reviewed in the United States 🇺🇸 on January 15, 2022"
"Very smooth and fun scooter. Good battery life, speed, and range.","5.0 out of 5 stars","Reviewed in the United States 🇺🇸 on January 11, 2022"
"It’s low end- But pretty much works as described.","3.0 out of 5 stars","Reviewed in the United States 🇺🇸 on January 20, 2022"
"Bought it for my daughter’s 10th birthday. When I first saw it and thought it was to big foe her. But she rides it very well. She’s able to ride it smoothly after a few mins figuring out different buttons. She now brings it everywhere.","5.0 out of 5 stars","Reviewed in the United States 🇺🇸 on May 10, 2021"
"I got this for my daily commute in they city. This thing goes super fast (up to 33 km/h) and it folds down really small. Best value for money","5.0 out of 5 stars","Reviewed in the United States 🇺🇸 on October 18, 2021"
"Iam using this for my commute from parking lot to work. It completely satisfy the requirement. Battery life, power and handling are good.","5.0 out of 5 stars","Reviewed in the United States 🇺🇸 on November 10, 2021"
"The speed was just right. Battery life isn't great, doesn't take hills very well. Lots of fun.","4.0 out of 5 stars","Reviewed in the United States 🇺🇸 on March 19, 2021"
"Light weight, good design no more expose wire. good for young kid cause speed less than 20km/h ; watch out for this one, if you get in Kilometers, they can’t change to mile for you. 250watt motor is a good deal on flat road. The rest is good for short distance and no hill","5.0 out of 5 stars","Reviewed in the United States 🇺🇸 on December 4, 2020"
"Low build quality, defective unit dead on arrival. Just adding to the review of this since there are not many, that my unit is defective and needs to be returned.  Purchased on 11/27 for Black Friday, shipped and received 12/4/2020.  Assembled, getting error code 15.  Box was slightly damaged, scrapes on the casing, issue with the handlebar break sensor per tech support.  I will say support was responsive, and said I could send it in for warranty repair, which would take 14 business days.  The problem is this is a huge item, difficult to dissemble and repackage, and was broken on arrival.  This will take hours of my time today to deal with, and weeks more of waiting.  Let this be a warning.","2.0 out of 5 stars","Reviewed in the United States 🇺🇸 on December 4, 2020"
"It’s so so so cool,my son love it a lot.","5.0 out of 5 stars","Reviewed in the United States 🇺🇸 on December 27, 2021"
"I have had this for a year and the battery hardly works. They only offer a three month warranty and a new battery is the same as a new scooter. The scooter only goes about two miles before it dies, nobody will help. Very disappointed..","1.0 out of 5 stars","Reviewed in the United States 🇺🇸 on November 29, 2022"
"Handle a little wobbly and battery really doesn’t last good for around the parks","3.0 out of 5 stars","Reviewed in the United States 🇺🇸 on December 8, 2021"
"really smooth, suspension is nice, battery, everything you want from an electric scooter in the 12 mph range. anything over 15 would be too fast for where i live.  this is the perfect scooter for it's price 100%","5.0 out of 5 stars","Reviewed in the United States 🇺🇸 on May 6, 2021"
"This was purchased for a 6th grader and it is so far well-ridden and well-loved!  We have had it for only 2 months, but the battery lasts long and we're happy with this purchase.","5.0 out of 5 stars","Reviewed in the United States 🇺🇸 on July 5, 2021"
"We purchased this scooter for our granddaughter. She just turned 9. She loves it, she rides it around the neighborhood and she is so happy.","5.0 out of 5 stars","Reviewed in the United States 🇺🇸 on October 11, 2021"
"Bought these for the kids for Christmas, one began ""squeaking"" and then one of the support bolts sheared off while the kids were riding. So 1 of 2 is unusable. Still waiting for Segway to respond with a solution (since Feb).","2.0 out of 5 stars","Reviewed in the United States 🇺🇸 on May 13, 2022"
"Great buy","5.0 out of 5 stars","Reviewed in the United States 🇺🇸 on February 6, 2022"
"Works well, battery life is a bit short but good for riding short distances. Better for last mile commute and a good starting model","5.0 out of 5 stars","Reviewed in the United States 🇺🇸 on October 4, 2021"
"Doesn't go too fast. Great for the kids.","5.0 out of 5 stars","Reviewed in the United States 🇺🇸 on December 25, 2021"
"My son LOVES this scooter but we haven't had it a year yet and had to send it back twice for major malfunctions.  The first time it just stopped charging.  Sent it back, got a new one, now (3 months later) it says system code 21 and won't work so it's going to have to go back again.  Customer ""Service"" is slow and somewhat painful.  If you buy one of these keep the box.  If you use it a lot, you'll be sending it back on a regular basis.","2.0 out of 5 stars","Reviewed in the United States 🇺🇸 on September 20, 2021"
"Easy to setup and has the power and battery life as advertised.","4.0 out of 5 stars","Reviewed in the United States on December 4, 2020"
"Item broke within two weeks. We’ve sent email with no response. Do not buy!","5.0 out of 5 stars","Reviewed in the United States on October 6, 2021"
"The baterry has a good amout of energy stored in it when fully charged. Its very quite and good looking.","5.0 out of 5 stars","Reviewed in the United States on June 13, 2021"
"I was looking for a scooter that I could lug around. This scooter definitely exceeded my expectations. The build and quality is amazing. The speed is perfect for those who are not dare devils. Must buy!","5.0 out of 5 stars","Reviewed in the United States on December 11, 2020"
"It’s aii","3.0 out of 5 stars","Reviewed in the United States on November 24, 2021"
"Rear brake fell off after 2 months and is very dangerous.  Communicated 8 times with Segways robots and no help from them.  It is a bad company that doesn’t stand behind its products.  My recommendation is to try another  company.  If you go with Segway, you will regret it almost immediately and you will be frustrated and unsafe.","1.0 out of 5 stars","Reviewed in the United States on October 4, 2022"
"Great for getting from employee parking to the stadium for work. Makes working during the summer months a little more bearable.","5.0 out of 5 stars","Reviewed in the United States on May 31, 2021"
"The scooter was much heavier than in the description . It was really hard for me to handle since I'm short and only have use of one hand.","3.0 out of 5 stars","Reviewed in the United States on July 9, 2021"
"Our scooter is still under warranty and we are experiencing issues. It's impossible to get help. It directs you to email which takes several days up to a week to get a response each time. My first interaction they didn't even understand what the issue was. A week later I get instructions to do a reset. Doesn't work. I email back and haven't heard anything now for a week. At this rate it's going to take months to get anything done about our issue. Very unhappy that I can't just speak to someone to get this resolved! I will update if anything moves forward but at this rate. We won't be purchasing another scooter from Segway.","1.0 out of 5 stars","Reviewed in the United States on April 5, 2022"
"My daughter and I had a hard time getting this scooter up the hill. Other then that it was a good scooter.","3.0 out of 5 stars","Reviewed in the United States on July 29, 2021"
"Easy to assemble and charge and rides nice","5.0 out of 5 stars","Reviewed in the United States on October 14, 2021"
"","1.0 out of 5 stars","Reviewed in the United States on October 20, 2021"
"LOOK NO FURTHER, BUY IT ALREADY!!!","5.0 out of 5 stars","Reviewed in the United States on October 26, 2021"
"It's light, resistant and has huge battery life. Commuting to NYC has never been easier.","5.0 out of 5 stars","Reviewed in the United States on June 8, 2021"
"This product is deceiving, as it is too big to carry to the different classrooms at University.  I wish I can return it as our son is not using it now - only used it twice and has to sit in the back of the class if carried to it.","1.0 out of 5 stars","Reviewed in the United States on September 27, 2022"
"Worked well for 3 rides before starting to blink and say there was a problem. Returned it for a new one. Took it on a wet road and stopped, unable to climb a moderate hill. It had climbed hills like it before, so it was weird. I was unsure if it was broken again but I can’t take it anywhere for fear of it breaking yet again.","2.0 out of 5 stars","Reviewed in the United States on October 20, 2021"
"After six months of riding a bump caused the front tire alignment to rotate 90° from the handle bar.","2.0 out of 5 stars","Reviewed in the United States on April 29, 2022"
"I waited three months to hear back from Segway after reaching out to customer service. My scooter started to make an odd vibrating noise. Although the product is under warranty to be repaired at no cost, I was informed by the customer service agent that there is no facility currently to make the repair and no idea when there will be one. Here's the email I received: ""I do apologize for the delay in response, upon reading your case, unfortunately we cannot grant your request for return because the unit had already been used. All we can do is have your unit repaired by our service center however, all of our service center is non operational at the moment and we do not have an ETA yet on when operation will resume.""","1.0 out of 5 stars","Reviewed in the United States on December 3, 2021"
"N/A","5.0 out of 5 stars","Reviewed in the United States on November 4, 2021"
"Excellent ride, for kids or Adults, great traction","5.0 out of 5 stars","Reviewed in the United States on August 4, 2021"
"Not sure if I received a refurbished one but the left thumb brakes don’t even work, it just shakes/jolts the scooter around. You have to rely on the rear brake or you’ll crash. Also the non skid pad had no type of stick to it, my son tripped over it, thank god he had a helmet. Sorry No video of the brake system.","2.0 out of 5 stars","Reviewed in the United States 🇺🇸 on October 1, 2021"
"I bought an item back in November and recently try to use it for the first time because it was my son’s birthday present. I talked to Segway customer service, and she told me to ask someone to uninstall the item which is not her business, and also the supervisor told me and blame on me that it was purchased long time ago and it’s not their problem. I bought this item for my son’s birthday to make sure it won’t be sold out by the time I give it to him. Customer service and care overall is awful and helpless and makes no sense. I will never buy anything from them.","1.0 out of 5 stars","Reviewed in the United States 🇺🇸 on March 7, 2022"
"The speed is as advertised and the riding experience is mostly ok but Don’t expect it to have 12.5 miles range like promised. It barely goes 6 miles. ** Most importantly what they don’t mention is that the speedometer is stuck on KMH even tho the whole page and images talks About and shows MPH. Its really deceiving of them.","2.0 out of 5 stars","Reviewed in the United States 🇺🇸 on October 21, 2021"
"No se le puede instalar batería externa.","3.0 out of 5 stars","Reviewed in the United States 🇺🇸 on August 25, 2021"
"Battery does not last long,but over all great buy,alot of fun.","5.0 out of 5 stars","Reviewed in the United States 🇺🇸 on May 25, 2021"
"Bought this as a Christmas gift for my son. The original item arrived in early January. After only two days of light riding by my 7 year old son, the front wheel jolts whenever the electric brake was applied and it could barely run afterwards. Then I ordered a replacement. As shown in the pictures, the replacement item arrived in a broken box, there was no package material or any sort of foam or protection inside, and the scooter was obviously used and in a fair condition, full of scratches all over, broken board pads and missing bolts. Amazon was good at helping me to return this item, but I have lost interest in this scooter.","1.0 out of 5 stars","Reviewed in the United States 🇺🇸 on February 7, 2022"
"Made well. Easy to operate. Very happy with purchase.","5.0 out of 5 stars","Reviewed in the United States 🇺🇸 on May 26, 2021"
"Product works as expected - can I request that UPS is never, ever used again for shipping?","5.0 out of 5 stars","Reviewed in the United States 🇺🇸 on January 13, 2021"
"I bought this scooter for my daughter to commute around campus. She was using it roughly 2 miles per day 4 days per week, getting to and from classes. After 6 weeks, the speed was inexplicably cut in half. She could not go more than a few mph, almost not enough to stay upright. As I was outside the return window with Amazon, I had to contact customer support for Segway. They took a week to initially respond, and averaged about a week between responses before telling me that due to the shipping crisis, they are unable to assist. I had to escalate with Amazon CS, and they agreed this was unacceptable, and agreed to a refund. TL:DR  Find another scooter.","1.0 out of 5 stars","Reviewed in the United States 🇺🇸 on November 18, 2021"
"This was a great scooter, my son loved it. It's a 4 star probably, but developed error 21 and won't charge. YouTube is great and I'm okay trying to fix, but I paid for a warranty. Don't want to invalidate it. Spent a few weeks first dealing with Asurion on the warranty. Eventually they caved as it's not past 1 year. Fair enough, started dealing with Segway support. Repeatedly asking for same info (serials), sent instructions to reset, finally saying they will send me a shipping label - when repair center is back in operational. Ugh... Asurion might get a crack at it in 2 more months anyhow.","1.0 out of 5 stars","Reviewed in the United States 🇺🇸 on January 11, 2022"
"It was great until we started getting error messages les than 2 months after purchasing luckily we where able to return it. We could not figure out how to fix it so we decided to return it. I would not buy again hopefully others have had better luck.","2.0 out of 5 stars","Reviewed in the United States on December 1, 2021"
"","3.0 out of 5 stars","Reviewed in the United States on August 27, 2021"
"great for university","5.0 out of 5 stars","Reviewed in the United States on September 7, 2021"
"Leisure","5.0 out of 5 stars","Reviewed in the United States on September 5, 2021"
"Awesome and easy to use","5.0 out of 5 stars","Reviewed in the United States on June 8, 2021"
"Bought from my grandson aged ten.  He just loves it.","5.0 out of 5 stars","Reviewed in the United States on February 10, 2021"
"La mejor","5.0 out of 5 stars","Reviewed in the United States on July 19, 2021"
"Worked great until suddenly it wouldn't ...due some kind of error with the battery??  Tech support couldn't help and a local repair place wants $450 to fix.  Frustrating!!","1.0 out of 5 stars","Reviewed in the United States on September 12, 2022"
"Scooter worked very well for the first two weeks. It suddenly started slowed its max speed and could no longer tackle hills. Thankful that it fell within Amazon’s return period. I have it two stars because it worked well for those first two weeks.","2.0 out of 5 stars","Reviewed in the United States on September 12, 2021"
"My grandson loves this electric scooter!","5.0 out of 5 stars","Reviewed in the United States on March 18, 2021"
"Love this!","5.0 out of 5 stars","Reviewed in the United States on April 21, 2021"
"bought it for my 11 year old son and he uses it daily to commute in the neighborhood. it never got to the full speed advertised but it was working ok, now it moves extremely slow and it won't take to full speed. trying to replace it .","2.0 out of 5 stars","Reviewed in the United States on June 7, 2021"
"I purchased this scooter last June for my kid to go to school. It has been great until a few weeks back day it stopped working. Called technical support, and they asked me for all the necessary info and pictures submission by email. I sent everything and they told me I will receive an email with a shipping label to send the scooter for repair. Up until now I haven’t received the shipping label. I tried reaching them but no reply. Obviously they don’t stand by their products and their warranty.","1.0 out of 5 stars","Reviewed in the United States on November 3, 2021"
"So when this was delivered to my house, it was meant as a Xmas present for my son. Except Segway did not bother to box this in an unidentifiable, plain cardboard box. So it arrived at my house in a Segway Scooter box with a big fat picture of the scooter on the box which my son saw. So thank you, Segway. My son now knows exactly what he's getting for Xmas. Thank you for ruining my son's Xmas surprise. I guess you didn't think that one out real hard, did you!?","1.0 out of 5 stars","Reviewed in the United States on October 28, 2021"
"I’m not sure if it was the model I got specifically, but it was a pretty terrible product. The range gets cut by half of what’s advertised when you ride it full speed, which by the way is not that fast. Within 2 days, it stopped going up slopes that it used to be able to go up, couldn’t reach its max speed, and also stopped charging. If the model were perfect, I’d say the only commute it’d be useful for is around 4/5 miles maximum, unless your 10 mile commute is downhill the entire way.","1.0 out of 5 stars","Reviewed in the United States on August 9, 2021"
"Just received it yesterday.  Fully charged it and rode it for the 1st time.  Everything is fine except for the battery...dropp 45% after 1 mile.  Will probably return.","2.0 out of 5 stars","Reviewed in the United States on September 3, 2021"
"Like","5.0 out of 5 stars","Reviewed in the United States on January 24, 2021"
"Removed the connector for the extended battery, Bluetooth, and is slower. With a barley noticable price drop. You get about 30 min total battery and go flat surfaces.","2.0 out of 5 stars","Reviewed in the United States on August 28, 2021"
"It wouldn't even go up a slight grade, what a waste.","1.0 out of 5 stars","Reviewed in the United States on September 5, 2022"
