brand,reviewID,reviewContent,reviewStars,reviewDate,reviewCountry
"rexona","1675934300-49","For me is the best deodorantis the best deodorant for me",5,"December 26, 2022","Germany"
"rexona","1675934300-50","Effective product 100% on me, however, the odor is a little heavy by force and the composition is really not clean! Product is 100% effective on me, However the Smell is a bit Heavy and the composition is really not clean!",4,"November 4, 2022","France"
"rexona","1675934300-51","The scent of this deodorant is rather basic, very light therefore to flee for those who seek to smell good.
On the other hand, the anti -personnel power is real: being someone who transpires quite easily, I have seen the real efficiency.
Only downside, this deodorant is in the form of white cream and therefore leaves traces and the applicator quickly becomes non-hygineic.
Also, I find that it really dries up the skin a lot ...

4 stars overall for the value for money but several negative points to emphasize all the same.
On the other hand, the anti -person Power is real: Being Someone who Sweats Quite Easily, I have seen the real effectiveness of it.
The Only Downside is that this deodorant is in the form of a White Cream and therefore Leaves Traces and the Applicator Quickly Becomes Nonhygienic.
Also, i find that it really dries the skin a lot ...

4 stars Overall for the Quality-Price Ratio But Several NEGATIVE points to highlight all the same.",4,"September 8, 2022","France"
"rexona","1675934300-52","I had tried Etiaxil because I sweat a lot and the smell is also embarrassing, but it attacks the skin despite their statements and it is very expensive. I tried Rexona not very convinced, looking at the opinions ... But they are all right, this deodorant is great, it is very soft and the smell is pleasant! And I don't sweat as much as before.
I highly recommend this product, quality and absolutely cheap. Tried Etiaxil Becaus I Sweat a lot and the Smell is Annoying as Well, But It Attacks the Skin Despite What They Say and It's very Expensive. I tried rexona not very conniced, look at the reviews ... but they are all right, this deodorant is great, it's very soft, and the smel is pleasant! And I do sweat as much asd to.
I Highly recommend this product, it is of high quality and absolutely cheap.",5,"October 14, 2022","France"
"rexona","1675934300-53","Deodorant in Stick format, easy to apply, and above all effective. Protection for the whole day. Be careful, it leaves a kind of transparent sail after application. Deodorant in Stick Format, Easy to Apply, and Above all effective. All Day Protection Be Careful, It Leaves A Kind of Transparent Veil after Application.",5,"November 21, 2022","France"
"rexona","1675934300-54","Produced at the top and so cheaper than in supermarkets product and so much cheaper than in supermarkets",5,"December 9, 2022","France"
"rexona","1675934300-55","I have been using this brand for years ... it is great I love it.
I took advantage of a promotion ... too happy on the value of value for money 😊 It is sometimes in the € 4 see 5 € excluding promotions
Thank you Amazoni've Been Using this brand for years ... It's great i love it.
I TOOK Advantage of A Promotion ... So HAPPY when it comes to value for money 😊 it's sometimes around € 4 or even € 5 excluding promotions
 Thank You Amazon",5,"November 13, 2022","France"
"rexona","1675934300-56","Very Bienvery Well",5,"December 11, 2022","France"
"rexona","1675934300-57","Quick and punctual .. backlear and punctual .. Gladly Again",5,"December 18, 2022","Germany"
"rexona","1675934300-58","In general I do not suffer from smelly perspiration but when it is hot, it is the only deodorant that is effective on me. I’ve already tried a lot of brands but not many effects. In addition on Amazon the prices are excellent. Its fragrance is very light, you can perfume yourself afterwards without being disturbed by its smell. Do not irritate the armpits itself after a hair removal. In general, I don't suffer from Smelly perspiration, but when it's hot, it's the only deodorant that works on me. I Already Tried a Lot of Brands But not a lot of Effects. Also on Amazon the Prices Are Great. Its fragrance is very light, you can perfume yourself afterwards without being disturbed by its smell. Does not irritate the armpits even after hair removal.",5,"September 29, 2022","France"
"rexona","1675934300-59","Hello 🖖,
Here is an excellent deodorant for its effectiveness but awful for its composition.

The ✅ of the product:
✔️ Ultra effective: we put in the morning on clean armpits, we are protected even with a big day.
✔️ Pleasant fragrance.
✔️ no need to put a ton.

The ⛔ of the product:
❌ The price to pay for its effectiveness is its awful composition: the list of controversial/at risk components is long, too long. Noted 0/100 on yuka and 0/20 on Inci Beauty.
❌ In view of the composition, I only use it when I know I will have a big day to be quiet, but not every day.
❌ 2nd big defect: it leaves white traces when you put on the t-shirts and ends up giving a cardboard effect under the armpits of the clothes.

💬 In conclusion: for its composition, it would be necessary to give it 0 star. But for its effectiveness, it would be necessary to give it almost 5 stars. So I put 3 stars: effective, but to use sparingly.

💡 Product commented on 08/15/2022 📆 at a price of € 3.50 💰.

🎅 😺 lolosasa 🎮 🎄hello 🖖,
 Here is an excellent deodorant for its effectiveness but awful for its composition.

The ✅ of the product:
 ✔️ Ultra effective: you put some in the morning on clean armpits, you are protected even with a big day.
✔️ Pleasant fragrance.
✔️ DON'T Bother Putting in tone.

The ⛔ of the product:
 ❌ The Price to Pay for Its Effectiveness is its awful composition: the list of controversial/risky components is long, too long. Rated 0/100 on yuka and 0/20 on Inci Beauty.
❌ In Terms of Composition, I Only Use it when i Know i'm Going to have a big day to be quiet, but not every day.
❌ 2nd Big Defect: It Leaves White Marks when you put on t-shirts and ends up giving a cardboard effect under the armpits of clothes.

💬 In Conclusion: For its composition, it should be given 0 stars. But for its effectiveness, it should be given almost 5 stars. SO I PUT 3 stars: effective, goal to use Sparingly.

💡 Product commented on 08/15/2022 📆 Priced at € 3.50 💰.

🎅 😺 lolosasa 🎮 🎄",3,"August 15, 2022","France"
"rexona","1675934300-60","This product and very well 🤩 Super perfume very efficientthis product is great 🤩 Super fragrance very effective",5,"November 24, 2022","France"
"rexona","1675934300-61","After a long search, a reliable deodorant finally found. Byebye sweat stain bundle a long search, i finally found a reliable deodorant. Byebye Sweat Stains",5,"December 3, 2022","Germany"
"rexona","1675934300-62","The perfume is a bit strong but otherwise works very soon SCENT is a bit strong but otherwise works great",5,"November 20, 2022","France"
"rexona","1675934300-63","The efficiency is great! He has a powder side like talc. I use it in the evening after my shower, dry skin. I was desperate to find a deodorant with my sweating problems and I found this one.
I highly recommend it.
In addition it does not leave traces of the Efficiency is Top Notch clothing! It has a powerDery Side Like Talc. I use it in the eventing after my shower, dry skin. I was desperate to find a deodorant for my sweating problemms and found this one.
I Highly recommend it.
Plus, it doesn't leave marks on clothes.",5,"October 14, 2022","France"
"rexona","1675934300-64","No comment PERFECTNO How Perfect",5,"November 26, 2022","France"
"rexona","1675934300-66","This is the best deo I bought in my life, it is a fine cream that drys very quickly, good scent and holds me the day. I have been with Nivea (the Roll Ons) for very long years but it is not effective enough for my perspiration, not bad either. However I will book this rexona for the holidays/weekend because one will last a few weeks while a Roll on standard of Nivea will last a few months. That Dries Very Quickly, Good Perfume and Holds Me Through The Day. I have been with levela (the roll ons) for very long years but it is not effective enough for my perspiration, not bad eith. However I AM Going to Book this Rexona for Holidays/Weekends because one will last a few weekes a standard a standard roll on Will Last a Few Months.",5,"August 29, 2022","France"
"rexona","1675934300-67","I knew it thanks to Tiktok, and I am not at all disappointed, it is great, it is the first deodorant that really works: no perspiration, no smell, it literally saved me during the days when it Was super hot.i Got to Know Him Thanks to Tiktok, and I'm not disappointed at all, Hes Great, It's the First Deodrant that Really Works: No Perspiration, No Smell, It Literally SAVED Me DURING THE DAY HOT.",5,"October 13, 2022","France"
"rexona","1675934300-68","I sweat a lot and deodorant and just perfect we no longer smell the smell of perspiration! I recommend it Sweat a lot and this deodorant is just Perfect we don it Smell the Smell of Sweat Anymore! I Recommend it",4,"October 1, 2022","France"
"rexona","1675934300-69","Smells and protects great !!! Smells and Protects Great !!!",5,"November 30, 2022","Germany"
"rexona","1675934300-70","I use it and admit the smell I like it. I do not yet know if it is effective against perspiration. But in any case 0 Swearing of perspiration during the day it is and I admitted i like the Smell. I don't know yet if it’s effective against perspiration. But in any case 0 Smell of perspiration During the day",4,"September 3, 2022","France"
"rexona","1675934300-71","An atrocious composition, but having tested many clean versions, I have to go back to this must-have. No smell, no excessive sweating all for 24 hours is the only deodorant fulfilling its role that I know on the market!

When is a cleaner composition !!? An atrocious composition, but having tested numerous clean versions, I am forced to return to this must-have. No Smell, no excessive perspiration, All for 24 Hours, It's the Only Deodorant That Fulfills Its Role that I Know on the Market!

When Will A Cleaner Compound Be Made !!?",5,"September 21, 2022","France"
"rexona","1675934300-72","Very effective, avoids feeling soaked. Ideal for sudden perspiration crises during perimenopause. Put very little because a fairly special scent. Effective, Avoid Feeling Soaked. Ideal for Sudden Sweating Attacks During Perimenopause. Put Very Little BECAUS IT HAS A RATHER PECULIAR SCENT.",4,"September 10, 2022","France"
"rexona","1675934300-73","Stops fresh over 1-2 days, I haven't tried it longer. In my opinion the best deodorant because it lasts for so long and you don't start to smell when you apply it over a large area. In My Opinion, The Best Deodorant Because It Long and You Don't Start To Smell When You Apply It Over A Large Area.",5,"November 5, 2022","Germany"
"rexona","1675934300-74","I have been testing it for several days and it is very effective. I like the fragrance a little less but we accommodate it.
I recommend it without hesitant have been testing it for several days and it is very effective. I Like Perfume A Little Less But We adapt to it.
I Recommend it without hesitation",4,"September 8, 2022","France"
"rexona","1675934300-75","Frankly me who sweat BCP! It is the best !
I had tried Étiaxyl who had burned my skin ...
This one ok there is Lalu so it's PS extra good for health but it's not aggressive me who sweatshirts! It's the best!
I had tied etiaxyl which burned my skin ... this
 One is ok, there is some alum so it's not extra good for my health but it's not aggressive",5,"October 9, 2022","France"
"rexona","1675934300-76","This deodorant is the only one to make sure to spend a day without inconvenience!
It smells good and keeps the armpits very dry even during periods of heat wave! Really! This deodorant is the only one that makes sure i get through a day without incouvenience!
It Smells Good and Keeps the Armpits Dry Even in Hot Weather! Really!",5,"October 16, 2022","France"
"rexona","1675934300-77","Well, but it makes white traces on clothinggood, but it does leave white marks on clothes",4,"October 1, 2022","France"
"rexona","1675934300-78","Very effective deodorant with a pleasant odor without more, it is enough to put little so as not to sweat of the day, tested during canekesicuzing periods is great! Attractive price.Very effective deodorant with a pleasant smel and Nothing More, Just Use a Little to Avoid Sweating During the day, tested during the Heat Wave is great! Attractive price.",5,"October 18, 2022","France"
"rexona","1675934300-79","To date the best women's antitranspiring on the market. Long hard and pleasant smell, however, it is careful during the application because it tends to leave white traces quite marked date, the best women's anti -persons on the market. It Lasts a Long Time, Sweet and Pleasant Odor, But you should be careful when applying because it tends to leave quite pronounced white marks.",5,"October 11, 2022","France"
"rexona","1675934300-80","It is not more favorable.",4,"November 2, 2022","Germany"
"rexona","1675934300-81","I tried multiple deodorants because I sweat a lot and well this one really works. I don't know the composition and it scares me a little so I only use it when I go out. Becuse I Sweat A Lot and Well this One Really Works. I Don't Know the Composition and It Scares Me A Bit So I Only Use It When I Go Outside.",5,"October 5, 2022","France"
"rexona","1675934300-82","I discovered this sweating anti via a tiktok video, I said to myself why not try and frankly I did very well! It is absolutely great, the smell without super good and you don't need to put a lot and in addition it is very good! I love it! I discovered this anti-person via a tiktok video, i thought why not try it and frankly I Did Great! It is is Absolutely Great, the Smell is not very good and you don't need to put in a lot of it and in addition it lasts really well! Love it!",5,"September 13, 2022","France"
"rexona","1675934300-83","Very effective deodorant against perspiration and bad smells however I do not like the scent of this deodorant but it is necessarily more pleasant than the smell of perspiration. Next time I will try another perfume of this range. DeOdorant Against Perspiration and Bad Odors However I Do not like the Scent of this Deodorant But It is Necessarily More Pleasant Than the Smell of Perspiration.next Time I Will Try Another Fragrance from this Range.",4,"August 9, 2022","France"
"rexona","1675934300-84","gut",4,"October 31, 2022","Germany"
"rexona","1675934300-85","I loved it, since it is the first deodorant that really avoids excessive sweating and bad smell throughout the day, since I have that problem. I also have sensitive skin and I was not convinced to use it in case it caused me any reaction, but quite the opposite, it leaves my skin soft and intact, without redness or itching. I will repeat safe.i loved it, Becouse it's the first deodorant that really prevents me from excess Sweating and Bad Smell All Day Long, since I have that has the problem. I also have sensitive skin and i was't convinced to use it in case it caused any reaction, but remove the counterary, it reads my skin soft and intact, without redness or itching. I Will Repeat for Sure.",5,"September 21, 2022","Spain"
"rexona","1675934300-86","Do what it should and smells very good. Unfortunately, it turns off a bit of clothing and leaves a white veil. Unsortunately, some of the clothes stainless off and leaves a White Veil. However, The Armpit So Stay Nice and Fresh",5,"November 3, 2022","Germany"
"rexona","1675934300-87","The best deodorant on the market, efficient and soft at the same time! It is the most effective I have ever found! I highly recommend! The Best Deodrant On The Market, Effective and Gentle at the same time! It's the Most Effective the day! I Highly recommend!",5,"October 11, 2022","France"
"rexona","1675934300-88","Very satisfied evil Happy",5,"November 19, 2022","Germany"
"rexona","1675934300-89","Having excessive sweating, I finally found a deodorant which is also antibacterial more smell and more tasks on my clothes. On the other hand, he seems to wear out very quickly, excessive perspiration, i finully found a deodorant that is also antibacterial no more odor and no more stains on my clothes. On the other hand, it seems to wear out very Quickly.",5,"September 26, 2022","France"
"rexona","1675934300-90","Its smell its freshness is wonderful is a super product but it is very little in the Smell packaging, its freshness is great, it is a super product, but it has very little in the package.",5,"October 27, 2022","Spain"
"rexona","1675934300-91","Use it since 2 years. I am very satisfied above all it is good at sports.",5,"November 4, 2022","Germany"
"rexona","1675934300-92","Incredible even if you do sport no perspiration and especially no odorcredible, even if you do sports, no perspiration and especially no smel",5,"October 21, 2022","France"
"rexona","1675934300-93","No smell of perspiration I love the perfume and it holds great
Very very effective!
The smell reminds me of a candle a little. It's pleasantno perspiration Smell I Love the Perfume and It Lasts Really Well
 Very very effective!
The Smell Makes Me Think of A Candle A Bit. It's Pleasant",5,"September 23, 2022","France"
"rexona","1675934300-94","The most effective on the MOST Efficient on the Market market",5,"October 29, 2022","France"
"rexona","1675934300-95","30 degrees and not a drop of perspiration! 30 degrees and not a drop of perspiration!",4,"August 25, 2022","France"
"rexona","1675934300-96","Thank you he saved my Viethanks it saved my life",5,"October 28, 2022","France"
"rexona","1675934300-97","Top",5,"November 16, 2022","Germany"
"rexona","1675934300-98","I have tested several deodorants, even pharmacy and it is the only one that really works. He is Géniali Tested Several Deodorants, Even from Pharmacies, and it's the only one that really works. It's Great",5,"September 30, 2022","France"
"rexona","1675934300-99","I no longer buy that it, impossible to sweat under the armpits, you have to know how to dose correctly because the stick does not have much capacity only buy this one anymore, it's impossible to sweat under my armpits, you have to know how to dose correctly becaus the stick does not have much capacity",5,"September 22, 2022","France"
"rexona","1675934300-100","Very very effective deodorant against bad odors and excess perspiration under the armpits. Resists hot weather and sports activities. Only defect is that he leaves white traces on dark clothes. Benefitting Deodorant Against Bad Odors and Excess Perspiration Under the Armpits. Resistant to hot weather and sports activities. The Only Flaw is that it leaves White Marks on Dark Clothing.",5,"September 6, 2022","France"
"rexona","1675934300-101","As a mother of 3 children, you can sweat - especially at 40 degrees. I would have to find desperately that none of my deodorants work. Since I have always preferred Rexona, the maximum protection was my last attempt. And I'm thrilled. The product really keeps what it promises. Applying after showering it lasts for 2 days, the armpits are almost dry - and not just the armpits. Absolute must have, it will continue to be bought in the hope that my body is not getting used to it too much ... as a mother of 3 Children, you start to sweat - especialy at 40 degrees. I would Desperately have to realize that none of my deodorants work exly. Since I've Always Preferred Rexona, maximum Protection was my last attemp. And i'm thrilled. The Product Really Does What It Promises. Applied after showering, IT LASTS 2 Days, The Armpits Are Almost Dry - and not Just the Armpits. Absolute must have, Will Continue to be bough in the hope that my body won't get too used to it ...",5,"August 2, 2022","Germany"
"rexona","1675934300-102","Not very well rated on Yuka but what does it work !!! not very well rated on yuka but dues it work !!!",5,"October 9, 2022","France"
"rexona","1675934300-103","This deodorant smells good ""clean"" and helped me fight persistent and untimely post-elimination perspiration.

I am absolutely delighted! This deodorant smells good “clean” and helpd me fight persist and untimely post-delivery perspiration Odors.

I AM ABSOLTELY THRILLED!",5,"September 17, 2022","France"
"rexona","1675934300-104","This Deo is just magic !! I have hyperhidrosis (excessive sweating) it is a real ordeal but there it's been 1 week since I test this Deo and no more prisoner is revolutionary !! I am conquered I highly recommend it too is just magical !! I have hyperhidosis (excessive sweating) it's a real ordeal but now i've been testing this deodorant for 1 weekend and no more drops of perspiration iT's revolutionary! I am convinced i highly recommend it to you",5,"August 16, 2022","France"
"rexona","1675934300-105","Anti smell top my growing daughter with not top smells at the levels of the armpits and Rexona is the first which really eliminates the price is top on Amazon because in store it is more than € 7. On the other hand it is difficult to make it flow, it was necessary to turn and turn your head down we even believed for a moment that it was broken. Really Eliminate them. The Price is top on Amazon because in stores it's over € 7. On the other hand, we have trouble getting it to sink, we had to turn and turn upside down, we even thought for when that it was broken ...",3,"October 8, 2022","France"
"rexona","1675934300-106","A top and pleasant deodorant. Something cream and very effective effect.A Great and Pleasant Deodrant. Slightly creamy and very effective effect.",5,"October 5, 2022","France"
"rexona","1675934300-107","Very efficient products I love helps a lot of effective product I love help a lot",5,"October 19, 2022","France"
"rexona","1675934300-108","It smells very good and very good outfit! It Smells Very Good and Lasts Very Well!",5,"October 10, 2022","France"
"rexona","1675934300-109","Perfect! Perfect!",5,"October 22, 2022","France"
"rexona","1675934300-110","A recommanderTo recommend",5,"October 22, 2022","France"
"rexona","1675934300-111","This deodorant is magic. He does not attack my armpits at all. In addition I feel good for the day even when it is very hot I only smell good.

Frankly I recommend it deodorant is magic. It doesn't HURT my armpits at all. In Addition I Smell Good for the Day Even when it is very hot I only Smell good.

Frankly I Recommend it",5,"August 9, 2022","France"
"rexona","1675934300-112","Light and fresh perfume
Light and soft consistency
Easy to dose with roulette
Sweet and Practical Light and Fresh Fragrance Light and Soft application surface
 consistancy
 Easy to dose with a roller soft and practical application
 surface",5,"September 16, 2022","France"
"rexona","1675934300-113","I have tried it and I like it because you can spend two days without putting it on and really endures 48h without becoming a Andante Mist. The only thing that the smell of putting it on is a bit intense ... nothing discreet! I put it at night and then in the morning I told myself and thus fad the smell. . The Only Thing That The Smell When You Put It On Is a Little Intense ... Nothing Discreet! I Wear it at night and then in the Morning I tell myself and that's how the smell fades.",4,"June 9, 2022","Spain"
"rexona","1675934300-114","The best deodorant roller I have ever had .. Never use an Anderenthe Best deodorant Roller i'VE ever had .. never use another one again",5,"October 21, 2022","Germany"
"rexona","1675934300-115","I had never tested a deo that works as well, even after a big sports session no bad smell, ✅✅✅i had never tested a deodorant that works so well, Even after a big workout no bad smel, ✅✅✅",5,"September 9, 2022","France"
"rexona","1675934300-117","Great deodorant! Do not sweat and you don't smell, you can ask for more? Great Deodorant! You Don't Sweat and You Don't Smell, What More Could You Ask For?",5,"October 15, 2022","Spain"
"rexona","1675934300-118","This is the best anti sweating that I tested, I validate 20%it's the best anti-personal i've tested, i agree 20%",5,"September 25, 2022","France"
"rexona","1675934300-119","Very good deo, the only one is that it stains clothes and being cream is not the most pleasant of applying good deo, The only drawback is that it stains clothes and since it is cream it is not the Most pleasant Thing to apply",4,"July 31, 2022","Spain"
"rexona","1675934300-120","The best I have been able to use until today. ♥ ️ ♥ ️ ♥ ️ ♥ ️ ♥ ️ ♥ ️.
Besides, this is my second order.The best i've been able to use so far ♥ ♥ ️ ♥ ️ ♥ ️ ♥ ️ ♥ ️.
Besides, it's my second order.",5,"September 19, 2022","France"
"rexona","1675934300-121","Nothing more to say. You put it and then move on. Sweating will no longer be a subject… Nothing More to say. You put it on and then you move on. Sweating will no long be a topic ...",5,"September 2, 2022","France"
"rexona","1675934300-122","Fait son jobDoes its job",5,"October 9, 2022","France"
"rexona","1675934300-123","Too soon good",5,"October 6, 2022","France"
"rexona","1675934300-124","For people who are perspiration problems. I recommend +++++ for people who have sweating problemms. I Recommend +++++",5,"September 11, 2022","France"
"rexona","1675934300-125","Received quickly! Product in accordance with the description! Received Quickly! Product compliment to the description!",5,"September 19, 2022","France"
"rexona","1675934300-126","Super price performance great price performance",5,"October 22, 2022","Germany"
"rexona","1675934300-127","Gut",5,"October 22, 2022","Germany"
"rexona","1675934300-128","Effective deodorant that endures all day, would even say that 48 hours. I asked for it a little with skepticism, but it has turned out to be a pleasant surprise and it really works. I am delighted. I have tried so many deodorants ... I have released it on a trip that I have been walking all day. I threw it out soon in the morning and when I got home at night the armpits kept smelling me from deodorant, as if I had thrown it in the morning. Zero smell of sweat. Incredible 😳

Being cream, I recommend giving only a return to the thread (or a half and a half) instead of the two recommended, since if it does not come out much and can stain the clothes. At the moment he has not stained it.

I recommend this 100%deodorant. EFFECTIVE DEODORANT THAT LARTS ALL DAY, I WOUD EVEN SAY 48 HOUST. I ASKED FOR IT A LITTLE SKEPTICALLY, BUT IT TURNED OUT TO BE A PLEASANT SURPRISE AND IT REALLY WORKS. I'M Thrilled. I've tried so many deodorants ... i've relied it on a trip where been walking all day. I Threw it on Early in the Morning and When I Got Home at Night My Armpits KEPT Smelling Like Deodorant, As If I Had Throw It In The Morning. Zero Smell of Sweat. Incredible 😳

 Being Cream, I recommend just one turn the thread (or one and a Half Turns) Instead of the Two recommended, scholause If it doesn't eat ot eut a lot and it can stain clothes. It has't stained so far.

I Recommend This Deodorant 100%.",5,"January 23, 2022","Spain"
"rexona","1675934300-129","Works very well for people who sweat a lotWorks Great for People Who Sweat A Lot",5,"September 11, 2022","France"
"rexona","1675934300-130","Very good deodorant, lasts long and is effective evil Good deodorant, Long Time and is effective",5,"October 6, 2022","Germany"
"rexona","1675934300-131","I love this deo !!!
I use it daily !!! Love this Deo !!!
I use it Daily !!!",5,"September 12, 2022","France"
"rexona","1675934300-132","Efficiency +++. I recommend 100%. Effective +++. I recommend it 100%.",5,"September 17, 2022","France"
"rexona","1675934300-133","As expected at the company: very effective and pleasant in use! As you would expect from the company: very effective and Pleasant to use!",5,"September 26, 2022","Germany"
"rexona","1675934300-134","An excellent product that I have been using for years, guaranteed 0 perspiration! An excellent product that i have been using for years, zero guarantees perspiration!",5,"September 2, 2022","France"
"rexona","1675934300-135","I got the deodorant because my old variety of Rexona is no longer available.
It smells good and lasts for a long time.
Unfortunately, the design of the deodorant sticks was generally revised. This gives you this giant block of plastic waste, which was also packed in cardboard. I am not entirely up to the thought behind it why you choose packaging with more (unnecessary) plastic. I didn't notice any improvement except chic.
In addition, the deodorant leaves stains and stripes on the clothes extremely quickly and only go out when washing. This means that you have to be extremely careful when putting on.

Overall, I would not recommend it again and, despite many years of good experience with Rexona, I will now change the brand. I bough the deodorant Because My Old Rexona Variety is no Longer Available.
It Smells Good and Lasts A Long Time.
Unsortunately, the design of the deodorant sticks has been redesigned in General. This gives you this huge block of plastic waste, which so packed in cardboard. I Don't Quite Understand the Idea Behy Why People Opt for Packaging With More and More (Unnecessary) Plastic. Apart from Looking Chic, I Didn't Notice Any Improvement.
In addition, The Deodorant Leaves Stains and Streaks on Clothing Extremely Quickly and thesis only again When Washed. As a result, you have to be extremely careful when dressing.

Overall, I wouldn't Recommend It Again and, Despite Many Years of Good Experience with Rexona, I Will Probably Change Brands Now.",2,"December 14, 2022","Germany"
"rexona","1675934300-136","Does his job well and left a soft and pleasant scent of hers job well and leaves a soft and pleasant fragrance",5,"August 28, 2022","France"
"rexona","1675934300-137","A post-purchase product. The only negative is the crowd, you have to turn a few times until there is anything to see from the product- therefore a star deduction of replacement product. The only negative is the quantity, you have to turn a few times unstil anything of the product can be seen at all - that's why a star deduction",4,"July 1, 2022","Germany"
"rexona","1675934300-139","The smell is not very strong but just what it takes, and frankly hold on all day I was a little septic but thanks to the opinion of a colleague I ordered and I am not disappointed. The Smell is not very strong but just right, and Frankly I was a bit Skeptical All Day Long But Thanks to the Advice of A Colleague I Ordered and I AM NOT DISAPPOITED.",5,"July 19, 2022","France"
"rexona","1675934300-140","Product consistent with my expectations more of sweating top to recommendproduct meets my expectations More perspiration top to recommend",5,"August 31, 2022","France"
"rexona","1675934300-141","I have been using this deodorant for years and can only recommend it because it simply does not miss its effect. I've always sweat a lot and that was the only deodorant that has not failed.
Here I got it at a great price. In the meantime it has become almost € 2 everywhere .i've Been Using this deodorant for years and can only recommend it Because Simply Doesn't Its Effect. I've Always Been Sweating A Lot and That's Been the only deodorant that has not failed so far.
I got it here at a great price. In The MeanTime, it has Become Almost € 2 more expensive Everywhere.",5,"July 9, 2022","Germany"
"rexona","1675934300-142","The deodorant is very effective. This is the first time I have tested it.
But as some opinions have indicated, it is true that the smell is not pleasant. (After that remains southjective but good).
I think I will buy. Usually I take the Narta RESIXIXL but it is also effective and cheaper. It's the first time the tested it.
But as some reviews have indicated, it is true that the smell is not pleasant. (After that it remakes subjective but good).
I think i'll buy it back. I usally Take Narta RESIXIXL But it is also effective and cheaper.",4,"February 25, 2022","France"
"rexona","1675934300-143","I am a super delicate person with the theme of the deodorants, or do not protect me, irritate me, give allergies, they create a bad smell, they make me sweat, finally a drama, a friend recommended this deodorant and had already tried others of the I branded without success, but ... I decided to give it the opportunity and it works for me, at least for a day I am well, without bad smell, or irritations, normal sweat, but that does not torment me, I did the test of placing it to sleep and leave The next day using the bike with extreme heat and kept me without bad smell, the smell is soft, and the texture is fine, perhaps others will last longer, but for me it lasts one day is enough, I will buy it again A Super Delicate With The Subject of Deodorants, Or they do not Protect Me, The Irritate Me, They Give Me Allergies, They create Bad Smell, They Make Me Sweat, In Short, A Drama, A Friend recommended This Deodorant and I had already tried Others of the brand without success, but ..., I decide to give it the opportunity and i t works for me, at least for a day i am fine, without bad smell, nor irritations, normal Sweat, but that does not torment me, i did the test of putting it on to tobe shame and going out the next day day riding the bike In Extreme Heat and It Kept Me Without Bad Smell, The Smell is soft, and the texture is fine, Maybe Others Will Last Longer, But for Me That It Lasts One Day is Enough, I Will Buy It Again",4,"September 11, 2021","Spain"
"rexona","1675934300-144","Anti transpiration au topAnti perspiration at the top",5,"September 6, 2022","France"
"rexona","1675934300-145","I have a job that you have to sweat a lot. I can't use anything else. I only find this lot of plastic bad .. so little product and so much plastic. Therefore a star lesser have a job that requires a lot of sweating. I can't use anyding else. I Just Think That Lots of Plastic is Bad ... So Little Product and So Much Plastic. That's why one Less Star",4,"May 26, 2022","Germany"
"rexona","1675934300-146","Super produit pour la transpiration excessiveGreat product for excessive sweating",5,"September 2, 2022","France"
"rexona","1675934300-147","Stick in cream, hold very long, even after a shower, the smell is pleasant! I recommendstick in cream, Lasts a very long time, Even after a shower, The Smell is Pleasant! I Recommend",5,"August 7, 2022","France"
"rexona","1675934300-148","It is top I recommend's great I recommended",5,"August 29, 2022","France"
"rexona","1675934300-149","It fulfills its function perfectly but be careful that it is an antitranspirant and you cannot use a lot of time followed because the pores, but come on, that it is a pass of spray sometimes, they no longer did to me anything.
It is a kind of white fat with exit by holes of different sizes and you have to turn a wheel. It has to throw little. At the contact with the skin it becomes transparent fat.
Positive: Do not be bad or dancing all night squeezed
Negative: Black Stain Clothing that is sorry.
Instructions in German

I would buy it again. I likeit functions iS Function Perfectly But Beware that is an antiperspirant and it cannot be used for a long time scholause it clogs the pores, But eat on, which is a great thing that scholarship the spray you have the summary ones Did nothing to me anymore.
It is a Kind of White Grease with Holes of Different Sizes and You have turn a Small Wheel.it you have to be This Out Little.Upon Contact With The Skin It Becomes Transparent Fat.
Positive: You Don't Smell Bad Or Dance All Night Tight
 Negative: Black Clothes Stain That When Washing It Goes Clear.
Instructions in German

 I WOUD BUY IT AGAIN. I like",4,"October 21, 2021","Spain"
"rexona","1675934300-150","It is a very good productit's a see good product",4,"July 1, 2022","Spain"
"rexona","1675934300-151","After trying no longer how many brands, formats and types of deodorants is this the only one that has ended, with a single application it comes to protect me by almost 48hrs whole, the aroma is quite pleasant, once placed it is usually taken Quite fast and does not give a rare feeling or moisture in the armpits, the only thing is that if you are not careful and you do not let it dry well before placing your shirt because it stained it, nothing serious that does not take off with a good washing cycle, that It is the only negative thing that I find, very good rest excellent productAfter Trying, and Don't Know How Many Brands, Formats and Types of Deodorants This has been the only One That has found up Up Resulting For Me, With A Single Application It Protects I FORMET 48 Hours Whole, The Aroma Is Quite pleasant, eleven placed it is usually removed quite quickly and does not give a Strange Feeling or Moisture in the Armpits, The Only Thing is that if not you are careful and do not let it Dry Well Before Putting on the Shirt Because it Will Stain It, Nothing Serus That It Does Not Wash Off With A Good Wash Cycle, That is The Only Negative Thing I Find, The Rest is Vary Good Excellents Product Product Product",5,"December 14, 2021","Spain"
"rexona","1675934300-152","I've been using the deodorant for years. For me there is no better!
No smell for a relaxed 48 hours! I've been using the deodorant for years. For me, there is no better!
No Smell for 48 Hours!",5,"August 8, 2022","Germany"
"rexona","1675934300-153","I love it, it has no smell and protects from sweat all the day love it, it doesn't smell and protects you from Sweat All Day",5,"August 21, 2022","Spain"
